Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
0526		???????-?								?13	18	Na	M2 V
0527		???????-?								?22	11	Na	K9 V
0530		???????-?								?10	6	Na	M2 V
0622		???????-?								?04	8	Na	M0 V
0624		???????-?								?12	14	Na	M1 V
0627		???????-?								?01	13	Na	G4 V M1 V M1 V
0628		???????-?								?02	8	Na	M1 V
0630		???????-?								?13	11	Na	M1 V
0722		???????-?								?04	10	Na	M2 V M4 V
0727		???????-?								?04	12	Na	G6 III
0728		???????-?								?02	15	Na	M2 V
0823		???????-?								?02	8	Na	K2 V
0824		???????-?								?04	13	Na	G4 V
0825		???????-?								?14	8	Na	M3 V
0826		???????-?								?24	9	Na	G0 V M1 V
0828		???????-?								?23	10	Na	G0 V M2 V
0830		???????-?								?04	14	Na	G0 V M4 V
0922		???????-?								?04	9	Na	G5 V
0924		???????-?								?04	12	Na	K5 V
0929		???????-?								?13	11	Na	G7 V
0930		???????-?								?00	14	Na	M2 V M0 V
1024		???????-?								?13	8	Na	K2 V
1026		???????-?								?04	11	Na	M2 V M9 V
1028		???????-?								?30	9	Na	M1 III D
1126		???????-?								?03	15	Na	M0 V M0 V
1127		???????-?								?10	15	Na	G2 V
1128		???????-?								?03	11	Na	M1 V M2 V
1130		???????-?								?20	13	Na	M1 V
1221		???????-?								?02	12	Na	K3 V M1 V
1223		???????-?								?03	6	Na	K4 V M8 V
1229		???????-?								?03	13	Na	G9 V M7 V
1230		???????-?								?03	8	Na	M1 V
1322		???????-?								?13	7	Na	M2 V M2 V
1324		???????-?								?03	17	Na	M3 V M1 V
1326		???????-?								?20	12	Na	M0 V M3 V
1329		???????-?								?04	12	Na	M1 V M4 V
1421		???????-?								?23	12	Na	G4 V
1425		???????-?								?14	10	Na	M3 V
1427		???????-?								?04	9	Na	M1 V
1428		???????-?								?12	11	Na	M2 V M9 V
1525		???????-?								?14	9	Na	M2 V
1526		???????-?								?03	13	Na	M2 V K0 V
1529		???????-?								?11	15	Na	M2 V
1626		???????-?								?14	14	Na	K3 V
1627		???????-?								?03	13	Na	G6 III D
1629		???????-?								?03	7	Na	M0 V
1630		???????-?								?23	9	Na	M0 V
1721		???????-?								?20	11	Na	M3 V M5 V
1724		???????-?								?15	9	Na	G5 V M2 V
1725		???????-?								?15	10	Na	M2 V M8 V
1729		???????-?								?04	12	Na	K1 V M2 V
1730		???????-?								?15	9	Na	M0 V M1 V
1821		???????-?								?13	10	Na	M1 V
1824		???????-?								?02	15	Na	K6 V M0 V
1825		???????-?								?23	11	Na	M1 V M9 V
1827		???????-?								?02	12	Na	G1 V
1829		???????-?								?23	9	Na	M3 V M7 V
1922		???????-?								?12	9	Na	M2 V M7 V
1925		???????-?								?01	10	Na	K3 V
1929		???????-?								?03	13	Na	M1 V
1930		???????-?								?04	12	Na	F9 V M8 V
2021		???????-?								?23	9	Na	K3 V M7 V
2023		???????-?								?03	13	Na	K1 V M6 V
2025		???????-?								?10	15	Na	M2 V M2 V
2028		???????-?								?02	12	Na	M1 V
2121		???????-?								?13	10	Na	M0 V M7 V
2122		???????-?								?04	9	Na	M1 V
2124		???????-?								?04	9	Na	M3 V M0 V
2126		???????-?								?02	8	Na	M1 V M8 V
2129		???????-?								?10	14	Na	M1 V
2224		???????-?								?00	10	Na	M2 V
2228		???????-?								?05	9	Na	M3 V
2322		?64A???-?	Wa							?24	9	ZS	K4 V M0 V
2323		?566???-?	DroyX							?04	8	ZS	M1 V
2423		?693???-?								?00	16	ZS	M2 V
2426		???????-?								?00	5	Na	G7 V M5 V
2428		???????-?								?14	11	Na	M0 V M9 V
2429		???????-?								?12	13	Na	M1 V
2524		?A6A???-?	Oc							?10	9	ZS	M2 V
2528		???????-?								?10	5	Na	M2 V
2530		???????-?								?04	10	Na	G2 V
2621		?555???-?								?20	12	ZS	G2 V
2622		?694???-?								?23	12	ZS	K4 V M1 V
2623	Regiimaa	?435???-?								?03	10	ZS	M2 V
2624		?200???-?	Va							?03	7	ZS	M7 III
2626		???????-?								?22	7	Na	M2 V
2627		???????-?								?00	9	Na	M0 V
2722		?553???-?	Po							?14	13	ZS	K9 V
2723		?310???-?								?03	8	ZS	M1 V M3 V
2729		?546???-?								?03	8	ZS	M1 V
2730		?400???-?	Va							?13	8	ZS	M0 V M0 V
2822		?76A???-?	Wa							?13	18	ZS	M0 V
2828		?529???-?								?14	17	ZS	M3 V M1 V
2829		?200???-?	Va							?01	13	ZS	M6 III
2830		?989???-?								?03	8	ZS	K4 V M9 V M4 V
2922		?655???-?	Ga							?30	10	ZS	M1 V
2926		???????-?								?04	16	Na	K8 V
2928		?563???-?								?10	11	ZS	M0 V
2929		?422???-?	He Po							?01	11	ZS	M0 V
2930		?300???-?	Va							?24	12	ZS	M1 V M2 V
3021		?557???-?								?14	9	ZS	M3 V
3024		???????-?								?22	7	Na	M2 V
3121		?591???-?	He							?04	7	ZS	M1 V
3127		?665???-?	Ga							?04	9	ZS	K3 V M2 V
3128		?100???-?	Va							?00	9	ZS	F2 IV
3129		?200???-?	Va							?04	16	ZS	M1 V M4 V
3130		?100???-?	Va							?22	12	ZS	M2 V
3224		?978???-?								?03	13	ZS	M3 V K6 V
3225		?736???-?								?00	9	ZS	M2 V
3226		?000???-?	As Va							?04	15	ZS	M2 V
3228		?300???-?	Va							?14	14	ZS	K4 V M7 V
3229		?310???-?								?23	14	ZS	G3 III D
3230		?656???-?	Ga							?04	14	ZS	K3 V
0131		???????-?								?13	8	Na	K2 V M3 V
0133		???????-?								?13	11	Na	M2 V M3 V
0138		???????-?								?14	13	Na	M0 V M0 V
0139		???????-?								?02	13	Na	F4 V
0140		???????-?								?05	18	Na	M0 V
0236		???????-?								?03	11	Na	K0 V
0237		???????-?								?34	18	Na	G0 V M1 V
0240		???????-?								?03	10	Na	M0 V
0332		???????-?								?04	13	Na	M1 V
0333		???????-?								?02	12	Na	K0 V M1 V
0334		???????-?								?03	15	Na	M0 V M4 V
0335		???????-?								?05	8	Na	G2 V
0339		???????-?								?04	10	Na	M3 V M6 V
0432		???????-?								?20	11	Na	M2 V K8 V
0435		???????-?								?05	8	Na	G5 V
0436		???????-?								?02	10	Na	M0 V
0437		???????-?								?14	10	Na	M2 V M1 V
0440		???????-?								?01	10	Na	M3 V
0531		???????-?								?00	8	Na	K4 V M5 V
0536		???????-?								?00	7	Na	M3 V
0634		???????-?								?04	13	Na	K1 V M5 V
0636		???????-?								?03	15	Na	G3 V M0 V
0639		???????-?								?14	13	Na	M2 V
0731		???????-?								?20	8	Na	M2 V
0736		???????-?								?00	9	Na	M1 V M2 V
0831		???????-?								?00	13	Na	K0 V M3 V
0832		???????-?								?12	8	Na	M0 V K4 V
0833		???????-?								?04	12	Na	G3 V M3 V
0838		???????-?								?00	6	Na	M2 V M3 V
0839		???????-?								?13	13	Na	K3 V
0932		???????-?								?03	18	Na	M0 V
0937		???????-?								?04	12	Na	M3 V
0940		???????-?								?13	11	Na	M2 V
1031		???????-?								?04	14	Na	M1 V M6 V
1032		???????-?								?01	8	Na	G3 V
1033		???????-?								?12	13	Na	K6 V M7 V
1039		???????-?								?00	8	Na	K8 V M4 V
1131		???????-?								?00	13	Na	M3 V
1137		???????-?								?13	10	Na	M3 V M8 V
1138		???????-?								?00	9	Na	M3 V
1140		???????-?								?05	12	Na	M0 V M6 V
1236		???????-?								?04	9	Na	M1 V
1238		???????-?								?13	10	Na	A5 V
1336		???????-?								?00	10	Na	K0 V
1339		???????-?								?25	14	Na	G4 V
1431		???????-?								?32	11	Na	G6 II M6 V
1438		???????-?								?04	12	Na	G4 V M3 V
1439		???????-?								?03	12	Na	K7 V
1440		???????-?								?32	12	Na	K3 V M5 V
1533		???????-?								?03	10	Na	K6 V M8 V
1534		???????-?								?01	9	Na	K3 V
1536		???????-?								?01	8	Na	G3 V
1537		???????-?								?04	9	Na	M0 V
1539		???????-?								?02	11	Na	K7 V
1632		???????-?								?00	14	Na	F7 V
1635		???????-?								?14	10	Na	M1 V
1637		???????-?								?03	6	Na	M4 V
1639		???????-?								?22	7	Na	M2 V
1731		???????-?								?04	9	Na	M0 V
1734		???????-?								?04	14	Na	K4 V M7 V
1736		???????-?								?02	10	Na	M2 V M8 V
1737		???????-?								?02	11	Na	K2 V
1739		???????-?								?24	9	Na	K0 V
1831		???????-?								?01	11	Na	M3 V
1832		???????-?								?04	13	Na	M1 V M5 V
1838		???????-?								?23	12	Na	G2 V
1933		???????-?								?20	13	Na	K3 V
1934		???????-?								?12	13	Na	K6 V
1935		???????-?								?02	13	Na	K3 V M8 V
1936		???????-?								?13	10	Na	M3 V M9 V
1938		???????-?								?24	9	Na	M1 V
1939		???????-?								?13	10	Na	K7 IV
2031		???????-?								?04	12	Na	G0 V M4 V
2033		???????-?								?20	14	Na	M1 V
2039		???????-?								?23	16	Na	K6 V
2040		???????-?								?04	10	Na	K7 V M7 V
2131		???????-?								?12	16	Na	M0 V M6 V
2136		???????-?								?03	12	Na	M0 V
2137		???????-?								?02	9	Na	M0 V
2231		???????-?								?02	11	Na	M3 V M0 V
2232		???????-?								?13	11	Na	K0 V M6 V
2234		???????-?								?04	8	Na	M3 V
2235		???????-?								?05	10	Na	M0 V
2239		???????-?								?04	7	Na	M2 V
2337		???????-?								?04	10	Na	G6 V
2340		???????-?								?04	8	Na	G3 V
2431		???????-?								?12	6	Na	G1 V
2432		???????-?								?03	10	Na	M1 V
2435		???????-?								?00	15	Na	K0 V
2533		???????-?								?14	14	Na	G7 V M3 V
2535		???????-?								?04	13	Na	M1 V
2536		???????-?								?05	12	Na	M3 V
2537		???????-?								?02	10	Na	M1 V
2538		???????-?								?05	15	Na	M1 V
2540		?553???-?	Po							?00	10	ZS	G0 V
2635		???????-?								?00	12	Na	M3 V
2638		???????-?								?01	6	Na	M1 V M0 V
2640		?553???-?	Po							?01	9	ZS	K9 V
2731		?766???-?	Ga							?04	8	ZS	M3 V
2732		?310???-?								?03	9	ZS	K1 V
2737		???????-?								?10	11	Na	G3 V M6 V
2832		?300???-?	Va							?14	11	ZS	K2 V M4 V
2833		?63A???-?	Wa							?02	9	ZS	M1 V
2837		?684???-?								?04	13	ZS	M3 V M6 V
2838		?310???-?								?02	12	ZS	M2 V
2931		?9D5???-?								?12	12	ZS	M0 V M5 V
2932		?310???-?								?03	9	ZS	K1 III
2935		?565???-?								?13	7	ZS	K5 V M8 V
2936		?976???-?								?04	11	ZS	K4 V
2937		?876???-?								?03	13	ZS	M3 V
2938		?425???-?								?03	11	ZS	K0 V
2939		?555???-?								?02	11	ZS	K2 V M3 V
3031		?574???-?								?04	7	ZS	M0 V
3033		?310???-?								?04	10	ZS	M2 V
3035		?868???-?								?00	8	ZS	K5 V M4 V
3037		?95A???-?	Wa							?25	10	ZS	M0 V M2 V M9 V
3039		?100???-?	Va							?25	10	ZS	M1 V M0 V
3132		?557???-?								?24	12	ZS	G3 V
3133		?8D5???-?								?04	15	ZS	M2 V M6 V
3137		?100???-?	Va							?03	10	ZS	K7 V
3138		?668???-?								?02	11	ZS	G2 V M9 V
3140	Emarnshahr	?424???-?								?15	12	ZS	G4 V
3234		?657???-?	Ga							?23	14	ZS	M1 V
3235		?668???-?								?00	4	ZS	M2 V
3237		?644???-?								?24	11	ZS	G0 V M5 V
3239		?310???-?								?04	10	ZS	A4 II M6 V
