Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
1701	Ossifur	E8D3644-3	Ni	{ -3 }	(850+0)	[4323]	B	-	-	770	11	ImDi	M0 V
1705	Enigma	D400510-9	Ni Va	{ -2 }	(640+1)	[3338]	B	-	-	110	7	ImDi	M2 V
1708	Tarens	A400676-B	Na Ni Va	{ 1 }	(653+3)	[2789]	B	-	-	550	11	ImDi	M2 V M2 V
1802	Naagishda	E200698-7	Na Ni Va	{ -3 }	(751+3)	[4352]	B	-	-	231	9	ImDi	M3 V K8 V
1810	Shigakham	A100400-D	Ni Va	{ 1 }	(832-1)	[654C]	B	-	-	940	7	ImDi	M2 V
1901	Erin's Star	D694520-5	Ag Ni	{ -2 }	(840-1)	[4379]	CB	S	-	771	15	ImDi	M1 V
1902	Ikkusham	B100441-D	Ni Va	{ 1 }	(737+4)	[557A]	B	N	-	880	8	ImDi	K3 V M6 V
1903	Specter	A100200-C	Lo Va	{ 1 }	(811-3)	[134G]	B	-	-	810	8	ImDi	M2 V
1904	Daisy	C30079B-8	Na Pi Va Da	{ -1 }	(766+1)	[3658]	DB	-	A	711	11	ImDi	M2 V
1907	Salona	E737610-6	Ni	{ -3 }	(853-1)	[7335]	B	-	-	552	15	ImDi	G2 V M2 V
1909	Tranquility	D310245-8	Lo	{ -3 }	(F10+1)	[4125]	B	-	-	490	7	ImDi	G8 V
2001	Zazish	A63A68B-E	Ni Wa Cp	{ 2 }	(956+1)	[375F]	FB	NS	-	340	11	ImDi	G0 V
2004	Zagiku	B424532-C	Ni	{ 1 }	(D46+0)	[264B]	B	-	-	451	9	ImDi	K4 V
2005	Maduun	A538237-D	Lo	{ 1 }	(C11-3)	[138F]	B	-	-	390	10	ImDi	K7 V
2007	Corvus	A544400-A	Ni Pa	{ 1 }	(837+4)	[456E]	cB	-	-	880	9	ImDi	M3 V M2 V
2009	Epkiip	B894558-B	Ag Ni	{ 2 }	(B43+0)	[4767]	CB	-	-	771	10	ImDi	G0 V
2010	Horsefly	E84A456-5	Ni Wa	{ -3 }	(930+1)	[8185]	B	-	-	121	9	ImDi	K2 V
2102	Delany	E78A448-4	Ni Wa	{ -3 }	(930+3)	[4114]	B	-	-	441	12	ImDi	M2 V
2107	Cobald	A645103-A	Lo	{ 1 }	(A01-1)	[4256]	B	-	-	511	5	ImDi	M2 V K7 V
2108	Botirill	C637545-A	Ni	{ 0 }	(J43+0)	[1579]	B	-	-	692	10	ImDi	M3 V M1 V
2109	Shurugashad	C000500-C	As Ni Va	{ 0 }	(842+2)	[554E]	B	-	-	480	8	ImDi	G9 V
2202	Memmmulid	D998505-5	Ag Ni	{ -2 }	(742+2)	[6356]	CB	S	-	650	7	ImDi	K8 V
2203	Vargus	B84A433-C	Ni Wa	{ 1 }	(536+0)	[456D]	B	S	-	880	15	ImDi	M2 V M3 V
2301	Seddon	A96A766-C	Ri Wa O:2001	{ 3 }	(C69+4)	[6A2F]	CB	-	-	560	8	ImDi	G2 V
2303	Dibnah	C794778-5	Ag Pi	{ 0 }	(B64-4)	[6766]	DCB	S	-	330	12	ImDi	M0 V M6 V
2306	Comox	B769332-A	Lo	{ 1 }	(721-1)	[145C]	B	-	-	611	11	ImDi	G1 V M4 V
2310	Broguun	B100346-C	Lo Va	{ 1 }	(B21+2)	[246H]	B	-	-	110	9	ImDi	F1 V M0 V
2401	Queens	D100755-7	Na Pi Va	{ -2 }	(960+2)	[6565]	DB	-	-	771	10	ImDi	K3 V
2404	Giinaca	C581564-5	Ni Pr O:2001	{ -2 }	(942+2)	[4331]	cB	-	-	230	10	ImDi	K4 V M1 V
2405	Zehpyr	A432456-C	Ni Po Px	{ 1 }	(E33+1)	[658B]	B	-	-	770	12	ImDi	M1 V
2406	Ravkovic	D100403-8	Ni Va	{ -3 }	(630+2)	[914A]	B	-	-	370	10	ImDi	K7 V
2408	Zelda	A000634-B	As Na Ni Va	{ 1 }	(856-2)	[677F]	B	-	-	880	7	ImDi	F2 V M7 V
2409	Lesiuii	E562430-6	Ni	{ -3 }	(233-2)	[4176]	B	-	-	331	12	ImDi	K2 V
2410	Maiiu	A100756-D	Na Pi Va	{ 2 }	(46C-1)	[695B]	DB	-	-	341	10	ImDi	M7 III M5 V
2501	Alikaanii	A532766-9	Na Po O:2001	{ 1 }	(569+1)	[2868]	B	-	-	550	9	ImDi	M0 V
2504	Pharnaaka	E545578-5	Ag Ni	{ -2 }	(543-1)	[2325]	CB	-	-	331	11	ImDi	M2 V M6 V
2509	Moyenne	E766376-4	Ga Lo	{ -3 }	(920-1)	[5156]	B	-	-	440	8	ImDi	M1 V M9 V
2603	Felicity	E788304-4	Lo	{ -3 }	(920+4)	[6155]	B	-	-	922	8	ImDi	G5 V
2606	Regnander	C541501-6	He Ni Po	{ -2 }	(441+0)	[5377]	B	-	-	380	14	ImDi	M0 V
2610	Vaneenoo	A300453-C	Ni Va	{ 1 }	(C35-1)	[559G]	B	-	-	310	12	ImDi	M2 V
2702	Straylight	C55346B-9	Ni Po O:2904	{ -1 }	(B30+1)	[235C]	B	-	-	230	17	ImDi	M2 V
2705	Caarimii	B3007B8-8	Na Pi Va	{ 0 }	(E6A-5)	[7754]	DB	-	-	550	11	ImDi	M1 V
2706	Karguulam	AA97667-A	Ag Ni O:3010	{ 2 }	(756-1)	[387D]	CB	-	-	991	8	ImDi	K0 V
2708	Vanders	A636633-C	Ni	{ 1 }	(453-4)	[977A]	B	-	-	990	7	ImDi	M1 V
2803	Joi	C985889-5	Pa Ph Ri	{ 0 }	(C74-1)	[5873]	eCcB	-	-	121	12	ImDi	K6 V
2806	Inferum Mare	E86A101-8	Lo Wa	{ -3 }	(A00+2)	[1179]	B	-	-	122	14	ImDi	K9 V M7 V
2901	Manyana	B89A167-9	Lo Wa O:2904	{ 0 }	(800-2)	[615C]	B	-	-	830	8	ImDi	M1 V M7 V
2902	Portal	B525644-B	Ni	{ 1 }	(B55-1)	[375D]	B	-	-	330	11	ImDi	M1 V
2904	Kelpie	B678500-A	Ag Ni	{ 2 }	(848+0)	[774D]	CB	-	-	770	8	ImDi	M2 V
2908	Loiaccono	B552304-C	Lo Po	{ 1 }	(721-2)	[549F]	B	-	-	810	7	ImDi	K4 V M3 V
2909	Ithapanya	E310203-7	Lo	{ -3 }	(A10+3)	[2164]	B	-	-	471	7	ImDi	M1 V M7 V
3001	Viguilli	E86968A-7	Ni Ri	{ -2 }	(853+4)	[2493]	CB	-	-	772	9	ImDi	M2 V
3003	Ruins	E100000-0	Ba Va	{ -3 }	(700-5)	[0000]	-	-	-	030	11	ImDi	M2 V M1 V
3006	Spirit	B566143-8	Lo	{ -1 }	(900-3)	[2117]	B	-	-	181	13	ImDi	M0 V
3010	Iinen	A59398B-D	Hi In Libe7 Cp	{ 4 }	(A8G-4)	[5D1A]	FfEB	-	-	881	9	ImDi	M1 V
3108	Zuuragaath	E200465-8	Ni Va O:3010	{ -3 }	(A30+4)	[7126]	B	-	-	770	10	ImDi	K1 V
3201	Helaguuran	B000567-9	As Ni Va Mr	{ 0 }	(D43+2)	[45AD]	B	N	-	231	14	ImDi	G5 II D
3203	Ziggurat	D996530-5	Ag Ni	{ -2 }	(443+2)	[2394]	CB	-	-	811	12	ImDi	M2 V
3204	Blackcombe	A4328B9-D	Na Ph Po Da	{ 2 }	(979-3)	[9A69]	eB	-	A	662	13	ImDi	K2 V
3206	Shards	B782510-6	Ni Pr	{ -1 }	(240+1)	[4457]	cB	S	-	340	15	ImDi	M0 V
3208	Aduulikgaa	C310474-7	Ni	{ -2 }	(834+1)	[1249]	B	-	-	561	11	ImDi	K2 V
3210	Victorignox	D985542-6	Ag Ni Pr	{ -2 }	(742-5)	[8348]	CcB	-	-	120	8	ImDi	G0 V
0112	Korik	B200486-A	Ni Va	{ 1 }	(C37-4)	[5526]	B	-	-	230	11	ImDi	M0 V
0114	Woomera	A5839DA-C	Hi Pr Cp Da	{ 3 }	(486+2)	[CC6E]	FEcB	-	A	660	10	ImDi	K3 V
0120	Illyana	B100400-D	Ni Va	{ 1 }	(735+3)	[152D]	B	-	-	230	13	ImDi	M2 V
0220	Shinnar	B100402-B	Ni Va	{ 1 }	(A35-1)	[353B]	B	-	-	560	11	ImDi	K5 IV M3 V
0316	Nyola	E766266-2	Ga Lo O:0114	{ -3 }	(510+0)	[3181]	B	-	-	862	10	ImDi	F4 V M7 V
0317	L'kus	E967510-2	Ag Ni Pr	{ -2 }	(540+1)	[4314]	CcB	-	-	770	11	ImDi	M0 V M6 V
0320	Vonid	E300377-7	Lo Va	{ -3 }	(420-1)	[1186]	B	-	-	610	13	ImDi	M1 V
0411	Skyia	E562410-7	Ni	{ -3 }	(633+3)	[3184]	B	-	-	330	10	ImDi	M2 V M0 V M0 V
0420	Judgement	E000000-0	As Ba Va	{ -3 }	(400-5)	[0000]	-	-	-	081	5	ImDi	M1 V
0516	Tyers	C300552-9	Ni Va	{ -1 }	(C42+0)	[4418]	B	-	-	232	10	ImDi	M2 V
0611	Nirel	D300520-7	Ni Va	{ -3 }	(940+0)	[3267]	B	-	-	770	7	ImDi	G2 V
0613	Macey	A310499-B	Ni	{ 1 }	(933+2)	[458E]	B	-	-	610	13	ImDi	M1 V M9 V
0615	Faie	A200402-D	Ni Va	{ 1 }	(E35-1)	[554C]	B	N	-	881	17	ImDi	M1 V
0714	Bandy	B10058D-D	Ni Va Da	{ 1 }	(642+1)	[A66B]	B	-	A	550	9	ImDi	K9 V
0718	Chyerra	C547200-7	Lo	{ -2 }	(410-2)	[4112]	B	-	-	361	7	ImDi	K2 V M0 V
0720	Wosi	C685564-7	Ag Ga Ni Pr O:0916	{ -1 }	(645+3)	[2445]	CcB	-	-	450	6	ImDi	G3 V
0817	Iniya	B665867-A	Ga Pa Ph Ri O:0916	{ 3 }	(C7A+3)	[BB1A]	eCcB	-	-	550	9	ImDi	M1 V M2 V
0820	Shiuan	E655568-5	Ag Ga Ni O:0916	{ -2 }	(741+4)	[1337]	CB	-	-	880	15	ImDi	M1 V
0912	Hatshepsut II	E798376-6	Lo	{ -3 }	(920-3)	[1159]	B	-	-	780	10	ImDi	K6 V
0913	Athenae	A86A543-C	Ni Pr Wa	{ 1 }	(942+2)	[8658]	cB	-	-	891	8	ImDi	M2 V
0916	Nazgul	A300899-A	Na Ph Pi Va	{ 2 }	(B75+4)	[5A8B]	eDB	-	-	661	12	ImDi	M0 V
1012	Vanya	B796220-6	Lo	{ -1 }	(410-3)	[6128]	B	-	-	390	13	ImDi	K9 V M9 V
1113	Sparta	C987563-6	Ag Ni Pr O:1114	{ -1 }	(345+1)	[741B]	CcB	-	-	230	8	ImDi	K6 V M9 V
1114	Thebes	A675899-C	Pa Ph Pi Cp	{ 3 }	(E79+2)	[7A67]	FeDcB	NS	-	991	12	ImDi	K1 V
1118	Suza	E57669A-5	Ag Ni	{ -2 }	(851-1)	[4464]	CB	-	-	812	10	ImDi	K1 V
1119	Kin's Tower	D541672-5	He Ni Po	{ -3 }	(751-1)	[4358]	B	-	-	191	9	ImDi	M0 V
1214	Kulinaar	E100545-7	Ni Va	{ -3 }	(741-2)	[A266]	B	-	-	230	9	ImDi	K9 II M6 V M5 V
1216	Aihtekhtea	E555530-4	Ag Ni Asla8	{ -2 }	(842-2)	[2385]	CB	-	-	990	10	ImDi	K7 V
1219	Ithilnaur	C200562-B	Ni Va O:0916	{ 0 }	(B42-2)	[551B]	B	-	-	991	15	ImDi	M2 V
1317	Suguura	B574448-9	Ni Pa	{ 0 }	(B34+3)	[5419]	cB	-	-	562	12	ImDi	M1 V
1320	Moore's World	D300647-7	Na Ni Va	{ -3 }	(A50+0)	[535C]	B	-	-	770	16	ImDi	K0 V
1411	Ulikaari	C100533-9	Ni Va	{ -1 }	(B45-2)	[4426]	B	W	-	420	9	ImDi	M1 V M2 V
1413	Burnaby	D772546-5	He Ni	{ -3 }	(940+3)	[8261]	B	-	-	661	17	ImDi	K3 V
1415	Atun	E566000-0	Ba	{ -3 }	(A00-5)	[0000]	-	-	-	010	10	ImDi	M0 V
1511	Tarma	D100559-A	Ni Va	{ -1 }	(942-2)	[2448]	B	-	-	710	12	ImDi	M0 V M2 V
1512	Marathon	EA5A896-5	Oc Ph	{ -2 }	(873-1)	[9677]	eB	-	-	880	16	ImDi	M2 V M9 V
1513	Eketta	E571258-8	He Lo	{ -3 }	(D10-4)	[1156]	B	-	-	121	8	ImDi	M2 V K0 V
1520	Kitspiox	A552231-A	Lo Po	{ 1 }	(911-3)	[635B]	B	-	-	942	12	ImDi	M2 V
1612	Parnassis	C000532-C	As Ni Va	{ 0 }	(D42+3)	[251B]	B	-	-	810	10	ImDi	K8 IV
1614	Sissel	E774303-5	Lo	{ -3 }	(620-3)	[2155]	B	-	-	971	12	ImDi	K1 V M0 V
1615	Tyrrhenum	E97A686-5	Ni Wa	{ -3 }	(950+2)	[B342]	B	-	-	220	9	ImDi	M2 V
1616	Tremor	C699610-8	Ni	{ -2 }	(951-1)	[1454]	B	-	-	550	13	ImDi	K2 V
1617	Constantine	E544655-5	Ag Ni	{ -2 }	(750+3)	[8493]	CB	-	-	813	9	ImDi	K1 V M2 V
1618	Vendel's Star	A626245-C	Lo	{ 1 }	(911+4)	[136A]	B	-	-	530	11	ImDi	G6 V
1711	Kikish	D00046B-7	As Ni Va O:2014	{ -3 }	(830-1)	[1136]	B	-	-	421	5	ImDi	K1 V M2 V
1712	Kiinia	EAD9658-4	Ni	{ -3 }	(A51+0)	[A343]	B	-	-	331	8	ImDi	M1 V M8 V M7 V
1716	Iisar	E8595A8-4	Ni	{ -3 }	(443-1)	[52A2]	B	-	-	660	8	ImDi	M2 V
1811	Tower	C7697AA-7	Ri Da	{ 0 }	(A66-2)	[C777]	CB	-	A	993	14	ImDi	M1 V
1812	Enlu	E544536-6	Ag Ni	{ -2 }	(743-1)	[5367]	CB	-	-	990	13	ImDi	G9 V M1 V
1818	Duugi	B100400-B	Ni Va	{ 1 }	(C37-1)	[1579]	B	-	-	880	13	ImDi	K2 V
1819	Erin's Star	E766500-3	Ag Ga Ni Pr	{ -2 }	(C40-2)	[6341]	CcB	-	-	912	13	ImDi	M0 V
1820	Aquilon	A645545-8	Ag Ni	{ 0 }	(B43+3)	[5598]	CB	N	-	920	9	ImDi	M1 V
1911	Kagusamar	C200420-C	Ni Va	{ 0 }	(C32+3)	[649D]	B	-	-	682	9	ImDi	K3 V
1916	Girgaleka	A4276AB-9	Ni Da	{ 0 }	(B55-3)	[963B]	B	-	A	772	10	ImDi	M2 V
2011	Unkashe	D549AAA-6	Hi In Da	{ 0 }	(795-1)	[8A58]	EB	S	A	342	12	ImDi	M0 V
2013	Kukisakuga	B9D4467-B	Ni Mr	{ 1 }	(H36+3)	[253E]	B	N	-	772	10	ImDi	K8 V M8 V
2014	Amdani	A865AED-E	Ga Hi Cp Da	{ 3 }	(A98+0)	[8D6B]	FEB	-	A	990	13	ImDi	M3 V
2015	Agukikhiga	A879313-B	Lo	{ 1 }	(D21+3)	[447C]	B	-	-	951	12	ImDi	M3 V
2020	Raven's Wood	C565101-8	Lo	{ -2 }	(F00-3)	[1158]	B	-	-	992	11	ImDi	K0 V
2111	Vettesse	C3108DE-7	Na Ph Pi Fo	{ -1 }	(676+3)	[873B]	-	-	R	440	11	ImDi	M3 V M2 V
2113	Ahmun	D100684-9	Na Ni Va	{ -2 }	(A50+2)	[645A]	B	-	-	711	9	ImDi	K3 V M5 V
2116	Lappin	CAF5767-7	O:2014	{ -1 }	(664+5)	[8653]	B	-	-	551	10	ImDi	M1 V M7 V
2119	Macella	A5365A6-E	Ni	{ 1 }	(A42+1)	[466D]	B	N	-	342	14	ImDi	K3 V M5 V
2212	Chilton	B541734-6	He Pi Po	{ 0 }	(96A-3)	[4738]	DB	-	-	231	14	ImDi	K2 V
2214	Lombardi	E435697-6	Ni Px	{ -3 }	(851-1)	[B321]	B	-	-	660	13	ImDi	M0 V M2 V M7 V
2217	Uvatha	C595344-5	Lo	{ -2 }	(820+1)	[1173]	B	-	-	810	10	ImDi	G3 V
2311	Llwyellen	B6678A8-5	Ga Pa Ph Ri	{ 1 }	(979-1)	[6971]	eCcB	-	-	880	13	ImDi	M2 V M1 V
2316	Bagherzadeh	E100435-9	Ni Va	{ -2 }	(A34-1)	[5248]	B	-	-	560	11	ImDi	K0 V
2319	Laudumash	E310A50-9	Hi In Na	{ 1 }	(893-4)	[7B2C]	EB	-	-	882	12	ImDi	A1 V
2320	Chapel Mews	A6487CE-7	Ag Pi Fo	{ 1 }	(B68+2)	[3856]	-	N	R	451	9	ImDi	M3 V
2411	Leroux	B42658C-C	Ni Da	{ 1 }	(643+1)	[363G]	B	-	A	770	11	ImDi	M2 V
2413	Fyvie	E553488-7	Ni Po	{ -3 }	(A30+0)	[1136]	B	-	-	660	10	ImDi	F4 V G9 V
2415	Kirsch	A431400-C	Ni Po	{ 1 }	(E34+0)	[655E]	B	-	-	990	12	ImDi	K1 V M0 V
2419	Miller's Glen	A785448-8	Ga Ni Pa	{ -1 }	(A35+3)	[1359]	cB	S	-	340	12	ImDi	M1 V
2611	Locu	D535445-6	Ni	{ -3 }	(530+1)	[4131]	B	-	-	550	14	ImDi	G0 V
2712	Mossbar	C569487-9	Ni	{ -1 }	(831-3)	[4367]	B	-	-	950	10	ImDi	M1 V
2713	Yarfeg	C200520-9	Ni Va	{ -1 }	(841-2)	[3449]	B	-	-	230	14	ImDi	A7 V M1 V M6 V
2714	Rendroch	A638401-D	Ni	{ 1 }	(D32-5)	[454B]	B	-	-	120	9	ImDi	M3 V M5 V
2716	Salla	D310451-7	Ni	{ -3 }	(B32+1)	[6186]	B	-	-	610	10	ImDi	K0 V
2718	Conda	A5969C9-D	Hi In Cp Da	{ 4 }	(A8E-1)	[CD8H]	FfEB	-	A	991	12	ImDi	M0 V M4 V
2720	Durgaarurkim	A957975-A	Hi	{ 3 }	(A8E-1)	[9C7A]	EB	N	-	661	12	ImDi	K2 V M0 V
2815	Bander	E897522-5	Ag Ni	{ -2 }	(542-4)	[2353]	CB	-	-	332	7	ImDi	K1 V
2818	Dunker	D100552-B	Ni Va	{ -1 }	(B41+1)	[543F]	B	-	-	121	12	ImDi	K4 V
2912	Luan	A100455-D	Ni Va	{ 1 }	(C36-1)	[45AA]	B	-	-	312	9	ImDi	M0 V
2913	Hograine	A542898-7	He Ph Pi Po	{ 0 }	(474+2)	[884B]	eDB	-	-	992	9	ImDi	M2 V
2915	Oravais	C546885-5	Pa Ph Pi	{ -1 }	(777-4)	[4736]	eDcB	-	-	660	15	ImDi	G1 V
2918	Paltea	D754463-3	Ni Pa O:2718	{ -3 }	(730-4)	[1143]	cB	-	-	770	13	ImDi	K1 V
3012	Hotagen	E423597-7	Ni Po Px	{ -3 }	(940-3)	[1226]	B	-	-	332	14	ImDi	M1 V M3 V
3013	E'lam	A9D4788-D		{ 2 }	(569-3)	[497A]	B	-	-	230	13	ImDi	G4 V M3 V
3016	Darvell	C773669-8	Ni O:2718	{ -2 }	(F53+0)	[3419]	-	-	-	711	14	OS	K6 V
3020	Temeraire	B585741-A	Ag Ri (Evantha)6	{ 4 }	(B69-2)	[7B49]	fCB	N	-	120	13	ImDi	M1 V M4 V
3115	Pengith	B200410-B	Ni Va	{ 1 }	(F35-2)	[754B]	B	-	-	663	9	ImDi	K3 V
3116	Kivalo	A544634-9	Ag Ni	{ 1 }	(B56-4)	[5759]	CB	-	-	881	10	ImDi	M2 V
3211	Thorfell	E100854-7	Na Ph Pi Va	{ -2 }	(872-1)	[7638]	eDB	-	-	550	7	ImDi	G2 V M0 V
3218	Skebo	E793565-6	Ni O:2718	{ -3 }	(742-2)	[6259]	B	-	-	770	15	ImDi	K5 V M3 V
0122	Zypher	E78A640-8	Ni Ri Wa	{ -2 }	(750+3)	[5435]	CB	-	-	120	8	ImDi	K3 V
0123	Luna	B100431-D	Ni Va	{ 1 }	(E32-3)	[455D]	B	S	-	560	8	ImDi	M2 V
0124	Ostia	C888512-9	Ag Ni Pr	{ 0 }	(D42-2)	[555D]	CcB	-	-	761	8	ImDi	K6 V
0126	Ashima	C749984-B	Hi In	{ 3 }	(D8A+1)	[7C5D]	EB	-	-	660	17	ImDi	M1 V M7 V
0127	Lopadusa	A526487-A	Ni	{ 1 }	(935-2)	[158C]	B	-	-	120	7	ImDi	K0 V
0223	Locri	E98A533-8	Ni Pr Wa	{ -3 }	(E43+3)	[623D]	cB	-	-	992	9	ImDi	M1 V M1 V
0228	Iulii	B855100-A	Ga Lo	{ 1 }	(B01+3)	[12A7]	B	-	-	971	9	ImDi	M1 V M0 V
0323	Persistance	X432000-0	Ba Po Fo	{ -3 }	(500-5)	[0000]	-	-	R	070	9	ImDi	G7 V
0324	Troy	D774402-5	Ni Pa	{ -3 }	(731-3)	[11A5]	cB	-	-	232	12	ImDi	K0 V M1 V
0326	Bloddwyn	A9B956A-E	Fl Ni Mr	{ 1 }	(G45-3)	[363C]	B	N	-	771	11	ImDi	M1 V M9 V
0327	Delphi	A94A300-B	Lo Wa	{ 1 }	(C21+1)	[343D]	B	-	-	970	15	ImDi	K2 V
0328	Haajar	C997632-5	Ag Ni	{ -1 }	(951-2)	[1528]	CB	-	-	111	13	ImDi	M3 V M4 V
0330	Riedigar	E200332-8	Lo Va	{ -3 }	(C20-3)	[415A]	-	-	-	960	14	OS	M1 V
0424	Liva	B432859-B	Na Ph Po	{ 2 }	(B7B+2)	[AA7C]	eB	N	-	990	13	ImDi	K5 V
0429	Kuliiga	B666699-6	Ag Ga Ni Ri Asla0	{ 1 }	(953+0)	[2779]	-	-	-	660	10	OS	G7 V
0526	Amazonia	B594779-A	Ag Pi	{ 3 }	(B6B-4)	[BA5C]	DCB	-	-	451	18	ImDi	M2 V
0527	Xanthe	B984755-5	Ag Ri	{ 2 }	(567-4)	[5999]	CB	-	-	342	11	ImDi	K9 V
0530	Byers World	B10059B-9	Ni Va Da	{ 0 }	(842+0)	[5548]	-	N	A	711	6	OS	M2 V
0622	Caspar	D75A500-5	Ni Wa	{ -3 }	(B41+1)	[6272]	B	-	-	240	8	ImDi	M0 V
0624	Kuguli	B597751-B	Ag Pi	{ 3 }	(E6D+2)	[5A28]	DCB	-	-	991	14	ImDi	M1 V
