Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
0501	Fudge	C9D4534-A	Ni	{ 0 }	(F42-1)	[5539]	B	-	-	122	15	ImDs	M1 V
0502	Guard	E764683-6	Ag Ni Ri	{ -1 }	(655+2)	[5578]	CB	-	-	221	6	ImDs	G4 V
0503	Jamnagar	E99A623-8	Ni Wa	{ -3 }	(650+3)	[9397]	B	-	-	660	13	ImDs	M0 V M6 V
0504	Neto	A300877-C	Na Ph Pi Va	{ 2 }	(879+4)	[9A69]	eDB	N	-	991	12	ImDs	M3 V
0510	Chuejou	C5534BC-9	Ni Po Da	{ -1 }	(C33+4)	[3349]	B	-	A	122	9	ImDs	K0 V M3 V
0601	Rakhaasha	A310797-9	Na Pi	{ 1 }	(568+1)	[A816]	DB	-	-	710	8	ImDs	M1 V
0605	Gasudarsk	B1009DC-D	Hi In Na Va Da	{ 4 }	(C8E+0)	[AD5D]	fEB	-	A	710	6	ImDs	M3 V
0607	Feeble	A573424-D	Ni	{ 1 }	(737-1)	[456B]	B	N	-	470	15	ImDs	K5 V
0608	Sadiishumar	A8D3685-D	Ni	{ 1 }	(852+1)	[673F]	B	-	-	991	15	ImDs	G0 V
0609	Quelleff	A624763-8	Pi O:0709	{ 0 }	(E68-1)	[979A]	DB	-	-	450	8	ImDs	G1 V
0701	Laagonaa	E551774-6	Po	{ -2 }	(86A+2)	[6571]	B	-	-	552	11	ImDs	M2 V M4 V
0705	Essen	C666100-A	Ga Lo	{ 0 }	(900+1)	[11A8]	B	-	-	432	12	ImDs	M1 V M2 V
0709	Narquel	A3109DD-E	Hi In Na Cp Da	{ 4 }	(98A+2)	[6D2E]	FfEB	-	A	450	9	ImDs	K4 V
0805	Likitornot	A552502-B	Ni Po	{ 1 }	(642+4)	[56AF]	B	-	-	770	10	ImDs	K2 V
0807	Larisa	E588410-7	Ni Pa	{ -3 }	(430-4)	[4178]	cB	-	-	350	13	ImDs	G1 V
0901	Eckel	B837220-C	Lo	{ 1 }	(B11-1)	[336G]	B	-	-	411	11	ImDs	K9 V M9 V
0902	Victory	C9A7422-A	Fl Ni	{ 0 }	(D31-4)	[147B]	B	-	-	121	13	ImDs	M0 V
0903	Toxey	E78A542-9	Ni Pr Wa	{ -2 }	(942-2)	[335A]	cB	-	-	631	13	ImDs	M2 V M4 V
0905	Otimmatu	D553651-7	Ni Po	{ -3 }	(750-4)	[5317]	B	-	-	660	11	ImDs	M0 V
1007	Quafe	E433465-9	Ni Po O:0709	{ -2 }	(C31-2)	[7298]	B	-	-	132	8	ImDs	K1 V
1102	Yovanne	E200894-7	Na Ph Pi Va	{ -2 }	(573+0)	[4696]	eDB	-	-	810	12	ImDs	K5 IV
1103	Klenoy	B623533-C	Ni Po	{ 1 }	(844+1)	[5697]	B	-	-	771	13	ImDs	M4 V
1104	Khunan	A432588-D	Ni Po Px	{ 1 }	(945-2)	[66AA]	B	-	-	882	11	ImDs	M3 V
1106	Laahii	A100645-C	Na Ni Va	{ 1 }	(D56+1)	[67AA]	B	-	-	660	16	ImDs	M2 III M1 V
1108	Kyzir	C671420-9	He Ni	{ -1 }	(B30-2)	[4359]	B	-	-	880	10	ImDs	M1 V M1 V
1109	Libert	A3108BG-A	Na Ph Pi (Liberts) Cp Da	{ 2 }	(87C-2)	[7A47]	FeDB	-	A	710	6	ImDs	K8 III
1202	Taken	E675000-0	Ba	{ -3 }	(800-5)	[0000]	-	-	-	050	8	ImDs	M0 V
1203	Stanton	D98989B-7	Ph Ri Da	{ -1 }	(676+1)	[477B]	eCB	S	A	661	11	ImDs	M0 V M9 V
1206	Arkhaapar	E555655-7	Ag Ni	{ -2 }	(A51+1)	[3427]	CB	-	-	811	12	ImDs	M2 V
1207	Kaanu	C421498-B	He Ni Po Px	{ 0 }	(E34+1)	[349B]	B	-	-	991	10	ImDs	A2 IV K4 V
1208	Gate	B659365-C	Lo O:0709	{ 1 }	(821+2)	[546C]	B	-	-	970	11	ImDs	M2 V
1210	Ridge	A77A310-A	Lo Wa	{ 1 }	(921+0)	[2465]	B	-	-	351	11	ImDs	M2 V
1305	Berlin	D2009BE-B	Hi In Na Va Da	{ 2 }	(786-4)	[9BA9]	EB	-	A	880	14	ImDs	M4 V
1306	Medellin	E645353-8	Lo	{ -3 }	(B20+0)	[1199]	B	-	-	770	12	ImDs	M1 V
1307	Jesicar	A56448C-8	Ni Pa Da	{ -1 }	(A32-4)	[6379]	cB	N	A	450	8	ImDs	M1 V M9 V
1308	Mixem	D685833-6	Ga Pa Ph Ri	{ -1 }	(678+3)	[B743]	eCcB	-	-	880	9	ImDs	M2 V
1309	Hakalau	C436400-C	Ni	{ 0 }	(B33-1)	[546E]	B	-	-	230	13	ImDs	K7 V
1404	Rikhani	E688678-6	Ag Ni Ri	{ -1 }	(B54-3)	[7565]	CB	N	-	611	8	ImDs	M3 V
1405	Loud	B894000-0	Ba	{ -1 }	(700-5)	[0000]	-	-	-	090	9	ImDs	K1 V
1407	Talca	A10079A-A	Na Pi Va	{ 2 }	(76E-2)	[C975]	DB	-	-	881	12	ImDs	M2 V M5 V M4 V
1409	Glenwald	E310000-0	Ba	{ -3 }	(600-5)	[0000]	-	-	-	080	10	ImDs	K1 V
1502	Uneshuu	B100897-D	Na Ph Pi Va	{ 2 }	(479-3)	[5A4H]	eDB	-	-	661	12	ImDs	M3 V
1503	Channel	B694557-C	Ag Ni	{ 2 }	(944+3)	[67A9]	CB	-	-	991	8	ImDs	G0 V
1505	Verona	E400413-9	Ni Va	{ -2 }	(E31-1)	[121B]	B	-	-	880	9	ImDs	M9 V
1508	Puget	E7989C7-8	Hi In	{ 0 }	(788-1)	[A967]	EB	-	-	220	6	ImDs	M2 V
1510	Cayene	D425537-9	Ni Px	{ -2 }	(C41-1)	[4397]	B	-	-	152	10	ImDs	K1 V
1602	Zeeland	E989ACC-B	Hi Da	{ 1 }	(99A+0)	[AB9D]	EB	-	A	550	9	ImDs	K2 V
1610	Unsuited	E0008A9-9	As Na Ph Pi Va	{ -1 }	(C78+2)	[9768]	eDB	-	-	120	8	ImDs	M3 V M1 V
1701	Grourard	A89656A-9	Ag Ni O:2104	{ 1 }	(745+1)	[6629]	CB	-	-	340	14	ImDs	G2 V M4 V
1704	Onliu	C310437-B	Ni	{ 0 }	(935+1)	[3499]	B	-	-	232	11	ImDs	M1 V M6 V M0 V
1707	Boyne	D562563-7	Ni Pr O:2104	{ -3 }	(B40-2)	[3299]	cB	-	-	660	12	ImDs	M1 V
1708	Erakhuu	B896868-A	Pa Ph Pi O:2104	{ 2 }	(A7B-1)	[8A1C]	eDcB	-	-	990	13	ImDs	G1 V
1804	Navar	C5479D8-8	Hi In Da	{ 1 }	(E8B-3)	[AA64]	EB	-	A	880	12	ImDs	F9 V
1805	Maelstrom	B421212-D	He Lo Po	{ 1 }	(A11+2)	[339E]	B	-	-	690	12	ImDs	K3 V
1807	Sturgis	A544000-0	Ba	{ -1 }	(600-5)	[0000]	-	N	-	010	9	ImDs	K0 V
1901	Tiasle	E656AFF-A	Ga Hi Da	{ 1 }	(J99-1)	[AB6B]	EB	-	A	122	12	ImDs	M3 V
1905	Houstar	A8D4520-C	Ni	{ 1 }	(C43+1)	[365D]	B	-	-	711	16	ImDs	M0 V M7 V
2003	Haze	B74A6AD-C	Ni Wa Da	{ 1 }	(753-3)	[771B]	B	-	A	770	8	ImDs	G0 V M7 V
2004	Sufren	B686979-C	Ga Hi Pr An Orca0	{ 3 }	(A8C-1)	[BC1E]	EcB	N	-	662	12	ImDs	M1 V
2104	Gamov	A0009EE-E	As Hi In Na Va Cp Da	{ 4 }	(78A-5)	[8D2B]	FfEB	-	A	880	10	ImDs	K1 V M2 V
2105	Heymac	C300345-B	Lo Va	{ 0 }	(620+3)	[135E]	B	-	-	630	8	ImDs	M4 V
2201	Dahl	D100413-A	Ni Va	{ -1 }	(B34+1)	[432B]	B	-	-	311	14	ImDs	M0 V
2203	Troy	A622730-C	He Na Pi Po	{ 2 }	(F6A-5)	[391D]	DB	-	-	881	12	ImDs	M2 V M1 V
2207	Lassie	A421135-B	He Lo Po	{ 1 }	(G01+1)	[127B]	B	-	-	610	8	ImDs	G0 V M5 V
2208	Naasha	D69757A-7	Ag Ni	{ -2 }	(A44+0)	[6345]	CB	-	-	881	14	ImDs	G0 V M2 V
2209	Backman	B554877-A	Pa Ph	{ 2 }	(A78-4)	[7A3D]	ecB	N	-	710	13	ImDs	K0 V M0 V
2210	Neefi	D66A975-A	Hi Pr Wa	{ 1 }	(A88+3)	[AA39]	EcB	-	-	660	11	ImDs	G8 V
2304	White Sea	E100534-A	Ni Va	{ -1 }	(840+1)	[643A]	B	-	-	550	10	ImDs	M3 V
2309	Jummy	B100562-E	Ni Va O:2310	{ 1 }	(D46-3)	[A69G]	B	-	-	791	12	ImDs	K3 V M7 V
2310	Hervestia	C554A8C-C	Hi Da	{ 2 }	(995+1)	[9C6E]	EB	-	A	770	17	ImDs	K3 V
2401	Korona	E523645-7	Na Ni Po	{ -3 }	(650-1)	[A357]	B	-	-	771	10	ImDs	K2 V
2402	Mazuun	EA7A634-8	Ni Oc	{ -3 }	(950+0)	[23A6]	B	-	-	440	10	ImDs	G0 V
2405	Aazuni	B310456-E	Ni	{ 1 }	(D35+1)	[554J]	B	N	-	121	10	ImDs	M3 V M7 V
2407	Cita	C544411-9	Ni Pa	{ -1 }	(E33+2)	[1346]	cB	-	-	772	13	ImDs	K4 V
2501	Medora	A422564-E	He Ni Po O:2605	{ 1 }	(A47+1)	[666D]	B	-	-	340	7	ImDs	K1 V
2503	Jinan	C572677-8	He Ni	{ -2 }	(653-1)	[444C]	B	-	-	990	9	ImDs	M0 V
2504	Forward	C838999-B	Hi	{ 2 }	(D88-2)	[8B7C]	EB	-	-	551	14	ImDs	M2 V M9 V
2508	Fuso	C7B3400-B	Fl Ni	{ 0 }	(D33-1)	[6438]	B	-	-	150	7	ImDs	G1 V
2509	Ashiizar	C654877-8	Pa Ph	{ -1 }	(779+3)	[7727]	ecB	-	-	771	13	ImDs	K7 V M3 V
2604	Accra	E6877BA-6	Ag Ga Ri Da	{ 0 }	(862+1)	[779B]	CB	-	A	990	12	ImDs	G0 V
2605	Khavle	B434999-E	Hi Cp	{ 3 }	(D8B+0)	[CC8E]	FEB	N	-	770	12	ImDs	M2 V
2606	Daasha	B62A443-E	Ni	{ 1 }	(932-1)	[456F]	B	-	-	340	6	ImDs	K4 V M0 V
2609	Shareduu	D43147A-9	Ni Po	{ -2 }	(D30+2)	[7289]	B	-	-	712	7	ImDs	M2 V
2701	Matunuck	C853701-9	Po	{ 0 }	(A68+0)	[8744]	B	-	-	991	10	ImDs	K8 V
2707	Hike	B782437-B	Ni	{ 1 }	(C36+5)	[459D]	B	-	-	452	10	ImDs	F4 V
2709	Gorakpur	B000524-E	As Ni Va	{ 1 }	(B46-1)	[963D]	B	-	-	290	11	ImDs	M4 V D
2802	Voss	B867432-B	Ga Ni Pa	{ 1 }	(736-3)	[8547]	cB	-	-	790	8	ImDs	M0 V
2806	Raazu	E545577-7	Ag Ni	{ -2 }	(440+3)	[5392]	CB	-	-	881	14	ImDs	G2 V
2807	Blanket	C424554-C	Ni	{ 0 }	(744+3)	[558B]	B	S	-	660	11	ImDs	M3 V M1 V
2901	Lar	C431379-B	Lo Po Px	{ 0 }	(920-3)	[8336]	B	-	-	110	11	ImDs	M2 V M8 V
2905	Muuze	E792731-6	He Pi Pz	{ -2 }	(569-1)	[B566]	DB	-	A	551	13	ImDs	F5 V M0 V M4 V
2906	Dordogne	A554599-8	Ag Ni	{ 0 }	(D46+0)	[7538]	CB	-	-	340	11	ImDs	M3 V
2908	Nihesi	A792347-9	He Lo	{ 0 }	(D20-3)	[2368]	B	N	-	680	8	ImDs	M2 V
2910	Toggle	A100430-D	Ni Va	{ 1 }	(B37-3)	[358B]	B	N	-	250	7	ImDs	K1 V M7 V M5 V
3001	Sanborn	C583252-A	Lo	{ 0 }	(B10-5)	[12A8]	B	-	-	330	8	ImDs	F7 V M8 V
3003	Tommot	D310203-A	Lo	{ -1 }	(910+4)	[21A7]	B	-	-	561	14	ImDs	M1 V
3004	146-685	X794422-5	Ni Pa (Nind) Fo	{ -3 }	(733+2)	[7179]	-	-	R	660	15	ImDs	M2 V
3005	Wake	C652534-9	Ni Po	{ -1 }	(744+2)	[4486]	B	N	-	230	13	ImDs	M2 V
3006	Muyudness	C100554-D	Ni Va	{ 0 }	(742+0)	[152G]	B	-	-	550	12	ImDs	G2 V
3008	Ningho	B577000-0	Ba (Ningho)	{ -1 }	(300-5)	[0000]	-	-	-	010	8	ImDs	M1 V M3 V
3009	Rockcaster	A69A422-E	Ni Wa	{ 1 }	(C35+0)	[255G]	B	-	-	560	15	ImDs	M0 V M6 V
3102	Dehrapur	B423478-D	Ni Po Px	{ 1 }	(B32+2)	[352D]	B	-	-	990	8	ImDs	G3 V M4 V
3104	Farm	C656600-9	Ag Ga Ni	{ 0 }	(951-1)	[8698]	CB	-	-	440	8	ImDs	M2 V
3109	Agaaga	A557424-A	Ni Pa	{ 1 }	(932-4)	[6528]	cB	-	-	562	12	ImDs	M3 V M6 V
3201	183-361	X69488C-5	Pa Ph Pi (Ashiin) Fo	{ -2 }	(B76+2)	[7649]	-	-	R	331	16	ImDs	G4 V
3202	Savan	D544631-6	Ag Ni	{ -2 }	(B53+1)	[3475]	CB	-	-	770	9	ImDs	M2 V
3203	Aight	C752A97-C	Hi Po	{ 2 }	(698-2)	[9C4F]	EB	-	-	770	8	ImDs	G2 V
3204	Ihishi	C541200-A	He Lo Po	{ 0 }	(D10-1)	[4258]	B	S	-	890	10	ImDs	M1 V
3206	Halle	E626720-7	Pi	{ -2 }	(A61+0)	[5525]	DB	-	-	440	9	ImDs	G5 V
0111	Mosul	C586898-8	Pa Ph Ri	{ 0 }	(A77-1)	[6884]	eCcB	-	-	440	9	ImDs	M1 V
0113	Toga	X674300-5	Lo Fo	{ -3 }	(B20+0)	[1154]	-	-	R	681	14	ImDs	K8 V M4 V
0114	Ainor Lisea	A777510-A	Ag Ni	{ 2 }	(D43+5)	[474E]	CB	-	-	770	11	ImDs	M3 V M9 V
0116	Karaguuka	D789658-8	Ni Ri	{ -2 }	(G51+1)	[945D]	CB	-	-	121	8	ImDs	G1 V M4 V
0117	Zeranga	B100545-E	Ni Va	{ 1 }	(E46-2)	[262G]	B	-	-	120	7	ImDs	A1 V
0120	Tomsk	A4247A9-A	Pi	{ 2 }	(A66-3)	[597A]	DB	-	-	551	7	ImDs	M3 V M6 V
0211	Emma	D591856-7	He Ph Pi	{ -2 }	(972+2)	[6693]	eDB	-	-	990	12	ImDs	M3 V
0213	Khaavu	A427634-A	Ni	{ 1 }	(B53+0)	[A738]	B	S	-	440	9	ImDs	K4 V
0214	Baanis	C100220-C	Lo Va	{ 0 }	(910+0)	[125G]	B	-	-	490	13	ImDs	K5 V
0215	Jalhoun	E310501-A	Ni	{ -1 }	(944-2)	[546A]	B	-	-	170	13	ImDs	K9 V M6 V
0218	Yidii	E435579-9	Ni Px	{ -2 }	(840+2)	[434D]	B	-	-	991	12	ImDs	M3 V
0220	Kyzyl	E57639A-7	Lo	{ -3 }	(A20+1)	[8174]	B	-	-	810	15	ImDs	M2 V M2 V
0315	Chengdu	D537524-8	Ni	{ -3 }	(840-2)	[3257]	B	-	-	231	12	ImDs	K1 V
0413	Allenwald	D310400-A	Ni	{ -1 }	(C32+0)	[7379]	B	-	-	230	7	ImDs	M1 V M8 V M3 V
0414	Kashaashii	D574402-8	Ni Pa	{ -3 }	(A32+3)	[515A]	cB	S	-	770	6	ImDs	M1 V
0415	Ninja	E685862-6	Ga Pa Ph Ri Chir6 O:0512	{ -1 }	(874-1)	[9799]	eCcB	-	-	330	15	ImDs	K6 V M1 V
0416	Terra Far	C5447AB-8	Ag Pi Da	{ 0 }	(A68+0)	[5737]	DCB	-	A	711	13	ImDs	M2 V G5 V
0417	Kosmo	A54979A-8	Pi	{ 0 }	(A66+2)	[6785]	DB	-	-	770	11	ImDs	K3 V
0418	Cuttack	E575521-7	Ag Ni	{ -2 }	(543-2)	[7356]	CB	-	-	881	10	ImDs	G3 V
0511	Quota	A100365-D	Lo Va Mr	{ 1 }	(B21+0)	[448D]	B	N	-	981	7	ImDs	K2 V
0512	Ferry	A647922-E	Hi In Cp	{ 4 }	(88C+0)	[DD1F]	FfEB	-	-	120	8	ImDs	F3 V
0514	Kovuu	D574575-7	Ag Ni	{ -2 }	(941+0)	[8347]	CB	-	-	980	7	ImDs	G6 V
0515	Gai	C310667-A	Na Ni O:0512	{ 0 }	(E54-2)	[8688]	B	-	-	553	12	ImDs	M0 V M6 V
0516	Niilushaga	C773543-9	Ni	{ -1 }	(745+1)	[446D]	B	-	-	880	15	ImDs	M2 V M7 V
0518	Khuugar	E68758C-7	Ag Ga Ni Pr Da	{ -2 }	(842+3)	[2393]	CcB	-	A	661	9	ImDs	G2 V M8 V
0519	Futatsu	C542324-9	He Lo Po	{ -1 }	(720+0)	[128B]	B	N	-	651	13	ImDs	K1 V
0616	Sudan	D691000-0	Ba He	{ -3 }	(500-5)	[0000]	-	-	-	072	10	ImDs	F2 V
0617	Vaasa	B423000-0	Ba Po	{ -1 }	(800-5)	[0000]	-	-	-	010	10	ImDs	M3 V
0712	Thea	B100300-C	Lo Va	{ 1 }	(821+0)	[443C]	B	-	-	130	12	ImDs	A8 V
0713	Renaasha	C541412-9	He Ni Po	{ -1 }	(C35+0)	[1367]	B	-	-	120	9	ImDs	M2 V K3 V
0719	High Point	C100733-B	Na Pi Va	{ 1 }	(A69-3)	[883A]	-	-	-	121	17	OS	M3 V
0813	Martina	D310689-8	Na Ni	{ -3 }	(C50+2)	[737A]	B	-	-	551	14	ImDs	M4 V M6 V
0819	Millo	X100342-7	Lo Va Fo	{ -3 }	(A20+0)	[6177]	-	-	R	550	7	OS	M5 III M6 V
0820	Beeridashal	C100410-C	Ni Va	{ 0 }	(934+0)	[2447]	-	-	-	991	8	OS	G3 V M3 V
0913	Wapiti	C426153-C	Lo	{ 0 }	(C00+2)	[117H]	B	-	-	591	8	ImDs	M2 V
0915	Byrna	C8A5443-A	Fl Ni	{ 0 }	(736+0)	[142D]	B	-	-	990	8	ImDs	K0 V M3 V
0917	Dasekha	CA65331-9	Lo Da	{ -1 }	(G20-2)	[6228]	-	-	A	683	11	OS	M2 V
0918	Mohavi	A5566C9-B	Ag Ni Da	{ 2 }	(D54-2)	[784E]	-	M	A	612	12	OS	M0 V
1012	Ramashii	X879521-5	Ni Fo	{ -3 }	(743-1)	[8265]	-	-	R	330	15	ImDs	K6 V
1017	Darryl	A7796AF-D	Ni Da	{ 1 }	(B55+3)	[776G]	-	-	A	342	9	OS	G2 V M1 V
1019	Last Exit	A100641-D	Na Ni Va	{ 1 }	(554-3)	[174G]	-	-	-	610	16	OS	M4 V M8 V
1020	Fisher	D794455-8	Ni Pa	{ -3 }	(C30+5)	[513C]	-	-	-	440	10	OS	K7 III
1111	Messier	A5639A6-A	Hi Pr Cp	{ 3 }	(C8B-1)	[BC69]	FEcB	N	-	231	10	ImDs	G2 V M6 V M3 V
1117	Arriba	A789531-B	Ni Pr	{ 1 }	(E44-1)	[666C]	-	-	-	550	12	OS	M0 V
1118	Ikhareshu	A422676-B	He Na Ni Po Px	{ 1 }	(B57+2)	[6757]	-	-	-	120	12	OS	G1 V
1213	Tantelos	E792887-6	He Ph Pi	{ -2 }	(772+2)	[C642]	eDB	-	-	880	8	ImDs	M3 V
1216	Lerun	D67A889-8	Ph Pi Wa	{ -2 }	(876-1)	[A643]	eDB	S	-	330	12	ImDs	M2 V
1219	Twinsong	E85A444-9	Ni Wa	{ -2 }	(B32+0)	[4235]	-	-	-	711	9	OS	M0 V
1313	Nilii	C585789-8	Ag Ri	{ 1 }	(H67+3)	[8856]	CB	-	-	550	8	ImDs	M1 V
1411	Pierre	B310653-D	Na Ni	{ 1 }	(C57-4)	[774G]	B	-	-	340	17	ImDs	G5 IV
1412	Sasli	B9C5545-C	Fl Ni	{ 1 }	(D43+1)	[567B]	B	-	-	710	12	ImDs	A1 V
1415	Viedma	A200897-D	Na Ph Pi Va	{ 2 }	(A7E-1)	[6A2G]	eDB	N	-	120	14	ImDs	K3 III
1417	Affuel	B883521-B	Ni Pr	{ 1 }	(A43+0)	[7619]	-	K	-	340	5	OS	G2 V
1419	Livermore	B200400-C	Ni Va	{ 1 }	(733+1)	[955B]	-	-	-	450	7	OS	K1 V M1 V
1512	Gretus	C310753-9	Na Pi	{ 0 }	(C67+2)	[771A]	DB	-	-	772	9	ImDs	M4 III
1513	Iris	E552402-8	Ni Po	{ -3 }	(731+2)	[3168]	B	-	-	711	7	ImDs	K8 V M5 V
1516	Aliinashar	B100426-E	Ni Va	{ 1 }	(B35+2)	[456B]	B	-	-	880	11	ImDs	M4 V
1518	Soar	A586632-A	Ag Ni Ri	{ 3 }	(559-2)	[296B]	-	-	-	880	8	OS	M3 V M3 V
1520	Atabano	C869696-9	Ni Ri	{ 0 }	(D55-2)	[8654]	-	-	-	230	13	OS	M2 V M7 V
1611	Teslin	D433689-8	Na Ni Po Px	{ -3 }	(B52+4)	[135A]	B	-	-	121	8	ImDs	M1 V
1612	Erobi	D8939CD-8	Hi In Da	{ 0 }	(B85+0)	[C95A]	EB	-	A	550	10	ImDs	M2 V
1613	Accokeek	D54867A-6	Ag Ni	{ -2 }	(650-3)	[4446]	CB	-	-	121	16	ImDs	K1 V
1614	Nike	A693574-C	Ni	{ 1 }	(B43-2)	[168B]	B	-	-	711	7	ImDs	M0 V
1617	Dudenii	E421359-A	He Lo Po Px	{ -1 }	(620+2)	[1239]	-	-	-	120	11	OS	M1 V
1620	Shelagyote	X5896BG-3	Ni Ri An (Shela) Fo	{ -2 }	(550+3)	[4451]	-	-	R	661	7	OS	M0 V
1713	Avat	X200444-7	Ni Va Fo	{ -3 }	(732+1)	[1158]	-	-	R	712	10	ImDs	M2 V M9 V
1717	Weyburn	C437440-B	Ni	{ 0 }	(631+0)	[14A7]	-	-	-	770	11	OS	G7 V
1814	Shaanii	C557454-A	Ni Pa	{ 0 }	(E34-2)	[645C]	cB	-	-	880	12	ImDs	M2 V
1815	Waboni	E672769-6	He Pi O:2116	{ -2 }	(868+0)	[8526]	DB	-	-	991	12	ImDs	M2 V
1816	Umorphutwyo	C5506CD-8	De Ni Po DroyW Fo	{ -2 }	(E53-2)	[3446]	-	-	R	812	12	ImDs	M2 V M1 V
1818	Dryden	D759677-7	Ni	{ -3 }	(553+0)	[7344]	-	-	-	111	10	OS	M0 V M5 V
1819	Megelina	D300562-9	Ni Va O:2420	{ -2 }	(F43+0)	[3319]	-	-	-	810	13	OS	K3 V
1820	Remington	A896554-B	Ag Ni	{ 2 }	(946+1)	[5759]	-	-	-	120	16	OS	M2 V M8 V
1911	Ekuur	A658203-9	Lo	{ 0 }	(910+0)	[321C]	B	N	-	150	10	ImDs	G1 V K9 V
1912	Raymore	D556846-6	Pa Ph	{ -2 }	(879-1)	[B637]	ecB	-	-	111	10	ImDs	M0 V
1914	Khanii	C53A89D-B	Ph Wa Da	{ 1 }	(C74-3)	[3969]	eB	-	A	881	7	ImDs	M2 V
1916	Daazu	E591596-7	He Ni	{ -3 }	(540+4)	[6273]	B	-	-	120	5	ImDs	M2 V M0 V
1918	Tigo	A410000-0	Ba	{ -1 }	(300-5)	[0000]	-	-	-	050	14	OS	M0 V
1919	Arrow Rock	A310644-D	Na Ni	{ 1 }	(B54+0)	[576F]	-	-	-	661	12	OS	M2 V M5 V
2012	Feeble	A100533-E	Ni Va	{ 1 }	(B47-3)	[664E]	B	-	-	551	13	ImDs	M0 V M3 V
2013	Coop	C42869C-A	Ni Da	{ 0 }	(B54+0)	[568B]	B	-	A	330	8	ImDs	K4 V
2015	Opheim	X787000-0	Ba Ga (Opedia) Fo	{ -3 }	(700-5)	[0000]	-	-	R	050	14	ImDs	M3 V M4 V
2018	Depot	C000768-B	As Na Pi Va Mr	{ 1 }	(D69+0)	[4817]	-	D	-	991	14	OS	M4 V M5 V
2019	Nuqual	A77458D-B	Ag Ni Da	{ 2 }	(F48+0)	[476D]	-	-	A	140	9	OS	K9 V M1 V
2112	Bifirs	B643978-C	Hi In Po	{ 4 }	(98G-4)	[8D49]	fEB	S	-	442	10	ImDs	M2 V M4 V
2114	Grand Fork	D549599-8	Ni	{ -3 }	(E42+4)	[7287]	B	-	-	880	9	ImDs	M0 V M3 V M2 V
2115	Gyration	B1006AA-D	Na Ni Va	{ 1 }	(957+0)	[578D]	B	-	-	440	14	ImDs	M0 V
2116	Kandom	A65599C-A	Ga Hi Cp Da	{ 3 }	(D89-1)	[6C2C]	FEB	-	A	880	9	ImDs	M3 V M8 V
2117	Princess	A310400-E	Ni	{ 1 }	(C35-2)	[753A]	-	K	-	120	10	OS	G3 V
2118	Hold	A100540-D	Ni Va	{ 1 }	(E43-1)	[765F]	-	-	-	452	17	OS	M1 V
2211	Gilboa	D647978-8	Hi In	{ 0 }	(986-5)	[693C]	EB	-	-	441	12	ImDs	M3 V
2212	Gecko	E592434-7	He Ni	{ -3 }	(833+4)	[2149]	B	-	-	810	10	ImDs	M0 V
2213	Netti	B998432-B	Ni Pa	{ 1 }	(B37+2)	[1549]	cB	-	-	121	13	ImDs	M1 V
2216	Yossem	A100467-C	Ni Va O:2116	{ 1 }	(A35-3)	[154C]	B	-	-	340	12	ImDs	M0 V
2311	Guild	C200446-C	Ni Va	{ 0 }	(A32+1)	[145D]	B	-	-	990	10	ImDs	M1 V
2312	Oath	E3107BB-8	Na Pi Da	{ -2 }	(969+2)	[8565]	DB	-	A	710	8	ImDs	M1 V
