Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
0503	New Sol	D501A56-9	Hi Ic In Na Va	{ 1 }	(C9B-1)	[EB66]	-	-	-	190	13	SoCf	G3 V
0504	Greenvald	D864698-5	Ag Ni Ri	{ -1 }	(653+3)	[9556]	-	-	-	660	11	SoCf	M1 V
0505	Holywell	B7B9433-A	Fl Ni	{ 1 }	(A35+1)	[455B]	-	-	-	121	10	SoCf	M1 V
0509	Redden	C554412-7	Ni Pa	{ -2 }	(931+1)	[1258]	-	-	-	830	11	SoCf	F9 V M8 V
0601	Sharn	C7568AB-7	Ga Pa Ph Da	{ -1 }	(775-1)	[5734]	-	-	A	230	8	SoWu	G4 V
0602	Yamashita	D000536-9	As Ni Va	{ -2 }	(A42+1)	[331B]	-	-	-	770	10	SoCf	M1 V G8 V
0605	Dillman	A984426-A	Ni Pa	{ 2 }	(A33+1)	[2659]	-	KM	-	241	13	SoCf	G4 V
0608	David's Drop	X7B9433-8	Fl Ni Fo	{ -3 }	(932+3)	[1196]	-	-	R	660	11	SoCf	K8 V
0701	Trikak	A57496A-9	Hi In O:0203	{ 3 }	(F8B+1)	[8C56]	-	-	-	192	13	SoWu	K6 V
0703	Justin	E310547-7	Ni	{ -3 }	(541-4)	[82A4]	-	-	-	552	10	SoCf	M0 V
0705	Zilla	X567456-1	Ni Pa Fo	{ -3 }	(C33+1)	[71A3]	-	-	R	810	6	SoCf	K8 V
0707	Bindas	X550652-0	De Ni Po Fo	{ -3 }	(451-4)	[63A1]	-	-	R	191	13	SoCf	G7 V M0 V
0708	Icolka	A997520-A	Ag Ni	{ 2 }	(A48+2)	[4737]	-	-	-	340	10	SoCf	F5 V
0710	Yazi	X550676-0	De Ni Po Fo	{ -3 }	(752+3)	[8351]	-	-	R	660	7	SoCf	M2 V M2 V
0804	Bupaj	D420363-7	De He Lo Po O:0205	{ -3 }	(A20-4)	[1178]	-	-	-	180	12	SoWu	A5 V
0805	Deriabar	C501486-8	Ic Ni Va	{ -2 }	(833-3)	[6259]	-	-	-	710	8	SoCf	M2 V M3 V
0807	Nova Dune	E410000-0	Ba	{ -3 }	(500-5)	[0000]	-	-	-	020	12	SoCf	M2 V
0808	Saratela	E985510-4	Ag Ni Pr	{ -2 }	(740+0)	[3355]	-	-	-	661	9	SoCf	G9 V
0809	Kuxald	B553438-8	Ni Po	{ -1 }	(D34-1)	[633D]	-	-	-	122	15	SoCf	G9 V
0902	Akludu	B56866A-7	Ag Ni Ri Asla5 Mr	{ 2 }	(353+0)	[7865]	-	KM	-	452	19	SoCf	G5 V M4 V
0903	Daftrew	B78A876-9	Ph Ri Wa	{ 3 }	(77B+5)	[8B5B]	-	KM	-	240	8	SoCf	F4 V M1 V
0904	Opoyama	E954000-0	Ba	{ -3 }	(800-5)	[0000]	-	-	-	062	17	SoCf	G4 V
0910	Far Light	C421578-7	He Ni Po Px	{ -2 }	(542-4)	[3347]	-	-	-	120	12	SoCf	M0 V M8 V
1002	Wrath	B550430-9	De Ni Po	{ 0 }	(931+0)	[6415]	-	-	-	710	13	SoCf	F3 V M1 V K4 V
1003	Relatte	A857410-B	Ga Ni Pa	{ 1 }	(932+3)	[6539]	-	-	-	882	19	SoCf	G0 V M8 V
1004	Jondrea	E545210-5	Lo	{ -3 }	(610+0)	[6187]	-	-	-	230	9	SoCf	M2 V
1008	Mafred	C538468-7	Ni O:0903	{ -2 }	(533+2)	[7225]	-	-	-	230	16	SoCf	K8 V
1101	Sumio	C3116CC-8	Ic Na Ni Fo	{ -2 }	(950-5)	[6439]	-	-	R	120	11	NaHu	M2 V
1103	Xian	D7B49EB-8	Fl Hi In Fo	{ 0 }	(C8A-5)	[796A]	-	-	R	190	13	NaHu	M1 V A0 V
1105	Ko's World	C569677-7	Ni Ri	{ -1 }	(250+0)	[9539]	-	-	-	610	13	SoCf	M1 V
1106	Mubark	C101511-9	Ic Ni Va	{ -1 }	(943-4)	[548B]	-	-	-	711	8	SoCf	M2 V M9 V
1109	G'anshum	X654677-0	Ag Ni Fo	{ -2 }	(650-2)	[4481]	-	-	R	440	9	NaHu	G5 V M6 V
1207	Seladur	B565650-8	Ag Ni Ri	{ 1 }	(F53-4)	[A78D]	-	-	-	441	15	SoCf	F8 V M6 V
1208	Eery	A7BA547-D	Fl Ni Wa Cp	{ 2 }	(548-2)	[676G]	-	KM	-	992	7	SoCf	K8 V G5 V
1209	Tarn	C747323-8	Lo	{ -2 }	(A20-1)	[1149]	-	K	-	730	14	SoNS	G3 V G9 V
1302	Joppa	B20157A-C	Ic Ni Va	{ 1 }	(943+0)	[664E]	-	-	-	551	5	SoCf	M1 V
1305	Cueball	D551456-5	Ni Po	{ -3 }	(A30+2)	[3125]	-	-	-	811	16	SoCf	G3 V
1307	Sorang	B311631-B	Ic Na Ni	{ 1 }	(955+1)	[473C]	-	-	-	231	12	SoNS	M1 V
1309	Al-Medif	A87A77B-9	Pi Wa	{ 1 }	(D67+2)	[584A]	-	-	-	882	15	SoCf	G6 V
1403	Chorus	A94476B-A	Ag Pi Asla4 Mr	{ 4 }	(66A+0)	[5B9B]	-	KM	-	880	14	SoCf	F4 V
1404	Sapphire	B89A779-B	Pi Wa	{ 2 }	(F68-5)	[997B]	-	-	-	121	14	SoCf	G1 V
1407	Tooma	A555222-A	Lo	{ 1 }	(611-2)	[134A]	-	-	-	990	14	SoNS	G9 V
1408	Heichel	B7B8688-A	Fl Ni	{ 1 }	(C52+4)	[7776]	-	-	-	551	10	SoNS	M2 V M8 V
1409	Yaroslav	C578577-5	Ag Ni	{ -1 }	(744-3)	[8476]	-	-	-	220	13	SoNS	K9 V
1410	Kliment	C576844-6	Pa Ph Pi	{ -1 }	(B76+1)	[A758]	-	-	-	220	9	SoNS	G3 V K6 V
1504	Youngland	D596400-5	Ni Pa	{ -3 }	(C30+0)	[4142]	-	-	-	410	10	SoCf	G9 V K4 V
1506	Desolation	D401300-7	Ic Lo Va	{ -3 }	(B20+2)	[3164]	-	-	-	330	12	SoCf	M2 V
1604	Summer's Lot	C8C9456-A	Fl Ni	{ 0 }	(C36-3)	[445D]	-	-	-	980	8	SoCf	M1 V
1605	Goodhurst	A535646-C	Ni Px	{ 2 }	(858+2)	[687B]	-	KM	-	772	11	SoCf	G1 V
1701	Alphard	B88AA78-D	Hi Wa	{ 3 }	(898-1)	[9D8A]	-	-	-	120	12	SoCf	K3 V M5 V
1708	Phipps	C621874-8	He Na Ph Pi Po	{ -1 }	(C78-2)	[9768]	-	-	-	233	17	SoCf	M2 V
1801	Fase	B541885-9	He Ph Pi Po	{ 1 }	(973+4)	[D916]	-	-	-	882	11	SoCf	K1 V M7 V
1807	Clown	B43197B-9	Hi Na Po	{ 3 }	(98C-1)	[4C47]	-	KM	-	880	16	SoCf	G3 V M7 V
1808	Lowhorn	B64777A-7	Ag Pi	{ 1 }	(767+3)	[7855]	-	-	-	991	8	SoRD	G6 V M9 V
1904	Philpott	D541521-5	He Ni Po	{ -3 }	(940-1)	[7254]	-	-	-	770	13	SoCf	M2 V M6 V
1905	Arrid	B300AA7-B	Hi In Na Va	{ 4 }	(69D+1)	[7E47]	-	-	-	190	14	SoCf	M0 V
1907	Double	A541645-B	He Ni Po	{ 1 }	(D57+0)	[674C]	-	-	-	141	12	SoCf	F9 V
2004	Esuan	C54586A-7	Pa Ph Pi O:2106	{ -1 }	(87A+1)	[7724]	-	-	-	712	9	TK	M3 V
2007	Justice	C5418C9-6	He Ph Pi Po Da	{ -1 }	(976-2)	[7758]	-	-	A	220	10	SoCf	G3 V
2008	Plage	D432A67-A	Hi Na Po O:1807	{ 1 }	(898+1)	[9B27]	-	-	-	232	10	SoCf	G2 V M6 V
2009	Brawley	X56A000-0	Ba Wa Fo	{ -3 }	(700-5)	[0000]	-	-	R	061	12	NaXX	M2 V
2102	Seloo	B4318A9-B	Na Ph Po	{ 3 }	(478+1)	[9B6F]	-	KM	-	710	12	SoCf	G9 V M8 V
2103	Kobayashi	A421788-D	He Na Pi Po Cp (Whaiz)	{ 2 }	(B68-3)	[B96A]	-	-	-	770	16	SoCf	M1 V
2104	Cordle	C541679-7	He Ni Po	{ -2 }	(950-1)	[947A]	-	-	-	121	12	SoCf	M3 V M1 V
2106	Tolson	B432AD8-C	Hi Na Po Da	{ 3 }	(E9B-2)	[AD5A]	-	-	A	120	8	TK	G3 V K9 V
2110	Luoh	C875415-7	Ni Pa	{ -2 }	(832+4)	[1253]	-	-	-	990	8	SoRD	K2 V M1 V
2205	Rita's Place	C76689B-7	Ga Pa Ph Ri Da	{ 0 }	(B79-1)	[B844]	-	-	A	442	12	TK	M2 V M6 V
2206	Reichmuth	C434230-A	Lo	{ 0 }	(D10+0)	[624A]	-	-	-	550	10	TK	M1 V M0 V
2207	Yatooma	E423434-7	Ni Po	{ -3 }	(831-5)	[7158]	-	-	-	232	7	TK	M3 V M1 V
2208	Leriss	C5418DH-6	He Ph Pi Po Fo	{ -1 }	(B74+0)	[7749]	-	-	R	870	10	SoCf	G0 V G3 V
2209	Brereton	D546623-5	Ag Ni	{ -2 }	(250+4)	[4451]	-	-	-	883	10	SoCf	G7 V K9 V
2302	Ziaeehezar	D7B618A-8	Fl Lo	{ -3 }	(700+3)	[1158]	-	-	-	250	11	SoCf	M2 V M7 V
2303	Guskin	E998134-5	Lo	{ -3 }	(800+0)	[1155]	-	-	-	910	16	SoCf	F8 V K1 V
2304	Douglas	D541866-5	He Ph Pi Po O:2106	{ -2 }	(472-4)	[8648]	-	-	-	770	11	TK	M1 V
2403	Nahn	A956867-A	Pa Ph O:2106	{ 2 }	(D7A+2)	[3A78]	-	-	-	560	10	TK	M0 V M2 V
2406	Hagymasi	C550868-6	De Ph Po O:2106	{ -1 }	(A79+4)	[77A6]	-	-	-	871	10	TK	M1 V M6 V
2409	Trechier	D8C94AB-9	Fl Ni Da	{ -2 }	(C30+2)	[128C]	-	-	A	230	15	SoRD	M3 V M4 V
2503	Austa	B796AAA-C	Hi In Da	{ 4 }	(B9C+0)	[BE4C]	-	-	A	990	14	SoCf	G2 V
2505	Guenivier	AAE78DC-A	Ph Fo	{ 2 }	(G78+1)	[8A99]	-	-	R	782	9	SoCf	M2 V
2506	Sabuda	C632210-9	Lo Po	{ -1 }	(910+0)	[114A]	-	-	-	870	12	SoCf	M2 V M4 V
2507	Amunet	B66587A-9	Ga Pa Ph Ri Tz	{ 2 }	(77C+2)	[CA9D]	-	-	-	161	14	SoCf	M3 V
2508	Rumley	C79A586-8	Ni Wa	{ -2 }	(C42+2)	[1355]	-	-	-	662	11	SoCf	G6 V M4 V
2510	Kench	B310533-A	Ni	{ 1 }	(D42-1)	[4689]	-	-	-	772	14	SoRD	A1 V
2602	Aequus	B556999-B	Hi Tz	{ 3 }	(C8A+1)	[4C7A]	-	-	-	210	8	SoCf	G2 V M6 V
2603	Milenky	B587731-9	Ag Ri	{ 3 }	(96A+0)	[8A66]	-	-	-	880	16	SoCf	G2 V
2605	Waxstetter	C550347-7	De Lo Po	{ -2 }	(220-4)	[5183]	-	-	-	791	15	SoCf	G0 V
2607	Volund	B541854-9	He Ph Pi Po	{ 1 }	(675+0)	[B97A]	-	-	-	980	7	SoCf	K8 V
2701	Pinnock	B8C9875-9	Fl Ph	{ 1 }	(B78+3)	[6979]	-	-	-	242	16	SoCf	M0 V
2704	Ferstenberg	D00077A-8	As Na Pi Va	{ -2 }	(F66-2)	[9569]	-	-	-	880	14	SoCf	M3 V
2706	Anerin	A541985-C	He Hi In Po Cp	{ 4 }	(788-2)	[9D7D]	-	-	-	981	15	SoCf	K7 V
2709	Doak	B313450-9	Ic Ni	{ 0 }	(B35-3)	[548A]	-	-	-	880	11	SoCf	M2 V
2801	Lontarelli	B563761-8	Ri O:2503	{ 1 }	(C66+1)	[7849]	-	-	-	220	11	SoCf	M0 V
2804	Paputsus	C679521-9	Ni	{ -1 }	(342+2)	[2449]	-	-	-	880	16	SoCf	M2 V M7 V
2806	Messelnap	C735632-6	Ni	{ -2 }	(551+0)	[3462]	-	-	-	550	9	SoCf	M0 V
2807	Nosret	B897438-A	Ni Pa	{ 1 }	(A36-4)	[451C]	-	-	-	120	12	SoCf	K1 V
2808	Gushwa	B552523-A	Ni Po	{ 1 }	(B46+2)	[567B]	-	-	-	451	9	SoCf	M1 V M8 V
2809	Burvee	D55749D-6	Ni Pa Fo	{ -3 }	(B30+2)	[3167]	-	-	R	440	10	NaHu	G8 V
2810	Stanko	C55569C-7	Ag Ni Da	{ -1 }	(651-1)	[658A]	-	-	A	230	10	SoCf	M1 V M9 V
2901	Sweet	B689898-9	Ph Ri	{ 2 }	(A7E+4)	[7A84]	-	-	-	120	10	SoCf	M0 V M7 V
2903	Chartpay	B7558A9-9	Ga Pa Ph	{ 1 }	(D78+3)	[B935]	-	-	-	551	6	SoCf	K0 V
2904	Anise	A541961-D	He Hi In Po Mr	{ 5 }	(B8E-2)	[AE8D]	-	KM	-	461	8	SoCf	K4 V
2905	Bilox	B544547-A	Ag Ni	{ 2 }	(D45+2)	[6769]	-	-	-	120	12	SoCf	K9 V
2906	Kakashi	D541766-5	He Pi Po O:2706	{ -2 }	(763+4)	[6526]	-	-	-	550	9	SoCf	M0 V M0 V
2908	Kleug	C88A420-A	Ni Wa	{ 0 }	(531-1)	[348B]	-	-	-	880	5	SoCf	K5 V
2910	Waldrin	B6A78BA-A	Fl Ph Da	{ 2 }	(779+3)	[CA36]	-	-	A	660	7	SoCf	M0 V
3002	Reid	C7B8465-9	Fl Ni O:2706	{ -1 }	(932+2)	[333A]	-	-	-	550	7	SoCf	M2 V M3 V
3006	Asrow	B598545-7	Ag Ni	{ 0 }	(A46+4)	[7578]	-	-	-	770	8	SoCf	G3 V
3009	Robidou	B532579-7	Ni Po Px	{ -1 }	(741+0)	[4426]	-	-	-	662	9	SoCf	M2 V
3101	Lambert	B540462-6	De He Ni Po O:2904	{ -1 }	(A33-1)	[4385]	-	-	-	550	9	SoCf	F6 V
3104	Pungitore	D421430-7	He Ni Po An	{ -3 }	(633+2)	[4187]	-	-	-	550	8	SoCf	M2 V M2 V
3109	Stansifer	B000504-B	As Ni Va	{ 1 }	(744+1)	[164A]	-	-	-	710	11	SoCf	F7 V M3 V
3206	Gustin	B779474-B	Ni	{ 1 }	(A32-2)	[456F]	-	-	-	452	11	SoCf	G7 V
3208	Firels	DAAA326-9	Fl Lo Oc	{ -2 }	(B20+1)	[3137]	-	-	-	150	9	SoCf	M3 V M7 V
3210	Typoer	B54187A-9	He Ph Pi Po	{ 1 }	(879+2)	[7946]	-	-	-	860	11	SoCf	K0 V
0113	Schurz	A874511-B	Ag Ni	{ 2 }	(947+0)	[3749]	-	-	-	520	9	SoCf	G6 V F1 V
0115	Pryon	A88976A-C	Ri O:0120	{ 3 }	(669-2)	[AA3C]	-	-	-	990	10	SoCf	K9 V M3 V
0116	Wair	D89A985-9	Hi In Wa	{ 1 }	(D86-1)	[AAAB]	-	-	-	670	11	SoCf	G2 V M6 V
0118	Hool	C421867-9	He Na Ph Pi Po O:0120	{ 0 }	(879-1)	[3816]	-	-	-	670	10	SoCf	G7 V M4 V
0119	Mickel	A742858-C	He Ph Pi Po	{ 2 }	(C75-4)	[6A6D]	-	-	-	990	10	SoCf	F5 V
0120	Factn	A540987-C	De He Hi In Po Cp	{ 4 }	(B8B-1)	[8D88]	-	-	-	660	15	SoCf	G2 V
0211	Stanislav	B00068A-C	As Na Ni Va	{ 2 }	(554-5)	[688F]	-	KM	-	990	10	SoWu	M0 V
0212	Zentara	C101403-C	Ic Ni Va	{ 0 }	(836-3)	[946D]	-	-	-	360	13	SoCf	M2 V
0215	Amonchomchu	C599755-8	Pi	{ -1 }	(C69-2)	[865B]	-	-	-	550	9	SoCf	K7 V
0216	Planck	B101353-D	Ic Lo Va	{ 2 }	(722+2)	[755D]	-	KM	-	130	15	SoCf	M2 V M9 V
0220	Anderson	A550423-A	De Ni Po	{ 1 }	(C34+5)	[655E]	-	-	-	610	8	SoCf	K9 V
0315	McManus	A511742-9	Ic Na Pi	{ 1 }	(C6C-4)	[484B]	-	-	-	550	6	SoCf	A8 V
0317	Sawiykao'	B30146B-A	Ic Ni Va Asla3 Mr	{ 1 }	(C37-3)	[2519]	-	M	-	551	11	SoCf	K0 V M9 V
0319	Kye'osual	C434427-A	Ni Px Asla2	{ 0 }	(633-3)	[447C]	-	-	-	662	5	SoCf	G1 V M3 V
0411	Yergin	D767656-5	Ag Ga Ni Ri	{ -1 }	(651+1)	[3552]	-	-	-	552	11	SoCf	G4 V M3 V
0413	Kaig	A6AA753-D	Fl Wa	{ 3 }	(C6C+1)	[8A1D]	-	KM	-	340	7	SoCf	M1 V M4 V M3 V
0415	Dormant	A550556-9	De Ni Po	{ 0 }	(D43-2)	[856D]	-	-	-	710	11	SoCf	G4 V
0516	Papesh	D20056B-7	Ni Va Asla0 Mr	{ -3 }	(B40+0)	[4253]	-	M	-	810	7	SoCf	M0 V
0517	Ewaokh	X556000-0	Ba Fo	{ -3 }	(700-5)	[0000]	-	-	R	060	7	NaXX	F6 V M0 V
0613	Arsdale	C545833-7	Pa Ph Pi	{ -1 }	(972+1)	[8757]	-	-	-	430	7	SoCf	G8 V
0614	Wells	D677621-5	Ag Ni	{ -2 }	(650+0)	[A462]	-	-	-	550	9	SoCf	M0 V M6 V
0615	Pindur	B4319AA-D	Hi Na Po Da	{ 3 }	(B88-3)	[DC8E]	-	-	A	870	6	SoCf	K8 V K0 III
0617	Alroarl	E699410-7	Ni	{ -3 }	(432-1)	[3138]	-	-	-	640	16	SoCf	G6 V
0619	Joce	D540245-5	De He Lo Po	{ -3 }	(610-2)	[1148]	-	-	-	332	15	SoCf	F0 V
0712	Fatridge	A998876-9	Pa Ph Pi	{ 1 }	(B76+2)	[894D]	-	-	-	661	9	SoCf	M2 V
0713	Bradley	D540857-6	De He Ph Pi Po	{ -2 }	(872+0)	[A687]	-	-	-	552	10	SoCf	M1 V M6 V
0715	Kazilash	B778401-B	Ni Pa	{ 1 }	(B35+3)	[256F]	-	-	-	930	15	SoCf	G4 V M2 V
0716	Hodapp	A689536-B	Ni Pr	{ 1 }	(842+3)	[768A]	-	-	-	340	15	SoCf	G9 V M4 V
0720	Lachlan	A101751-B	Ic Na Pi Va	{ 2 }	(668+1)	[595A]	-	-	-	880	8	SoCf	M1 V F3 V
0812	Nihonatarashi	E437303-8	Lo	{ -3 }	(B20+3)	[1139]	-	-	-	311	13	SoCf	G3 V M9 V K9 V
0813	Meza	A000856-D	As Na Ph Pi Va	{ 2 }	(57A+2)	[9A6H]	-	-	-	230	9	SoCf	M2 V
0814	Kano	A432505-D	Ni Po	{ 1 }	(947+4)	[268F]	-	-	-	340	12	SoCf	M3 V M6 V
0815	Hurshel	A7B5623-B	Fl Ni	{ 1 }	(A57-2)	[A78D]	-	-	-	440	13	SoCf	M0 V
0913	Baelen	B6548BE-8	Pa Ph Fo	{ 0 }	(578+1)	[6873]	-	-	R	550	5	NaHu	K2 V M5 V
0915	Valentin	C54046B-5	De He Ni Po Asla1 Mr	{ -2 }	(634-3)	[2269]	-	M	-	440	10	SoCf	M1 V
0918	Packard	A899430-B	Ni	{ 2 }	(835+1)	[3638]	-	KM	-	562	15	SoCf	G2 V
0919	Simovia	B550569-7	De Ni Po O:1018	{ -1 }	(945-3)	[9448]	-	-	-	710	9	SoCf	F1 V
0920	Turnwall	C794647-7	Ag Ni	{ -1 }	(855-1)	[8548]	-	-	-	660	11	SoCf	K4 V M0 V
1016	Icenogle	B676542-A	Ag Ni	{ 2 }	(F48+0)	[7739]	-	-	-	452	9	SoCf	G7 V M7 V
1018	Ekar	A7839DD-A	Hi Pr Fo	{ 3 }	(98E+1)	[9C4A]	-	-	R	440	8	SoCf	G7 V
1114	Htorakh	C768124-5	Lo	{ -2 }	(500+0)	[1167]	-	-	-	580	14	SoNS	K2 V K8 V
1116	Nishikiori	C555763-7	Ag O:1512	{ 0 }	(A67+0)	[974B]	-	-	-	810	11	SoNS	F2 V F9 V
1119	Gilcrest	B833753-9	Na Po	{ 1 }	(A69+1)	[7848]	-	-	-	230	14	SoCf	M2 V G1 V
1120	Al-Aziz	E785102-7	Ga Lo	{ -3 }	(900+3)	[2127]	-	-	-	652	11	SoCf	F0 V M0 V
1212	Karma	A543730-8	Pi Po	{ 0 }	(A65+0)	[A769]	-	-	-	662	11	SoNS	G9 V
1213	Pasha	A420544-B	De He Ni Po	{ 1 }	(H45-3)	[568F]	-	-	-	231	12	SoNS	M0 V
1214	Nettle	B555884-9	Pa Ph	{ 1 }	(776-3)	[798C]	-	-	-	880	16	SoNS	K1 V
1217	New Winnipeg	C511534-9	Ic Ni	{ -1 }	(944+1)	[9467]	-	K	-	880	9	SoCf	K3 V M5 V
1218	Cowan	A6A8987-A	Fl Hi In	{ 4 }	(98D+0)	[AD7B]	-	-	-	190	8	SoCf	M3 V M2 V
1220	Jolly	X7B968C-8	Fl Ni Fo	{ -3 }	(750+0)	[4375]	-	-	R	550	15	SoCf	M0 V
1313	Leonid	B59A420-9	Ni Wa	{ 0 }	(A32+0)	[9459]	-	-	-	752	15	SoNS	G3 V
1314	Raiou	B300438-8	Ni Va Asla4	{ 0 }	(D33+0)	[8419]	-	KM	-	820	10	SoCf	M3 V
1316	Sylva	E579562-6	Ni O:1018	{ -3 }	(740+5)	[32A7]	-	-	-	880	10	SoCf	G5 V
1320	Fazio	B576504-B	Ag Ni	{ 2 }	(947-2)	[272B]	-	-	-	920	10	SoCf	K3 V
1411	Kazimir	A7558AB-9	Ga Pa Ph Da	{ 1 }	(974+1)	[A98D]	-	-	A	332	13	SoNS	K6 V A0 V M4 V
1412	Zhenya	A99A8AB-9	Ph Pi Wa Da	{ 1 }	(A7A-1)	[B98C]	-	-	A	452	17	SoNS	K4 V M3 V
1413	Ilari	E550621-4	De Ni Po	{ -3 }	(550+2)	[9387]	-	-	-	881	9	SoNS	K2 V M1 V
1415	Landgrebe	B574620-8	Ag Ni	{ 1 }	(657-2)	[877B]	-	KM	-	231	11	SoCf	F6 V M6 V
1416	Finn	B799300-B	Lo	{ 2 }	(A22+0)	[658G]	-	KM	-	882	13	SoCf	G9 V
1418	Patterson	E57786B-5	Pa Ph Pi Asla3 Mr	{ -2 }	(977-4)	[C645]	-	M	-	990	11	SoCf	F5 V M2 V
1420	Dahlpacker	E56549E-5	Ni Pa Fo	{ -3 }	(A30-2)	[5185]	-	-	R	120	3	SoCf	G9 V
1511	Vasya	B540310-9	De He Lo Po	{ 0 }	(620-2)	[532D]	-	-	-	741	10	SoNS	G4 V
1512	Minsk	B4319A9-C	Hi Na Po Cp	{ 3 }	(48A-1)	[6CAE]	-	-	-	440	5	SoNS	F2 V
1513	Roblig	C10186B-8	Ic Na Ph Pi Va Asla2 Mr	{ 0 }	(972+4)	[6817]	-	KM	-	660	6	SoNS	K1 V
1516	Zathaneze	D557344-4	Lo	{ -3 }	(A20-1)	[6115]	-	-	-	750	9	SoCf	G6 V
1517	Quraifi	X00067C-7	As Na Ni Va Fo	{ -3 }	(751+0)	[A315]	-	-	R	661	12	SoCf	M2 V
1612	Nethery	E101501-8	Ic Ni Va	{ -3 }	(542+0)	[4246]	-	-	-	740	7	SoCf	F6 V M7 V
1619	Intress	C6A3432-8	Fl Ni Rs	{ -2 }	(A33+2)	[4287]	-	-	-	881	15	SoCf	M0 V
1620	Sumerfelt	C655446-7	Ga Ni Pa	{ -2 }	(631-2)	[6275]	-	-	-	440	12	SoCf	M2 V M6 V
1713	Namedih	B300433-A	Ni Va	{ 2 }	(835+5)	[166D]	-	KM	-	230	6	SoRD	K3 V
1714	Headley	A99A8BD-9	Ph Pi Wa Fo	{ 1 }	(87A-1)	[993C]	-	-	R	660	16	SoRD	M1 V M3 V
1720	Reed	A876563-B	Ag Ni O:1521	{ 2 }	(443-1)	[779E]	-	-	-	550	9	SoCf	M0 V K9 V
1815	Voetsak	A7B88BA-C	Fl Ph Da	{ 3 }	(67A-2)	[5B6B]	-	KM	A	230	7	SoRD	F4 V
1817	Vivian	A421544-D	He Ni Po	{ 1 }	(E44+0)	[365A]	-	-	-	130	12	SoRD	G8 V M6 V
1818	Higdon	C999756-7	Pi	{ -1 }	(A6B+0)	[9616]	-	-	-	440	10	SoCf	G3 V
1911	Pearce	B431834-8	Na Ph Po	{ 0 }	(776+4)	[8895]	-	-	-	120	10	SoRD	K7 V
1912	Dixon	A420678-9	De He Na Ni Po	{ 0 }	(953+1)	[6634]	-	-	-	881	7	SoRD	G2 V M3 V
1913	Tralp	B9689CA-B	Hi Pr Cp	{ 4 }	(G8B-3)	[8D7D]	-	KM	-	321	10	SoRD	K5 V
1915	Abrell	C422676-7	He Na Ni Po Px	{ -2 }	(352+1)	[6457]	-	-	-	120	10	SoRD	G8 V K7 V
1916	Dreesen	A201642-C	Ic Na Ni Va	{ 1 }	(C53-2)	[674E]	-	-	-	341	12	SoRD	M3 V
1917	Ouoarl	B78657C-7	Ag Ga Ni Pr Asla1	{ 0 }	(846+0)	[4515]	-	-	-	770	10	SoRD	K2 V
1918	Wackowsk	C7B5730-8	Fl	{ -1 }	(E69+0)	[3627]	-	-	-	451	10	SoRD	M1 V
1919	Pieper	B566677-9	Ag Ni Ri	{ 2 }	(D53+4)	[9867]	-	-	-	712	13	SoRD	G1 V M9 V
2012	Tryon	A310430-D	Ni	{ 1 }	(735+1)	[355J]	-	-	-	771	8	SoRD	M2 V
