Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
1101	Qas	B7A879A-B	Fl	{ 2 }	(766-4)	[5949]	-	-	-	122	13	SoCf	G4 V M9 V
1105	Munichuk	C310169-9	Lo Lk Mr	{ -1 }	(D00+0)	[6166]	-	K	-	132	14	SoCf	M9 V
1209	Stafida	B555864-9	Ph Pa O:0910	{ 1 }	(A77+2)	[7944]	-	-	-	222	16	Kv	F8 V
1303	Ling	B200200-E	Va Lo Tz	{ 1 }	(B11-4)	[336H]	-	-	-	513	13	SoCf	M3 V
1307	Khladen	B61259A-C	Ic Ni Tz	{ 1 }	(B45-1)	[6639]	-	-	-	213	13	SoCf	M3 V
1401	SenPetor	E5A1100-9	Fl He Lo Tz	{ -2 }	(900-1)	[417A]	-	-	-	501	12	SoCf	M2 V K8 V
1405	SenWenclus	A675246-A	Lo	{ 1 }	(711-1)	[2386]	-	-	-	430	12	SoCf	K2 V F5 V M0 V
1408	Radev	B410313-A	Lo Co Tz	{ 1 }	(821-1)	[148B]	-	-	-	120	8	SoCf	M4 V
1409	Mulciber	BAEA454-E	Fl Oc Ni Co Lk	{ 1 }	(B33-2)	[656G]	-	-	-	132	16	SoCf	M2 V
1410	Mihov	E9B2330-9	Fl He Lo Tz	{ -2 }	(A20-5)	[510A]	-	-	-	632	13	SoCf	M0 V M7 V
1503	Akeem	X200000-0	Va Ba Tz Fo	{ -3 }	(C00-5)	[0000]	-	-	R	001	10	NaXX	M1 V
1505	SenKateri	D411310-7	Ic Lo Co Tz	{ -3 }	(620-1)	[311C]	-	-	-	803	10	SoCf	M2 V
1506	Bruncvík	C9C6100-A	Fl Lo Tz	{ 0 }	(A00+2)	[1187]	-	-	-	210	9	SoCf	M3 V
1510	Burroughs	A1007AA-D	Va Na Pi SeleW	{ 2 }	(B61-3)	[598B]	-	-	-	422	11	SoCf	K4 V
1608	Baudin	D9DA755-8	Fl	{ -2 }	(C66-3)	[C55A]	-	-	-	601	12	NaHu	G1 V
1706	Vakuo	B400434-B	Va Ni Tz	{ 1 }	(E30+2)	[455B]	-	-	-	131	16	SoCf	M3 V K0 V M7 V
1709	Thaumas	B55A533-A	Wa Ni Co Tz	{ 1 }	(C44-1)	[2655]	-	-	-	132	13	SoCf	M5 V
1808	Fidget	C100324-B	Va Lo Lk	{ 0 }	(B20+1)	[8398]	-	-	-	103	11	NaHu	M5 V
1809	Miseri	D7A9101-9	Fl Lo Co Tz	{ -2 }	(700-2)	[315A]	-	-	-	102	9	SoCf	M8 V M1 V
1907	Algarroba	C967832-8	Ph Pa Ri	{ 0 }	(E7C-4)	[688C]	-	-	-	434	16	NaHu	G4 V M4 V
2001	Pearmain	D575669-6	Ni Ag O:2106	{ -2 }	(750-1)	[6457]	-	-	-	203	12	SoCf	G6 V
2009	Akvomondo	D79A456-9	Wa Ni Tz	{ -2 }	(630-3)	[125A]	-	-	-	101	8	SoCf	M3 V
2106	Februari	A763765-C	Ri Tu Sa Mr Cp	{ 4 }	(E68+3)	[6B9G]	-	KM	-	524	15	SoCf	G9 V M7 V
2202	Chanter	B410434-C	Ni Tz	{ 1 }	(530-1)	[555A]	-	-	-	212	7	SoCf	M8 V G7 V
2205	Nome	D863887-6	Ph Ri Tu	{ -1 }	(67A-5)	[9734]	-	-	-	612	13	SoCf	G9 V
2208	Twining	C1008CB-B	Va Ph Na Pi Co SeleW	{ 1 }	(A70-5)	[698A]	-	-	-	213	8	SoCf	K2 V M2 V
2209	Lycus	X5A1000-0	Fl He Ba Co Tz	{ -3 }	(B00-5)	[0000]	-	-	-	022	11	SoCf	M7 V
2210	Calamiti	XAC9210-9	Fl Lo Co Tz Fo	{ -2 }	(F10-2)	[216A]	-	-	R	321	11	NaHu	M5 V
2304	Remembrance	D410102-A	Lo Lk	{ -1 }	(E00+0)	[114D]	-	-	-	234	19	SoCf	M6 V
2308	Obverse	B401446-D	Ic Va Ni Ho Tz	{ 1 }	(932+1)	[651F]	-	-	-	603	10	SoCf	M6 V
2310	Varmega	E100200-B	Va Lo Ho	{ -1 }	(710-1)	[1189]	-	-	-	631	9	SoCf	G6 V
2405	Silvestre	C400101-A	Va Lo Tz	{ 0 }	(C00+2)	[4158]	-	-	-	101	9	SoCf	M0 V M1 V
2502	Cerealia	A757834-C	Ga Ph Pa Cp	{ 3 }	(B7B+2)	[6B5D]	-	KM	-	132	15	SoCf	K3 V M5 V
2503	Delta Decatur	C410723-A	Na Pi Tz	{ 1 }	(E61-5)	[5858]	-	-	-	532	15	SoCf	M2 V
2508	Passmore	C594400-9	Ni Pa Co	{ -1 }	(832-5)	[437C]	-	-	-	304	10	NaHu	F8 V
2601	Balm	C654552-9	Ni Ag	{ 0 }	(B43+0)	[7558]	-	-	-	132	16	SoCf	K7 V M2 V
3003	Riverend	E546100-8	Lo	{ -3 }	(500+0)	[1188]	-	-	-	110	6	NaHu	K5 V
3009	Indus	B656878-9	Ga Ph Pa Sa	{ 1 }	(974-1)	[8949]	-	-	-	201	8	SoCf	F4 V K6 V
3104	Acamar	X200000-0	Va Ba Co Fo	{ -3 }	(800-5)	[0000]	-	-	R	031	11	NaXX	A1 V A4 III
3203	Huanghun	A6566BA-9	Ga Ni Ag Tz Da	{ 1 }	(D56+2)	[272B]	-	-	A	323	14	NaHu	M8 V M8 V
3204	Resursi	B100335-9	Va Lo Ho	{ 0 }	(H20+2)	[636B]	-	K	-	734	10	SoCf	F8 V
0115	Burgoyne	A653979-E	Hi Po Pz	{ 3 }	(78D+0)	[7C8E]	-	-	A	411	9	SoCf	F7 V
0116	Henricus	C5A1213-9	Fl He Lo Tz	{ -1 }	(510-3)	[617A]	-	-	-	302	10	NaHu	M1 V
0119	Naxos	C9897CD-9	Ri Dolp4	{ 1 }	(E6A+0)	[5869]	-	-	-	232	17	Fr	G2 V
0212	Penninger	X5A2157-9	Fl He Lo Sa Fo	{ -2 }	(B00-5)	[1166]	-	-	R	204	13	NaHu	M9 V
0214	Methusalem	B7A4342-9	Fl Lo Tz	{ 0 }	(520-4)	[8357]	-	-	-	701	10	SoCf	M6 V
0217	Dannon	C1009DC-B	Va Hi Na In SeleW	{ 3 }	(780+2)	[CC9B]	-	-	-	602	10	SoCf	K4 V
0311	Galenos	E623000-0	Ba Po Sa	{ -3 }	(700-5)	[0000]	-	-	-	002	8	SoCf	K8 V
0312	Mikhailov	B410202-C	Lo	{ 1 }	(611+1)	[135D]	-	-	-	600	6	SoCf	K2 V G2 V M0 V
0313	Resfriado	A778889-9	Ph Pa Pi Co	{ 1 }	(E77+2)	[796E]	-	-	-	930	7	SoCf	G8 V
0314	Cypress	B7869CD-C	Ga Hi Pr	{ 3 }	(D88+0)	[5C5B]	-	-	-	421	12	SoCf	K6 V
0411	Borethane	A747998-E	Hi In Cp	{ 5 }	(988+1)	[AE7H]	-	KM	-	702	13	SoCf	F1 V M7 V
0412	Thedus IV	D56499B-8	Hi Pr Pz	{ -1 }	(F87+0)	[8834]	-	-	A	523	17	SoCf	G1 V K7 V
0417	Heartbreak	C7B8251-A	Fl Lo Tz	{ 0 }	(D10-2)	[325F]	-	-	-	224	10	SoCf	M1 V
0419	Sophos	E410000-0	Ba Tz	{ -3 }	(200-5)	[0000]	-	-	-	002	10	NaXX	M9 V
0420	Requiem	C522200-9	He Lo Po Tz	{ -1 }	(910+3)	[5128]	-	-	-	530	16	SoCf	M4 V
0511	Koujin	A879652-C	Ni	{ 2 }	(257-4)	[486F]	-	KM	-	100	10	SoCf	K8 V
0512	Rosenda	C97857A-9	Ni Ag Co	{ 0 }	(D43-1)	[2547]	-	-	-	411	8	SoCf	F0 V
0515	Jiang	E798432-5	Ni Pa Ho Tz	{ -3 }	(432+1)	[211A]	-	-	-	132	12	NaHu	K6 V
0516	Bounteous	B89A725-9	Wa Pi Dolp3	{ 2 }	(H66+1)	[6968]	-	KM	-	823	14	SoCf	F5 V M4 V
0517	Hanleng	A5678A7-9	Ph Pa Ri Co	{ 2 }	(97A+4)	[CA6A]	-	-	-	811	11	SoCf	G1 V
0518	Delphine	C400577-9	Va Ni Tz	{ -1 }	(C43+2)	[A43A]	-	-	-	100	10	SoCf	M2 V
0520	Xabula	D778651-7	Ni Ag Da (Xabulamanti) Dolp2	{ -2 }	(A50+0)	[7474]	-	-	A	401	7	SoCf	G3 V
0611	Romansel	B410202-E	Lo Tz	{ 1 }	(E11+1)	[134D]	-	-	-	620	10	SoCf	M4 V M4 V
0618	Briareus	BAC6210-C	Fl Lo	{ 1 }	(F11+0)	[633C]	-	-	-	223	13	SoCf	K1 V D
0715	Monument	C547886-8	Ph Pa Pi UApe2	{ -1 }	(D76-5)	[8774]	-	-	-	403	12	NaHu	G2 V
0717	Rocoso	C400889-9	Va Ph Na Pi	{ 0 }	(E79-1)	[687B]	-	-	-	123	13	NaHu	G8 V
0719	Abel	D9659BB-8	Hi Pr Tz Fo	{ -1 }	(F88+0)	[D87A]	-	M	R	734	15	NaHu	M4 V
0720	Seguranca	A588A86-E	Hi	{ 4 }	(A9D+1)	[CE6G]	-	KM	-	121	7	SoCf	F4 V
0814	Sophia	A978778-C	Ag Pi Pz	{ 4 }	(669+0)	[7B9F]	-	KM	A	503	9	NaHu	F8 V M4 V
0817	Eli Belt	E000796-7	As Va Na Pi	{ -2 }	(461+1)	[8599]	-	-	-	311	11	NaHu	K6 V
0819	Dalliance	A956631-B	Ni Ag Tr Tz	{ 2 }	(954+2)	[5829]	-	-	-	512	6	SoCf	K4 V M2 V
0912	Bram	E310000-0	Ba	{ -3 }	(800-5)	[0000]	-	-	-	014	13	SoCf	K0 IV M6 V
0914	Frostigitaj	D9AA568-9	Fl Ni Fr O:0814	{ -2 }	(640-1)	[8386]	-	-	-	813	12	SoCf	M5 V M7 V
0916	Frazil	E67A677-6	Wa Ni Fr	{ -3 }	(653-1)	[8342]	-	-	-	402	8	SoCf	M6 V
0918	Rew	E722133-7	He Lo Po Co Tz	{ -3 }	(700-2)	[1146]	-	-	-	413	15	SoCf	M7 V M8 V
0920	Eta Hazen	B200200-B	Va Lo Co Lk	{ 1 }	(B11+1)	[1349]	-	-	-	403	10	SoCf	M0 V
1011	Etajn	C310374-B	Lo Sa	{ 0 }	(G20-2)	[6376]	-	-	-	232	16	NaHu	M5 V M2 V
1013	Sunder Ultra	E400148-9	Va Lo Tz	{ -2 }	(600+5)	[118C]	-	-	-	111	7	SoCf	M6 V
1014	Apostoles	B400599-B	Va Ni	{ 1 }	(B43-4)	[76AG]	-	-	-	612	14	NaHu	A0 IV
1016	Sephoria	E6639CH-8	Hi Pr Fo	{ -1 }	(A89+1)	[A859]	-	-	R	131	9	NaHu	G7 V M6 V
1019	Naptha	B9B7220-A	Fl Lo Ho Sa	{ 1 }	(611-2)	[235B]	-	K	-	313	8	SoCf	K0 V M5 V
1020	Suzume	C310323-B	Lo Ho	{ 0 }	(F20-3)	[332C]	-	-	-	513	13	SoCf	F4 V
1111	Iscariot	D6A2664-9	Fl He Ni Co O:0910	{ -2 }	(E52+1)	[6459]	-	-	-	623	13	Kv	K4 V
1117	Gloom	B310200-B	Lo Tz	{ 1 }	(B11+3)	[136A]	-	-	-	101	10	SoCf	M6 V M9 V
1118	Meir	D510424-7	Ni	{ -3 }	(332+4)	[4166]	-	-	-	101	14	SoCf	M8 V M4 V
1120	Paramount	B978679-9	Ni Ag Tz	{ 1 }	(852+2)	[575B]	-	-	-	210	9	SoCf	M0 V
1212	Omaha	B777787-9	Ag Pi	{ 3 }	(D67-3)	[7A67]	-	KM	-	103	16	SoCf	G0 V
1218	Maha	B58A688-C	Wa Ni Ri	{ 2 }	(B54+2)	[486G]	-	-	-	803	14	SoCf	K1 V
1219	Sycamore	B7689BE-C	Ga Hi Pr Lk Fo	{ 3 }	(886+1)	[CC8C]	-	M	R	531	10	NaHu	G3 V F1 V
1311	Vodamir	D96797A-8	Hi Pr	{ -1 }	(582-1)	[7857]	-	-	-	602	11	NaHu	G7 V
1317	Algieba	C200330-A	Va Lo	{ 0 }	(B20+2)	[536C]	-	-	-	102	6	SoCf	G7 III K0 III
1319	Ricaj	DA696A8-7	Ni Ri Tz	{ -2 }	(B50+3)	[4466]	-	-	-	602	12	SoCf	M2 V
1414	Amaranta	A753677-9	Ni Po	{ 0 }	(C50+1)	[766A]	-	-	-	303	10	NaHu	F0 V M1 V
1415	Yuyami	C88989A-8	Ph Ri Ho Tz	{ 0 }	(97C-2)	[A865]	-	-	-	204	7	SoCf	M4 V
1416	Ilari	C410447-8	Ni Tz	{ -2 }	(E30-2)	[526D]	-	-	-	113	12	SoCf	M3 V G5 V
1417	Ezra IX	X5A1133-8	Fl He Lo Co Tz Fo	{ -3 }	(700+0)	[3114]	-	-	R	202	9	NaHu	M3 V
1514	Belicheki	AAAA8A9-E	Fl Oc Ph	{ 2 }	(D79-3)	[BA1A]	-	K	-	534	13	SoCf	G0 V M8 V
1518	Chemos	E7A8342-8	Fl Lo Tz	{ -3 }	(720+4)	[6198]	-	-	-	100	10	NaHu	M6 V
1520	Riding	A988A76-C	Hi	{ 3 }	(899-3)	[BD2F]	-	-	-	202	8	SoCf	G7 V M2 V
1612	Cuyahoga	A545750-A	Ag Pi Cp	{ 3 }	(A68-1)	[3A9C]	-	-	-	420	8	SoCf	G9 V
1617	Yukon	E53237A-7	Lo Po Co Tz	{ -3 }	(420+4)	[5196]	-	-	-	401	13	NaHu	M4 V
1619	Kanazawa	X6599EE-9	Hi Fo UApe0	{ 0 }	(A86+1)	[7967]	-	-	R	301	9	SoCf	F2 V G9 V
1620	Ate	A5A1642-D	Fl He Ni	{ 1 }	(B54-1)	[477B]	-	-	-	503	9	NaHu	K5 V M6 V
1711	Maxim	D662994-6	Hi Pr	{ -1 }	(984-2)	[6862]	-	-	-	314	13	NaHu	G2 V M0 V
1712	Perdition	E8C8202-9	Fl Lo Ho	{ -2 }	(710+1)	[411A]	-	-	-	102	11	SoCf	G9 V M7 V
1718	Minazal	B400755-9	Va Na Pi	{ 1 }	(666-1)	[B88B]	-	-	-	610	11	SoCf	F7 V G5 III A8 V
1719	Panquin	C410476-A	Ni Co Sa	{ 0 }	(733+5)	[249A]	-	-	-	301	4	NaHu	M9 V
1720	Idaho	C7549EF-9	Hi Fo	{ 1 }	(985+0)	[9A7A]	-	-	R	502	8	SoCf	G5 V
1813	Invictus III	B555666-8	Ni Ag Ho Sa Mr	{ 1 }	(753-2)	[976A]	-	KM	-	202	11	SoCf	K8 V K2 V
1815	Talus	B6A1464-C	Fl He Ni Lk O:1612	{ 1 }	(836+3)	[1539]	-	-	-	503	9	SoCf	M0 V F7 V
1818	Neo-Uehara	A534466-9	Ni Px O:1520	{ 0 }	(A36+1)	[1428]	-	-	-	903	13	SoCf	G9 V
1911	Zelazny	E663AA8-8	Hi	{ -1 }	(A9B+1)	[9917]	-	-	-	212	15	SoCf	G5 V
1917	Subra	E400112-7	Va Lo Ho	{ -3 }	(200+4)	[3157]	-	-	-	123	9	SoCf	A7 V F9 III
1919	Suoding	B555500-B	Ni Ag Co Lk	{ 2 }	(A45-4)	[1727]	-	-	-	621	8	SoCf	K2 V
1920	Qing	B200541-B	Va Ni Lk	{ 1 }	(D47-3)	[3659]	-	-	-	132	9	SoCf	M8 V
2012	Verne	A547857-9	Ph Pa Pi Co	{ 1 }	(C75+0)	[594B]	-	-	-	112	7	SoCf	G9 V M0 V
2117	Nhyl	A543656-B	Ni Po	{ 1 }	(B57+4)	[4746]	-	-	-	201	12	SoCf	G2 V
2211	Dagon	D6B2475-8	Fl He Ni Tz	{ -3 }	(B30+1)	[6186]	-	-	-	131	14	SoCf	M4 V M2 V
2214	Miramar	A310346-B	Lo Co Tz	{ 1 }	(C21+0)	[243A]	-	-	-	602	10	SoCf	M0 V
2217	Akal	C8B8410-9	Fl Ni Tz	{ -1 }	(930-1)	[938D]	-	-	-	301	10	NaHu	M9 V
2314	Transfer	A5648EB-C	Ph Pa Ri Pz Cp	{ 3 }	(B7E-3)	[5B4D]	-	-	A	720	9	SoCf	G3 V
2316	Ghibish	C5A1223-9	Fl He Lo Tz	{ -1 }	(G10+1)	[1148]	-	-	-	134	15	NaHu	M9 V
2317	Ladh	B6A1776-A	Fl He	{ 2 }	(665+1)	[B91C]	-	-	-	100	8	NaHu	G0 V M3 V
2418	Salamander	X6B3131-8	Fl Lo Co Sa Fo	{ -3 }	(300-1)	[115B]	-	-	R	201	8	NaHu	M3 V
2517	Uris Prime	C200102-A	Va Lo Tz	{ 0 }	(900+4)	[114D]	-	-	-	201	7	SoCf	M6 V K7 V
2617	Yue	C410156-C	Lo Lk	{ 0 }	(800-1)	[117B]	-	-	-	532	17	NaHu	M9 V
2714	Alcairo	A620210-D	De He Lo Po Tz	{ 1 }	(B11+0)	[237F]	-	K	-	102	10	SoCf	M7 V
2811	Oboe 4	A410353-B	Lo Tz	{ 1 }	(621+2)	[141D]	-	-	-	602	14	NaHu	M8 V M0 V
2812	Cocytus	D9A8122-8	Fl Lo Co Tz	{ -3 }	(A00-2)	[11AB]	-	-	-	204	11	NaHu	M2 V
2813	Bootless	A542433-9	He Ni Po	{ 0 }	(931+2)	[447E]	-	-	-	104	10	NaHu	F5 V
2815	Despin	A6699DF-D	Hi Pr Cp	{ 4 }	(68B+3)	[AD6G]	-	KM	-	102	10	SoCf	F0 V
2816	Parch	C310363-B	Lo O:2815	{ 0 }	(H20-4)	[135A]	-	-	-	234	19	SoCf	F7 V
2819	Fortuna	B8579B9-C	Ga Hi Pz	{ 4 }	(C8B+1)	[9D1B]	-	KM	A	924	18	SoCf	K7 V
2914	Error	C520400-9	De He Ni Po Co Tz	{ -1 }	(634+0)	[5368]	-	-	-	700	8	SoCf	M9 V
3013	Zera	A554953-D	Hi Ho Tz	{ 4 }	(58C+1)	[8D9C]	-	KM	-	130	13	SoCf	K1 V
3119	Chase	X000000-0	As Va Ba Fo	{ -3 }	(800-5)	[0000]	-	-	R	002	8	NaXX	M0 V
3211	King 3	A747210-C	Lo	{ 1 }	(D12-4)	[1348]	-	-	-	732	14	SoCf	F6 V
3213	Hannes	C40068B-8	Va Ni Na Co Lk	{ -2 }	(A52+3)	[8427]	-	-	-	301	10	SoCf	M5 V M1 V
3217	Tarras	C310355-B	Lo	{ 0 }	(920+1)	[133B]	-	-	-	201	5	SoCf	M3 V M5 V
0122	SCSS-G1	B54646A-B	Ni Pa Fo Mr	{ 2 }	(D33-4)	[26A7]	-	KM	R	102	12	SoCf	G6 V
0123	SCSS-G2	C41046A-B	Ni Co Tz Fo Mr	{ 1 }	(731+1)	[7568]	-	KM	R	600	3	SoCf	M7 V
0229	Iniquiti	B520624-9	De He Ni Na Po	{ 0 }	(855+1)	[4649]	-	K	-	201	8	SoCf	F3 V M9 V
0321	Kliment	D554325-4	Lo Co	{ -3 }	(820-2)	[6172]	-	-	-	610	11	NaHu	G2 V M1 V
0323	Furness	A5689A7-C	Hi Pr	{ 3 }	(789+4)	[6C5C]	-	-	-	802	9	SoCf	G0 V
0327	Asphodel	AAD6A9D-E	Fl Hi In Co Cp	{ 4 }	(E9C-1)	[9E4I]	-	K	-	132	11	SoCf	F3 V
0329	Cecilio	D100102-B	Va Lo	{ -1 }	(700-1)	[316D]	-	-	-	102	7	SoCf	F9 V K9 V
0422	Siddur	B5679DC-7	Hi Pr Fo	{ 1 }	(C88+0)	[6A28]	-	-	R	301	5	SoCf	K5 V K3 V
0426	Felix	A411211-B	Ic Lo Co Tz	{ 1 }	(711+5)	[137C]	-	-	-	101	11	SoCf	M2 V M2 V
0522	Torin	C7879DG-5	Ga Hi Pr Fo	{ 0 }	(587+3)	[9953]	-	-	R	602	11	SoCf	F3 V M6 V
0621	Weal	D769772-7	Ri	{ -1 }	(863+2)	[4638]	-	-	-	703	13	SoCf	F9 V M5 V
0622	New Clarion	A846452-B	Ni Pa Tz	{ 1 }	(D35+4)	[451B]	-	K	-	213	12	SoCf	M7 V
0623	Sere	E799000-0	Ba Ho Fo	{ -3 }	(900-5)	[0000]	-	-	R	012	13	SoCf	G0 V K4 V
0624	Heng	E624136-7	Lo	{ -3 }	(600-4)	[2135]	-	-	-	604	17	SoCf	K4 V M2 V
0721	Garnet	C647565-5	Ni Ag O:0726	{ -1 }	(A40+0)	[6431]	-	-	-	130	10	SoCf	K9 V G1 V
0728	Mote	C000654-C	As Va Ni Na Co	{ 0 }	(F50+4)	[665D]	-	-	-	330	14	SoCf	D
0822	Majestic	C7889DH-5	Ga Hi Pr Fo	{ 0 }	(B83+2)	[9986]	-	-	R	431	13	NaHu	F6 V G4 V
0828	Socotra	C64836A-7	Lo Ho O:0327	{ -2 }	(620-1)	[6147]	-	-	-	411	8	SoCf	G2 V
0925	Holmberg	A310310-E	Lo Tz	{ 1 }	(B21+5)	[144F]	-	K	-	104	10	SoCf	M1 V M3 V
0930	Berns	C630225-7	De Lo Po Sa	{ -2 }	(910+4)	[1137]	-	-	-	232	17	SoCf	K3 V
1023	Alcyone	A857535-D	Ga Ni Ag	{ 2 }	(D46-4)	[4768]	-	-	-	902	10	SoCf	G8 V
1025	Zasukha	E410000-0	Ba Tz Fo	{ -3 }	(600-5)	[0000]	-	-	R	001	6	SoCf	M9 V
1026	Sagonas	A510520-A	Ni Tz	{ 1 }	(946+0)	[1689]	-	K	-	433	18	SoCf	M1 V
1124	Chudan	B55A321-9	Wa Lo Co Lk	{ 0 }	(620-2)	[7399]	-	-	-	601	8	SoCf	M9 V M2 V
1125	Laodice	A655357-B	Ga Lo Tr	{ 1 }	(A21+1)	[244G]	-	-	-	300	8	SoCf	G6 V
1221	NW633	E310000-0	Ba Sa	{ -3 }	(600-5)	[0000]	-	-	-	032	15	SoCf	K6 V
1322	Hippias	E000337-A	As Va Lo Co	{ -1 }	(B20+0)	[125D]	-	-	-	104	12	SoCf	M4 V K3 V M9 V
1323	Sanctified	D747585-5	Ni Ag (minor)	{ -2 }	(740+2)	[7336]	-	-	-	800	6	SoCf	G9 V
1325	Antiochus	A410583-E	Ni	{ 1 }	(C44+2)	[567C]	-	K	-	421	8	SoCf	K0 V G8 V
1423	NW331	X200000-0	Va Ba Co Tz Fo	{ -3 }	(700-5)	[0000]	-	-	R	011	14	SoCf	M8 V
1521	Ides	X5A1000-0	Fl He Ba Fo	{ -3 }	(800-5)	[0000]	-	-	R	002	13	NaXX	G5 V
1527	Nuala	C978444-9	Ni Pa Tz	{ -1 }	(C35-3)	[237B]	-	-	-	532	16	NaHu	M3 V M0 V
1622	Delos	A546995-D	Hi In Cp	{ 4 }	(A8A+1)	[AD3B]	-	-	-	400	10	SoCf	K4 V
1623	Genial	B410651-9	Ni Na	{ 0 }	(756+0)	[6659]	-	-	-	121	11	SoCf	G1 V
1625	Wrack	CAE8635-8	Fl Ni Co Tz	{ -2 }	(651+0)	[6437]	-	-	-	702	9	SoCf	M8 V M1 V
1628	Gloriana	A755840-B	Ga Ph Pa Tr	{ 3 }	(A79+2)	[DB4B]	-	KM	-	803	7	NaHu	G1 V M5 V
1629	Lucinda Station	E100344-9	Va Lo Tz	{ -2 }	(920-3)	[214C]	-	-	-	101	9	NaHu	M6 V M0 V M3 V
1725	NW815	E310000-0	Ba Ho Fo	{ -3 }	(800-5)	[0000]	-	-	R	002	10	SoCf	G4 V
1923	Matins	D7589BA-5	Ga Hi Lk Pz	{ -1 }	(581+4)	[A856]	-	-	A	411	10	SoCf	M4 V
2028	Farallon	C20069D-9	Va Ni Na Sa Fo	{ -1 }	(750-1)	[3569]	-	-	R	132	13	NaHu	F9 V M1 V
2121	Scepter	C564552-A	Ni Ag Pr	{ 1 }	(342+3)	[462A]	-	-	-	501	11	SoCf	G9 V M0 III
2127	Takenaka	C583698-6	Ni Ri	{ -1 }	(553+4)	[5532]	-	-	-	112	9	NaHu	K0 V M2 V
