Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
1708	Arcalod	B510687-B	Ni Na Lk	{ 1 }	(952+0)	[475G]	-	-	-	202	12	SoCf	M9 V
1709	Salamis	A310663-D	Ni Na Ho Tz Cy O:2111	{ 1 }	(D56+0)	[978C]	-	-	-	232	12	SoCf	K0 V M2 V
1804	Shidad	B645887-A	Ph Pa Pi	{ 2 }	(97A-2)	[8A78]	-	-	-	110	11	SoCf	G7 V
1808	Orient	B7A68CH-B	Fl Ph Pz	{ 2 }	(B78-1)	[DA49]	-	-	A	201	12	SoCf	G0 V M3 V
1809	Marava	C758632-8	Ni Ag	{ -1 }	(750-5)	[6585]	-	-	-	220	13	SoCf	G6 V K6 V
1904	Lebannon	A775515-D	Ni Ag Tr Lk	{ 3 }	(949-2)	[685E]	-	KM	-	802	15	SoCf	K7 V M8 V
1905	Rutka	B738336-B	Lo Tz	{ 1 }	(621-2)	[146B]	-	-	-	200	6	SoCf	M5 V
1906	Albarino	A653775-C	Po	{ 2 }	(J65+0)	[C94E]	-	-	-	534	15	SoCf	K3 V
2010	Huecar	B775AEG-C	Hi In Tr Pz	{ 4 }	(D9C-3)	[BE5D]	-	-	A	211	9	Qu	G7 V
2106	Ket	B645312-B	Lo	{ 2 }	(A22-5)	[153A]	-	KM	-	821	12	SoCf	G6 V
2108	Milo	D756330-7	Ga Lo	{ -3 }	(A20-2)	[5146]	-	-	-	223	11	SoCf	G9 V M8 V
2110	Besos	C410726-A	Na Pi Tz	{ 1 }	(G6A-2)	[A85B]	-	-	-	204	10	Qu	M6 V F2 V
2201	Narodnya	E657566-7	Ga Ni Ag Tz O:Solo-2339	{ -2 }	(542+1)	[2325]	-	-	-	101	5	SoCf	M2 V
2208	Europa	A8669B8-E	Ga Hi Pr Dolp0	{ 3 }	(B87-2)	[BC3H]	-	-	-	832	10	SoCf	G4 V
2210	Oleron	B510736-B	Na Pi	{ 2 }	(B67-2)	[496E]	-	-	-	512	9	Qu	A6 V
2401	Wasat	C100756-C	Va Na Pi SeleW	{ 1 }	(A63+3)	[C8A9]	-	-	-	701	8	SoCf	F2 IV K3 V
2404	Alzirr	E410455-9	Ni	{ -2 }	(630-5)	[4219]	-	-	-	201	5	SoCf	F5 IV
2405	Swelter	B733699-A	Ni Na Po Ho Lk Px	{ 2 }	(C54-2)	[287D]	-	KM	-	301	7	SoCf	K7 V
2409	Gallego	C410301-B	Lo Tz	{ 0 }	(820-1)	[532C]	-	-	-	403	16	Qu	M0 V M1 V
2501	Scylla	B77A300-C	Wa Lo	{ 1 }	(A21-1)	[342E]	-	-	-	830	11	SoCf	M5 III
2504	Unforgiving	B6508AE-A	De Ph Po Ho Lk Fo	{ 3 }	(C75+1)	[4B9C]	-	KM	R	431	15	SoCf	K5 V
2508	Orizaba	B100535-C	Va Ni Co Tz	{ 1 }	(645-5)	[16AF]	-	-	-	311	13	Qu	M8 V M2 V
2509	Majadita	C748441-5	Ni Pa	{ -2 }	(833-4)	[1282]	-	-	-	512	10	Qu	M3 V M3 V
2510	Cadiz	C8A4324-8	Fl Lo Tz	{ -2 }	(920+3)	[1157]	-	-	-	502	11	Qu	M6 V
2601	Palmyra IV	B678341-B	Lo Sa	{ 1 }	(A21-2)	[1478]	-	-	-	631	14	SoCf	M0 V
2604	Merope	D7647A7-6	Ag Ri Dolp0	{ 0 }	(867-5)	[9734]	-	-	-	223	16	SoCf	G3 V
2704	Palermo	A762642-C	Ni Ri	{ 2 }	(853+1)	[3867]	-	-	-	511	7	SoCf	K5 V M3 V
2705	Nova Prometheus	B785568-B	Ga Ni Ag Pr Lk O:2707	{ 2 }	(F48+2)	[776A]	-	-	-	133	16	SoCf	G0 V M0 V
2707	Firdausi	A866A78-E	Ga Hi Tz Cp	{ 4 }	(B98+4)	[6E7D]	-	KM	-	122	14	SoCf	M1 V
2709	Ladon	X796222-5	Lo Fo (minor)	{ -3 }	(A10+0)	[5148]	-	-	R	204	15	SoCf	G0 V M9 V M8 V
2805	Mu'izzi	B765744-A	Ga Ag Ri Tz	{ 4 }	(969-2)	[AB2A]	-	-	-	202	10	SoCf	M5 V
2810	Siriri	A6A2697-B	Fl He Ni Px	{ 1 }	(757+0)	[475A]	-	-	-	203	12	SoCf	A0 V
2907	Rudaki	A856725-C	Ga Ag Dolp0	{ 3 }	(76D+2)	[CA4D]	-	-	-	111	10	SoCf	F4 V
3002	Catarina	C410642-9	Ni Na	{ -1 }	(F52-4)	[557B]	-	-	-	631	9	SoCf	F4 V
3004	Acerbas	A7629CE-E	Hi Pr	{ 4 }	(988-4)	[AD6C]	-	KM	-	502	7	SoCf	K2 V
3007	Azraqi	B776999-C	Hi In	{ 4 }	(A8A+2)	[9D19]	-	-	-	234	16	SoCf	G6 V
3103	New Fenris	A987667-C	Ni Ag Ri Tr O:3004	{ 3 }	(C55-1)	[999E]	-	-	-	120	11	SoCf	G9 V K3 V
3107	Mazahim	C763345-9	Lo Sa	{ -1 }	(B20+5)	[1287]	-	-	-	332	15	SoCf	M0 V
3204	Telluride	C836658-9	Ni Ho Tz	{ -1 }	(750-5)	[6519]	-	-	-	100	11	SoCf	K2 V
0111	Hulun	A8A2884-C	Fl He Ph	{ 3 }	(B7B+0)	[AB9G]	-	KM	-	102	11	SoCf	G7 V
0112	Acton	A631226-A	Lo Po Tz	{ 2 }	(B12-4)	[142C]	-	KM	-	123	14	SoCf	M6 V
0116	Ismene	E8A3300-9	Fl Lo	{ -2 }	(620-5)	[3119]	-	-	-	300	7	SoCf	M0 V
0218	Navia	E736100-9	Lo Lk	{ -2 }	(E00-5)	[1119]	-	-	-	104	8	SoCf	M2 V F9 V
0312	Algol	D000168-9	As Va Lo O:0111	{ -2 }	(500+2)	[3136]	-	-	-	212	11	SoCf	A5 V B8 V K2 IV
0317	Sanggan	E622521-8	He Ni Po Tz	{ -3 }	(940-5)	[5218]	-	-	-	423	16	SoCf	M6 V G5 V
0411	Herapath	E736155-6	Lo Ho Tz	{ -3 }	(C00+2)	[3186]	-	-	-	301	13	SoCf	K8 V
0413	Katahdin	B766979-9	Ga Hi Pr	{ 2 }	(F88+3)	[AB88]	-	-	-	223	11	SoCf	G5 V
0414	Cabrera	C852443-6	Ni Po	{ -2 }	(532+0)	[4287]	-	-	-	501	8	SoCf	K2 V
0418	Kozol	BAA5443-B	Fl Ni	{ 1 }	(C34+0)	[758B]	-	-	-	234	15	SoCf	M8 V K3 V
0512	Idris	E410333-8	Lo	{ -3 }	(820-1)	[2117]	-	-	-	130	11	SoCf	K2 V
0515	Odessa 1	B774132-9	Lo Lk	{ 0 }	(600-1)	[6128]	-	-	-	101	8	SoCf	G7 V
0616	Barrow	C102324-A	Ic Va Lo Tz	{ 0 }	(A20+1)	[1358]	-	-	-	211	8	SoCf	M7 V M0 V
0619	Aetna	A768885-A	Ph Pa Ri Cp	{ 4 }	(A7D+3)	[BC18]	-	KM	-	403	11	SoCf	K3 V K8 V
0620	Muli	A410451-B	Ni Lk	{ 1 }	(935+1)	[454D]	-	-	-	302	8	SoCf	M5 V
0712	Kvazaat	A875795-B	Ag Pi (Kwaz)	{ 3 }	(A6A+2)	[2A57]	-	-	-	632	13	SoCf	G1 V M1 V
0715	Proserpina	A634415-D	Ni Tz	{ 1 }	(636+2)	[752A]	-	-	-	402	14	SoCf	M1 V M3 V
0719	Hebron	A765441-A	Ga Ni Pa Sa	{ 2 }	(D34+4)	[26AD]	-	KM	-	113	9	SoCf	F8 V
0813	Pedasus	B649689-A	Ni	{ 1 }	(556+1)	[3736]	-	-	-	332	13	SoCf	M6 V K7 V
0816	Valdarno	B857989-C	Ga Hi Tz	{ 3 }	(A8A+1)	[AC5B]	-	-	-	614	15	SoCf	M1 V
0911	Twilight	B7839BE-B	Hi Pr	{ 3 }	(C87-2)	[9C5E]	-	-	-	511	12	SoCf	G2 V
0916	Bonner	C723854-A	Ph Na Pi Po Sa	{ 1 }	(779-3)	[3927]	-	-	-	101	11	SoCf	K1 V
0919	Gittel	B63537A-A	Lo	{ 1 }	(A21-2)	[4468]	-	-	-	232	15	SoCf	A2 V
1013	Typhon	B9A6201-A	Fl Lo Fr Lk	{ 1 }	(911-1)	[239B]	-	K	-	113	17	SoCf	M0 V
1019	Massina	A8759AA-C	Hi In Pz	{ 4 }	(48C+2)	[7D6D]	-	-	A	301	9	SoCf	K9 V
1113	Qiu Xue	A783530-D	Ni Pr Sa	{ 2 }	(945+1)	[474B]	-	KM	-	122	15	SoCf	G3 V M3 V
1114	Sosostris	C833232-9	Lo Po Tz	{ -1 }	(C10+0)	[216A]	-	-	-	103	10	SoCf	M1 V M9 V
1117	Misgiven	E641614-6	He Ni Po Tz	{ -3 }	(650-5)	[6316]	-	-	-	104	13	SoCf	M8 V K5 V
1211	Yalu	A665AEF-B	Ga Hi	{ 3 }	(E98-3)	[9D4A]	-	-	-	131	15	SoCf	F8 V K1 V
1213	Valerian	A510367-C	Lo Tz Mr	{ 1 }	(A21-2)	[142D]	-	K	-	403	8	SoCf	M6 V
1216	Willeson	A552AFH-D	Hi Po Mr	{ 3 }	( 597-2 )	[ 6D8B ]	-	-	A	103	5	SoCf	F9 V M7 V
1220	Belarius	A755762-C	Ga Ag Mr	{ 4 }	(B6D+3)	[8B8B]	-	KM	-	203	12	SoCf	G1 V
1311	Beta Aurigae	E200323-9	Va Lo	{ -2 }	(720-5)	[3119]	-	-	-	104	10	SoCf	A2 IV
1313	Roesaree	C869464-A	Ni Lk Re O:1009	{ 0 }	(D31+5)	[543E]	-	-	-	522	10	SoCf	F2 V K4 V
1314	Simonides	B6A8986-D	Fl Hi In Tz Cp	{ 4 }	(D8F+0)	[BD9A]	-	-	-	233	10	SoCf	M4 V M3 V
1315	Rahu	C835344-A	Lo Tz	{ 0 }	(D20-1)	[734A]	-	-	-	223	9	SoCf	M7 V M8 V
1319	Emilia	D85866A-2	Ni Ag Lk O:1019	{ -2 }	(952+0)	[7453]	-	-	-	202	9	SoCf	K4 V
1320	Bering	B75A38A-B	Wa Lo Co Tz	{ 1 }	(B21-4)	[3448]	-	-	-	104	10	SoCf	M3 V
1411	Meager	C653786-8	Po	{ -1 }	(B67+0)	[6656]	-	-	-	122	12	SoCf	K7 V
1415	Eurynome	A679669-B	Ni Mr	{ 2 }	(A56-1)	[789B]	-	KM	-	100	7	SoCf	G6 V M8 V
1418	Clavius	D855563-7	Ga Ni Ag Lk Cy O:1019	{ -2 }	(642-4)	[834A]	-	-	-	604	16	SoCf	G1 V
1515	Danube	C73255A-A	Ni Po Tz	{ 0 }	(C44+3)	[257B]	-	-	-	204	9	SoCf	M5 V M6 V
1517	Philomel	E757659-6	Ga Ni Ag Dolp3	{ -2 }	(950+0)	[6449]	-	-	-	201	4	SoCf	F4 V G8 V
1611	Hodel	AAA9666-D	Fl Ni O:2111	{ 1 }	(757+2)	[876D]	-	-	-	502	6	SoCf	M0 V
1612	Cestus	E834477-8	Ni Ho Tz	{ -3 }	(B30-2)	[6149]	-	-	-	500	8	SoCf	K8 V
1615	New Utah	B78399B-A	Hi Pr Pz	{ 3 }	(C89+4)	[AC6A]	-	-	A	712	13	SoCf	F1 V M1 V
1715	Nakamura	C85488B-8	Ph Pa	{ -1 }	(D71+2)	[979A]	-	-	-	304	12	SoCf	K1 V G0 V
1717	Sarny	A651313-B	Lo Po Ho	{ 1 }	(621-2)	[149A]	-	-	-	100	5	SoCf	G6 V
1718	Corvalis 6	B758530-B	Ni Ag	{ 2 }	(D44+4)	[372D]	-	-	-	304	12	SoCf	G6 V
1814	Gorgythion	C734576-A	Ni Tz Px	{ 0 }	(846-4)	[753A]	-	-	-	902	14	SoCf	M7 V M7 V
1920	Garret	X638440-7	Ni Lk Fo	{ -3 }	(833-5)	[4117]	-	-	R	302	7	SoCf	K3 V
2011	Cordoba	X6A5500-9	Fl Ni Fo	{ -2 }	(D43-5)	[5319]	-	-	R	212	12	Qu	M2 V
2012	Aristides	B7639DC-7	Hi Pr Pz	{ 1 }	(787-2)	[BA12]	-	-	A	300	7	Qu	G4 V
2013	Aguila	B722436-7	He Ni Po	{ -1 }	(330+1)	[7318]	-	-	-	833	13	Qu	F4 V M3 V
2018	Husam	C9B5244-A	Fl Lo Fr	{ 0 }	(610-1)	[127D]	-	-	-	500	8	SoCf	M9 V D
2111	Quesada	A744ADB-E	Hi In Tr Pz Cp	{ 5 }	(C9E+1)	[5F6I]	-	KM	A	214	13	Qu	F0 V M1 V
2112	Cazadero	B63257A-B	Ni Po	{ 1 }	(742-3)	[268B]	-	-	-	922	12	Qu	K8 V
2313	Yumuri	A887A75-C	Ga Hi	{ 4 }	(D99-2)	[AE7E]	-	KM	-	111	12	Qu	F9 V
2315	Malaga	A79598A-D	Hi In Lk	{ 5 }	(98C+1)	[5EAC]	-	KM	-	603	7	Qu	F5 V M4 V
2317	Colima	C788840-6	Ph Pa Ri	{ 0 }	(473-2)	[5865]	-	-	-	130	12	Qu	G0 V
2318	Martinez	D852762-5	Po Cy O:2315	{ -2 }	(A66+1)	[7532]	-	-	-	220	5	Qu	K5 V M2 V
2411	Arias	C730575-9	De Ni Po Ho	{ -1 }	(F45-1)	[1456]	-	-	-	123	11	Qu	F7 V
2419	Canimar	E837100-9	Lo Ho Tz	{ -2 }	(F00-5)	[1119]	-	-	-	633	16	Qu	K9 V
2511	Sinai	C755466-9	Ga Ni Pa O:2111	{ -1 }	(835+0)	[2318]	-	-	-	312	6	SoCf	F5 V
2519	Sestra	C886768-8	Ga Ag Ri Tr O:2315	{ 1 }	(B69+3)	[B833]	-	-	-	202	13	Qu	G6 V
2615	Nizar	A300523-D	Va Ni Co Sa	{ 1 }	(B47+2)	[566I]	-	-	-	233	12	SoCf	M3 V
2619	Jerez	E636233-8	Lo	{ -3 }	(710-1)	[4148]	-	-	-	500	8	Qu	F1 V F9 V M3 V
2714	Lutsk	X721423-7	He Ni Po Tz Fo (minor)	{ -3 }	(733+0)	[1117]	-	-	R	112	11	SoCf	M9 V
2715	Caletor I	C9596A7-8	Ni Lk	{ -2 }	(A51-2)	[6457]	-	-	-	201	10	SoCf	G6 V
2719	Antofalla	A654665-9	Ni Ag O:2315	{ 2 }	(653-1)	[98A7]	-	KM	-	132	11	Qu	K9 V
2811	Lavinia	B757774-9	Ga Ag Sa	{ 2 }	(76A-1)	[8979]	-	-	-	101	9	SoCf	K4 V
2818	Alhena	X100653-9	Va Ni Na Sa Fo	{ -2 }	(B50-5)	[6419]	-	-	R	202	11	SoCf	A0 IV
2913	Koniev	A734212-C	Lo Tz	{ 1 }	(A11+2)	[335D]	-	-	-	621	13	SoCf	M5 V
2916	Spokane	X837423-6	Ni Tz Fo	{ -3 }	(B31-5)	[4116]	-	-	R	331	9	SoCf	M7 V
3111	Beta Eridani	E100488-9	Va Ni	{ -2 }	(G32-5)	[4219]	-	-	-	132	15	SoCf	A3 III
3113	Nuan	D635333-8	Lo Tz	{ -3 }	(E20+4)	[1156]	-	-	-	222	13	SoCf	M8 V
3215	Boise	D861731-6	Ri UApe0	{ -1 }	(B64-4)	[9669]	-	-	-	124	16	SoCf	G4 V
3216	Algidus II	X836103-7	Lo Fr Lk Fo	{ -3 }	(700-5)	[1117]	-	-	R	821	9	SoCf	G2 V
3219	Panjnad	D410264-7	Lo Re O:2721	{ -3 }	(410-5)	[116B]	-	-	-	303	10	Fr	M7 V
3220	Cyllene	E785866-6	Ga Ph Pa Ri O:2721	{ -1 }	(77A+0)	[B745]	-	-	-	501	9	Fr	K3 V
0126	Liberti	C7C3100-9	Fl He Lo Tz	{ -1 }	(800-3)	[119B]	-	-	-	400	7	SoCf	M6 V
0128	Huginn	E836485-8	Ni Ho Tz	{ -3 }	(930-5)	[4118]	-	-	-	302	15	SoCf	M0 V M4 V
0229	Weinberg	A20185B-B	Ic Va Ph Na Pi Taur0	{ 3 }	(F78+3)	[8B6B]	-	KM	-	624	12	SoCf	M4 V
0230	Kolomyia	A899487-C	Ni Tz Taur1	{ 1 }	(933+0)	[956E]	-	-	-	120	8	SoCf	M5 V M1 V
0321	Ingenuiti	E672778-6	He Pi Ho Tz	{ -2 }	(860-5)	[7516]	-	-	-	131	11	SoCf	K8 V
0324	Muninn	X738312-8	Lo Tz Fo	{ -3 }	(320-5)	[3118]	-	-	R	500	10	SoCf	M9 V K0 V
0424	Lexia	C722124-8	He Lo Po Sa	{ -2 }	(900+0)	[1176]	-	-	-	701	9	SoCf	M2 V M3 V
0425	Hiemalis	B78748C-B	Ga Ni Pa Tu Tz Da	{ 1 }	(A32+5)	[1559]	-	-	A	301	8	SoCf	M1 V K5 III
0427	Busiris	E8A1337-8	Fl He Lo Tz	{ -3 }	(720-5)	[3118]	-	-	-	503	8	SoCf	M0 V G3 V
0527	Zhang	B8545A8-B	Ni Ag	{ 2 }	(B47+2)	[374A]	-	-	-	134	12	SoCf	F0 V F4 V
0622	Uniti	E5A2543-8	Fl He Ni	{ -3 }	(742+2)	[7215]	-	-	-	803	6	SoCf	F3 V
0722	Plasid	B658333-9	Lo	{ 0 }	(B20+0)	[335C]	-	-	-	310	11	SoCf	F7 V
0821	Domino	C64657A-6	Ni Ag Tz	{ -1 }	(844+3)	[8414]	-	-	-	203	8	SoCf	M7 V M0 V
0927	Manticore	D721466-8	He Ni Po Px O:0527	{ -3 }	(C33+0)	[1117]	-	-	-	502	13	SoCf	M6 V M6 V
0930	Yamada	C837320-7	Lo	{ -2 }	(620-3)	[1147]	-	-	-	100	8	SoCf	F1 V
1022	Echo Prime	B745225-A	Lo Lk	{ 1 }	(B11+2)	[3377]	-	K	-	212	12	SoCf	G2 V
1025	Oreb	C6D3321-6	Lo	{ -2 }	(720+1)	[1149]	-	-	-	612	12	SoCf	G0 V M7 V
1028	Kepler	D000202-9	As Va Lo	{ -2 }	(210-1)	[5169]	-	-	-	300	7	SoCf	G2 V G6 V
1130	La Pierre	C847552-8	Ni Ag	{ -1 }	(H43+1)	[7497]	-	-	-	123	16	SoCf	G4 V K3 V
1221	Hideko	C736346-9	Lo Tz	{ -1 }	(820+0)	[526A]	-	-	-	202	11	SoCf	M4 V A4 V
1225	Daphnis	X761A88-8	Hi Fo	{ -1 }	(897+0)	[D936]	-	-	R	124	18	SoCf	G0 V
1229	Sokal	D641884-6	He Ph Pi Po Co	{ -2 }	(477+0)	[5676]	-	-	-	504	15	SoCf	G9 V M0 V
1421	Calchas	E7D6463-7	Ni O:1022	{ -3 }	(732-5)	[4117]	-	-	-	404	11	SoCf	G8 V
1424	Solomanium	C794769-6	Ag Pi O:1022	{ 0 }	(A66-1)	[3722]	-	-	-	523	16	SoCf	F9 V
1428	Victori	E9A3585-8	Fl Ni Fr	{ -3 }	(942+1)	[6294]	-	-	-	601	10	SoCf	M0 V M3 V
1430	Perseverans	C9A2200-8	Fl He Lo Fr	{ -2 }	(710+1)	[1116]	-	-	-	701	13	SoCf	K5 V K2 V
1526	Trieumf	D6A258A-8	Fl He Ni Fr	{ -3 }	(C40+3)	[1239]	-	-	-	432	14	SoCf	M7 V G7 V
1621	Chartreuse	D65A410-7	Wa Ni	{ -3 }	(833-4)	[6156]	-	-	-	132	14	SoCf	G1 V K4 IV
1628	Epsilon Tauri	X000000-0	As Va Ba Ho	{ -3 }	(B00-5)	[0000]	-	-	-	001	10	SoCf	K0 III
1726	Beta Tauri	X100000-0	Va Ba	{ -3 }	(400-5)	[0000]	-	-	-	000	5	SoCf	B7 III
1826	Hoep	X721000-0	He Ba Po Tz	{ -3 }	(600-5)	[0000]	-	-	-	001	5	SoCf	M9 V
1923	Wolfe	B788455-A	Ni Pa	{ 1 }	(D33+0)	[153B]	-	-	-	131	12	SoCf	G3 V
2026	Cybele	D759966-6	Hi O:2328	{ -1 }	(786+1)	[8851]	-	-	-	213	8	SoCf	K3 V
2028	Tiajama	C8D6497-9	Ni Ho Tz	{ -1 }	(A35+4)	[5359]	-	-	-	120	9	SoCf	K3 V M4 V
2222	Reunion	B783533-B	Ni Pr	{ 2 }	(844-4)	[4737]	-	KM	-	403	7	Fr	K3 V
2223	Noirmoutier	C7838DC-6	Ph Ri	{ 0 }	(574-1)	[A817]	-	-	-	102	9	Fr	G4 V
2328	Elysee	A872AA9-E	He Hi In Cp	{ 4 }	(C9B+4)	[BE19]	-	-	-	331	15	Fr	K2 V G5 V
2423	Villiers	B666895-A	Ga Ph Pa Ri Tz	{ 3 }	(578+0)	[AB49]	-	-	-	212	9	Fr	M8 V
2429	Myrthe	A662559-C	Ni Pr Lk	{ 2 }	(B44-2)	[579D]	-	KM	-	131	14	Fr	K8 V
2524	Vignemale	B699920-B	Hi In Sa	{ 4 }	(281+0)	[7DAC]	-	-	-	201	10	Fr	G0 V
2529	Turenne	E410000-0	Ba Lk	{ -3 }	(600-5)	[0000]	-	-	-	023	9	Fr	G4 V
2622	Grande-Terre	C834720-9		{ 0 }	(D60+1)	[579C]	-	-	-	612	14	Fr	K8 V M5 V
2625	Chaberton	B659721-B		{ 2 }	(967+1)	[C958]	-	-	-	104	14	Fr	K1 V
2628	Genthiane	B749332-C	Lo Lk	{ 2 }	(522-1)	[156B]	-	KM	-	111	9	Fr	F0 V
2721	Leclerc	A764889-C	Ph Pa Ri Sa Cp	{ 3 }	(B75+5)	[9B77]	-	-	-	711	13	Fr	G4 V
2724	Colombier	A75A355-D	Wa Lo Co Tz	{ 1 }	(B21-1)	[141A]	-	-	-	212	7	Fr	M2 V G6 V
2729	Lapanne	B596352-9	Lo	{ 1 }	(921+1)	[74A9]	-	KM	-	220	9	Fr	F7 V M6 V
2826	Cherbourg	C632310-A	Lo Po Sa	{ 0 }	(920-2)	[5377]	-	-	-	101	7	Fr	M1 V M6 V
2830	Sacre-Coeur	C95479C-7	Ag Pz	{ 0 }	(768-1)	[8745]	-	-	A	603	12	SoCf	K0 V
2922	Garonne	C838333-9	Lo	{ -1 }	(920+4)	[5285]	-	-	-	323	9	Fr	F8 V
2930	Carthame	C634303-B	Lo	{ 0 }	(820+3)	[1327]	-	-	-	231	13	Fr	G3 V
3025	Ivraie	C854789-7	Ag Lk	{ 0 }	(665+1)	[671A]	-	-	-	301	6	Fr	F9 V
3122	SCSS-D1	B65256A-B	Ni Po Fo Mr	{ 2 }	(C46+0)	[A716]	-	KM	R	804	11	SoCf	K6 V M9 V
3123	SCSS-D2	C51036A-A	Lo Fo Mr	{ 0 }	(A20+0)	[8315]	-	M	R	402	6	SoCf	M5 V
3223	SCSS-D3	B74436A-B	Lo Lk Rs Fo Mr	{ 1 }	(721+2)	[8418]	-	M	R	900	7	SoCf	G4 V
3224	SCSS-D4	C20136A-B	Ic Va Lo Tz Fo Mr	{ 0 }	(B20+0)	[8316]	-	M	R	502	10	SoCf	M0 V M3 V
3228	Onjou	X410000-0	Ba	{ -3 }	(200-5)	[0000]	-	-	-	002	13	SoCf	K0 V
