Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
1206	Faahtuhkeah	C99A283-B	Lo Wa	{ 0 }	(D10-1)	[4229]	-	T	-	504	11	AsT1	G4 V
1301	Eaheawel	C000673-A	As Na Ni Va	{ 0 }	(A54-3)	[66A8]	-	T	-	412	14	AsSc	K0 V
1304	Owaiseea	C662874-8	Ph Ri	{ 0 }	(777-1)	[689A]	-	-	-	210	7	AsSc	G8 V
1305	Teawyesye	C201884-A	Ic Na Ph Pi Va Sa	{ 1 }	(H78-1)	[491B]	-	R	-	124	14	AsVc	G5 V K8 V M1 V
1309	Ikhoi	E52579A-7	Pi Fr Sa	{ -2 }	(C62+1)	[4539]	-	-	-	824	18	AsMw	M2 V
1404	Reaas	C561554-9	Ni Pr Co Tz	{ -1 }	(F43+1)	[8479]	-	-	-	304	11	AsTv	M0 V M6 V
1405	Alroasa	C400641-A	Na Ni Va Co Tz	{ 0 }	(655-1)	[2668]	-	-	-	113	11	AsMw	M0 V M0 V
1408	Alrewaeioil	B100477-A	Ni Va Tz	{ 2 }	(734+4)	[6669]	-	RT	-	100	7	AsSc	M3 V M9 V
1501	Yaaiaokhai	C885899-8	Ga Pa Ph Ri	{ 0 }	(576+2)	[B878]	-	-	-	501	7	AsTv	F2 V
1503	Eakhteh	C7B4110-A	Fl Lo	{ 0 }	(A00+1)	[114B]	-	-	-	803	10	AsMw	A4 V A8 V
1505	Yaoi	B9C675A-C	Fl	{ 2 }	(F69+4)	[493A]	-	-	-	114	11	AsMw	F9 V
1508	Hekehteh	B890686-A	De He Ni	{ 1 }	(E57+3)	[7738]	-	-	-	304	11	AsWc	G1 V K5 V
1509	Htaohel	B54A544-D	Ni Wa Tz	{ 1 }	(B42+3)	[365E]	-	R	-	111	10	AsVc	M0 V
1601	Uawis	C787361-9	Ga Lo O:1604	{ -1 }	(820-3)	[4248]	-	-	-	304	9	AsSc	F4 V K3 V
1604	Laow	BA9A97C-C	Hi In Oc	{ 4 }	(98C-3)	[7D5B]	-	-	-	112	10	AsSc	K4 V
1606	Yoeaarlis	B310647-A	Na Ni Co	{ 1 }	(653+2)	[871B]	-	-	-	310	6	AsWc	K2 V
1702	Hkaui	C302949-C	Hi Ic In Na Va Co	{ 3 }	(A8E+1)	[8C4D]	-	R	-	903	14	AsMw	F0 V F2 V G0 V
1703	Useaaihiyye	C410A5A-C	Hi In Na Da	{ 3 }	(D95-1)	[AD7B]	-	-	A	204	12	AsVc	G2 V
1706	Eaaotli	C536141-A	Lo Ho	{ 0 }	(A00+3)	[1127]	-	R	-	112	11	AsTv	M0 V
1802	Sya'ea	C525756-A	Pi	{ 1 }	(C69+5)	[B837]	-	-	-	602	11	AsTv	G1 V
1804	Syea	C94A577-B	Ni Wa	{ 0 }	(C41+1)	[955A]	-	-	-	213	13	AsSc	F8 V
1805	Tli'	C58467B-8	Ag Ni Ri Ho	{ 0 }	(953-3)	[7666]	-	-	-	213	8	AsSc	G0 V K7 V
1807	Tlehwiy	C7A2587-9	Fl He Ni Px Fr Sa	{ -1 }	(A45+2)	[843A]	-	-	-	614	13	AsWc	M2 V
1808	Kerikhyel	C638649-9	Ni Co	{ -1 }	(A53+1)	[6518]	-	R	-	704	14	AsVc	K8 V
1809	Eaweoi	C85897C-A	Hi Fo	{ 2 }	(C88-1)	[6B49]	-	R	R	404	10	AsSc	K9 V
1901	Eakhu'	B424294-D	Lo	{ 1 }	(F11+2)	[137C]	-	T	-	403	8	AsT1	K5 V
1903	Eewyolraiiyr	A674550-E	Ag Ni	{ 2 }	(B45+3)	[577E]	-	T	-	904	12	AsT0	G7 V K3 V
1907	Earlakhalr	X439383-6	Lo Tz Fo	{ -3 }	(920+2)	[112B]	-	-	R	210	14	AsVc	M1 V
2001	Yewihaihiy'	B313545-9	Ic Ni Co	{ 0 }	(A46+1)	[454B]	-	R	-	113	17	AsTv	G2 IV K7 V
2003	Aleiesar	A310485-D	Ni Lk Sa	{ 1 }	(D33+1)	[453C]	-	R	-	704	13	AsMw	M3 V M7 V
2006	Aowyehkasua	C598A7A-C	Hi In Ho	{ 3 }	(49B-3)	[DC3B]	-	T	-	110	6	AsSc	F4 V
2007	Eakoarleawel	X20058B-5	Ni Va Lk Sa Fo	{ -3 }	(740-1)	[6211]	-	-	R	302	7	AsWc	M0 V
2008	Eaktesoukh	X580458-4	De Ni Fo	{ -3 }	(633-1)	[1123]	-	-	R	213	10	AsVc	G4 V G9 V
2010	Iyekh	C41097B-9	Hi In Na	{ 2 }	(68A+4)	[BBAD]	-	-	-	202	8	AsSc	K1 V
2101	Ftiyweih	B634483-A	Ni Fr Lk Sa	{ 1 }	(D34-3)	[156D]	-	T	-	104	15	AsT5	M0 V M4 V
2102	Eeahaw	B63475A-C	Co	{ 2 }	(369+4)	[694D]	-	-	-	401	7	AsTv	K3 V
2104	Earleiheihla	A96A5A9-C	Ni Pr Wa	{ 1 }	(C43+2)	[169E]	-	T	-	623	12	AsT6	K8 V K8 V
2106	Tyelruafto	C693746-8	Pi	{ -1 }	(867+1)	[4623]	-	-	-	300	9	AsTv	F5 V
2201	Treaweakh	B675442-B	Ni Pa	{ 1 }	(835+1)	[3557]	-	T	-	401	12	AsT7	K8 V K8 V
2205	Awealea	C642586-9	He Ni Po Co Tz	{ -1 }	(743-1)	[941E]	-	R	-	110	7	AsTv	M1 V
2206	Reaue	C000386-A	As Lo Va	{ 0 }	(720-2)	[4317]	-	R	-	100	8	AsMw	K3 III
2210	Akhtuierlalr	B410876-C	Na Ph Pi Sa	{ 2 }	(B79+3)	[3A28]	-	T	-	104	11	AsSc	G4 V
2301	Oakte	B410479-D	Ni Sa	{ 2 }	(833-4)	[463A]	-	RT	-	202	11	AsSc	M2 V
2303	Uaher	B000213-D	As Lo Va	{ 2 }	(812-2)	[441A]	-	RT	-	104	8	AsT0	F3 V F5 V
2304	Hrailrai	C576346-9	Lo	{ -1 }	(420-3)	[425B]	-	R	-	100	7	AsWc	F6 V
2307	Heeitlyo	C300584-A	Ni Va	{ 0 }	(C44-4)	[758B]	-	-	-	403	10	AsTv	M3 V
2309	Ieiaweih	B867450-A	Ga Ni Pa	{ 1 }	(D34+1)	[1539]	-	-	-	521	11	AsT0	K7 V M1 V
2310	Aoieyakh	B8C6A76-D	Fl Hi In Tz	{ 4 }	(B9D+3)	[7E3B]	-	T	-	102	12	AsT4	M2 V
2402	Ehloiwarahoi	B000586-C	As Ni Va Co	{ 1 }	(447+1)	[8627]	-	-	-	110	10	AsT0	M2 V
2403	Eholeieaiylr	B654449-A	Ni Pa	{ 1 }	(932-1)	[4599]	-	-	-	504	14	AsTv	G1 V
2408	Auryesouh	C634483-A	Ni Tz	{ 0 }	(634+3)	[2466]	-	-	-	103	10	AsVc	M1 V
2409	Eaiystei	EAF6000-0	Ba	{ -3 }	(500-5)	[0000]	-	-	-	003	7	AsXX	M3 V
2410	Eaiyye	C421587-A	He Ni Po Px Tz	{ 0 }	(G44+4)	[5529]	-	-	-	223	11	AsVc	M3 V M6 V
2502	Oihleh	E622746-7	He Na Pi Po	{ -2 }	(764+4)	[8534]	-	-	-	604	12	AsVc	F0 V
2503	Hrao	XAC4574-4	Fl Ni Tz Fo	{ -3 }	(241-1)	[5285]	-	-	R	402	13	AsSc	M0 V
2508	Steh	A8C5488-9	Fl Ni Tz	{ 0 }	(835-2)	[2339]	-	-	-	112	11	AsT0	M3 V M9 V
2509	Eirahiha	C85A448-8	Ni Wa	{ -2 }	(632+1)	[5249]	-	-	-	700	9	AsVc	F1 V M0 V
2601	Iyftaserl	C99A383-A	Lo Wa Ho Tz	{ 0 }	(920+3)	[135B]	-	R	-	200	11	AsWc	K9 V
2604	Ourli	C657677-7	Ag Ga Ni	{ -1 }	(953+1)	[4588]	-	R	-	304	14	AsSc	G9 V
2605	Khyeiw	X548794-2	Ag Pi Co Fo	{ -1 }	(368-2)	[C621]	-	T	R	704	16	AsT3	G3 V
2706	Fyahriyhoiw	C7B3549-A	Fl Ni Co Tz	{ 0 }	(C43-2)	[556B]	-	-	-	404	14	AsTv	M3 V
2707	Oarloaktoeho	E644000-0	Ba Sa	{ -3 }	(800-5)	[0000]	-	-	-	012	11	AsXX	G5 V
2804	Woewoioul	B433243-9	Lo Po Fr Sa	{ 0 }	(A10+1)	[116A]	-	-	-	214	9	AsMw	M0 V M8 V
2809	Eiofeiie	CA76899-8	Pa Ph Pi	{ -1 }	(679-2)	[7758]	-	-	-	310	12	AsT2	G7 V K9 V
2810	Eakheeyoiy	C300386-B	Lo Va Lk Sa	{ 0 }	(920+5)	[3358]	-	R	-	503	7	AsMw	M0 V
2901	Taohuihao	C897788-8	Ag Pi Ho Tr	{ 0 }	(C67+1)	[775D]	-	-	-	322	8	AsMw	G4 V
2902	Tisieakea	B738284-C	Lo Co Tz	{ 1 }	(911+2)	[1198]	-	R	-	804	13	AsWc	M0 V M1 V D
2907	Keiftea	C543494-9	Ni Po Co Tz	{ -1 }	(A32+3)	[1377]	-	T	-	103	11	AsT9	M3 V
3001	Seiiy	E653000-0	Ba Po	{ -3 }	(600-5)	[0000]	-	-	-	001	8	AsXX	F5 V M7 V D
3003	Tiysesyos	C845849-8	Pa Ph Pi	{ -1 }	(A73+4)	[9715]	-	R	-	113	14	AsWc	G7 V
3006	Okhaoliyw	B100242-B	Lo Va Tz	{ 1 }	(E11-1)	[3249]	-	-	-	203	10	AsT6	M2 V
3009	Hkoiw	C572775-8	He Pi Co Lk Sa	{ -1 }	(B67-5)	[5659]	-	-	-	603	7	AsSc	G6 V
3201	Ueahouwaalr	C645556-8	Ag Ni	{ -1 }	(B44-1)	[5469]	-	R	-	114	11	AsWc	K9 V K9 V
3202	Hlaolroalah	CAA8787-9	Fl Co	{ 0 }	(D66+4)	[9769]	-	T	-	122	15	AsT0	K0 V
3203	Fyuhrou	C544644-7	Ag Ni Co	{ -1 }	(954+4)	[6547]	-	-	-	312	14	AsTv	G6 V
3205	Kheahua	C201649-A	Ic Na Ni Va Sa	{ 0 }	(C54-2)	[9637]	-	R	-	214	10	AsWc	K9 V M6 V
3208	Euheahyoa	D657346-7	Ga Lo	{ -3 }	(B20-1)	[4228]	-	T	-	104	12	AsT4	G4 V K4 V
3210	Akheahaai	D963272-7	Lo	{ -3 }	(910+1)	[2197]	-	-	-	124	18	AsSc	K0 V K5 V
0119	Ehkeea	D656485-7	Ga Ni Pa	{ -3 }	(C33+1)	[158B]	-	T	-	204	12	AsT4	K1 V
0213	Hlareeahea	C685477-7	Ga Ni Pa	{ -2 }	(732+2)	[3274]	-	T	-	103	13	AsSc	G8 V
0214	Waorehyuh	B5274A7-A	Ni Tz	{ 1 }	(F35-1)	[152A]	-	T	-	204	14	AsT4	M2 V
0215	Hahtirleaw	C787888-8	Ga Pa Ph Ri	{ 0 }	(874-1)	[9895]	-	T	-	112	13	AsTv	G8 V K2 V
0218	Hlyakh	B653383-B	Lo Po Lk Sa	{ 1 }	(B21+1)	[544B]	-	R	-	304	14	AsMw	F4 V
0311	Yahiy	A745743-C	Ag Pi	{ 3 }	(A67+3)	[7A3B]	-	-	-	103	7	AsT7	K7 V M0 V
0312	Eihyeukh	D65A585-9	Ni Wa	{ -2 }	(A44-2)	[467E]	-	R	-	102	9	AsTv	F0 V G1 V G9 V G9 V
0314	Khtakhte	X426000-0	Ba Fo	{ -3 }	(200-5)	[0000]	-	-	R	003	11	AsXX	K1 V
0316	Kheiasil	BAD459A-A	Ni Co Tz	{ 1 }	(C43+2)	[567A]	-	R	-	204	11	AsVc	M1 V
0317	Aihaseisoah	B20079A-C	Na Pi Va Co	{ 2 }	(66B-1)	[794C]	-	R	-	702	8	AsMw	G1 V
0318	Alatoa	B762678-A	Ni Ri	{ 2 }	(557-1)	[686A]	-	-	-	700	4	AsSc	F6 V G7 V
0319	Feahteeihea	B100877-C	Na Ph Pi Va	{ 2 }	(277-2)	[CA89]	-	R	-	300	8	AsSc	K5 V M8 V
0320	Hkeaiyholyal	E566216-7	Lo	{ -3 }	(A10+1)	[533C]	-	-	-	304	12	AsVc	M3 V M5 V
0411	Hyefi	C842183-9	He Lo Po	{ -1 }	(800+1)	[126D]	-	R	-	300	4	AsVc	G2 V
0418	Kyetle	B433559-C	Ni Po Px Co Tz	{ 1 }	(444-1)	[862E]	-	T	-	602	13	AsT4	M3 V M7 V M7 V
0511	Ahoe	A433342-E	Lo Po Tz	{ 1 }	(921-3)	[344H]	-	R	-	810	12	AsWc	M0 V
0512	Orao	A555685-C	Ag Ni	{ 2 }	(F57-5)	[385C]	-	T	-	514	8	AsT4	K9 V
0514	Keilya	A842574-D	He Ni Po	{ 1 }	(747+1)	[3659]	-	R	-	204	11	AsSc	K7 V
0515	Eyuketuirlyo	A300555-D	Ni Va Lk Sa	{ 1 }	(843+1)	[966F]	-	R	-	603	13	AsMw	K4 V M8 V
0516	Aotal	AA99855-D	Ph Pi Co	{ 2 }	(979-1)	[7A6F]	-	R	-	403	13	AsMw	G5 V K1 V
0611	Rahoikhesal	A547886-C	Pa Ph Pi Ho	{ 2 }	(778-5)	[8AAB]	-	T	-	411	8	AsT1	G1 V
0612	Tairawea	B100483-A	Ni Va Sa	{ 2 }	(C36+2)	[2646]	-	RT	-	224	16	AsTv	K8 V M0 V
0617	Ktye	D55848C-7	Ni Pa Da	{ -3 }	(933-1)	[4548]	-	R	A	100	7	AsWc	K6 V
0618	Feiyah	B585347-B	Lo Fr Lk Sa	{ 1 }	(C21+3)	[744D]	-	R	-	304	11	AsVc	M3 V
0619	Farahalreh	D864572-7	Ag Ni Pr	{ -2 }	(B44+3)	[4788]	-	T	-	104	12	AsSc	F7 V F7 V
0711	Earlia	A897485-C	Ni Pa	{ 1 }	(B35+1)	[551E]	-	-	-	214	11	AsMw	G2 V K8 V M7 V
0713	Ftealyu	D657554-8	Ag Ga Ni	{ -2 }	(644-1)	[271D]	-	-	-	100	8	AsVc	G3 V
0716	Eyekheasaai	D556383-7	Lo	{ -3 }	(820-1)	[545C]	-	R	-	404	8	AsMw	G8 V K2 V
0720	Keaaleaw	B8B4445-B	Fl Ni Tz	{ 1 }	(G36-1)	[555A]	-	-	-	214	17	AsVc	M0 V
0814	Hyar	D546687-6	Ag Ni	{ -2 }	(A54-2)	[6857]	-	R	-	712	9	AsWc	G1 V
0816	Aherah	B655741-A	Ag Ga	{ 3 }	(96D+1)	[AA1E]	-	R	-	122	9	AsMw	G5 V K0 V
0818	Irlearlakh	B8A5855-C	Fl Ph Tz	{ 2 }	(C78-4)	[BA9C]	-	-	-	234	16	AsWc	M0 V M3 V
0819	Ahtiyteah	X7B3000-0	Ba Fl Tz Fo	{ -3 }	(600-5)	[0000]	-	-	R	003	10	AsXX	M2 V
0820	Htayesoia	B659685-B	Ni	{ 1 }	(A57-2)	[5789]	-	T	-	113	12	AsT6	K4 V M9 V
0916	Arei'uiha	C8A5683-9	Fl Ni Ho Tz	{ -1 }	(B50-4)	[757C]	-	-	-	303	12	AsWc	K1 V M0 V
0920	Aiikhiy	D634450-7	Ni Tz	{ -3 }	(930+2)	[5166]	-	-	-	413	11	AsMw	M2 V
1012	Hkal	C87348A-9	Ni Tz	{ -1 }	(B34+1)	[631B]	-	R	-	701	8	AsMw	M2 V
1013	Toarl	D8C8316-8	Fl Lo Ho Tz	{ -3 }	(820-1)	[1339]	-	R	-	103	10	AsMw	K5 V M4 V
1017	Keiw	C8C4872-9	Fl Ph	{ 0 }	(B74-2)	[688E]	-	R	-	204	12	AsSc	K7 V M1 V
1018	Yorlal	C428684-7	Ni Ho	{ -2 }	(850+2)	[6419]	-	-	-	304	8	AsMw	G0 V G6 V
1020	Iylralihiy	C680644-8	De Ni Ri	{ -1 }	(D50+3)	[651C]	-	-	-	303	13	AsVc	G1 V G1 V M9 V
1111	Faeioa	X573000-0	Ba Fr Sa Fo	{ -3 }	(400-5)	[0000]	-	-	R	014	13	AsXX	M1 V
1113	Hyaaika	B666549-9	Ag Ga Ni Pr	{ 1 }	(F45+2)	[8568]	-	-	-	203	6	AsT4	F8 V G1 V G2 V
1117	Oilouao	C89A583-B	Ni Wa Co	{ 0 }	(A45-1)	[552D]	-	R	-	104	12	AsTv	K8 V M1 V
1118	Leirlyorl	C400494-7	Ni Va Lk Sa	{ -2 }	(633-3)	[1279]	-	-	-	203	15	AsT0	M2 V M8 V
1212	Yeleleii	D8732A5-6	Lo	{ -3 }	(710+1)	[1157]	-	-	-	214	10	AsT5	G6 V
1214	Wiysarl	E638000-0	Ba	{ -3 }	(500-5)	[0000]	-	-	-	020	10	AsXX	K5 V
1215	Kowowea	C685448-9	Ga Ni Pa	{ -1 }	(E31+1)	[233B]	-	R	-	122	11	AsWc	F0 V G7 V
1218	Erlyorle	C595594-8	Ag Ni	{ -1 }	(C44-1)	[34A6]	-	-	-	914	13	AsVc	K5 V
1219	Rehfear	D730972-9	De Hi Na Po Ho	{ 0 }	(D86+1)	[9919]	-	R	-	724	9	AsSc	F9 V G6 V
1311	Hlearlui	X523483-4	Ni Po Co Fo	{ -3 }	(532+1)	[3182]	-	R	R	213	17	AsWc	A9 V F0 V D
1313	Iysaasoueh	C89775A-9	Ag Pi	{ 1 }	(C6B-2)	[5818]	-	-	-	504	13	AsWc	F3 V F5 V
1315	Ryoheauhkerl	B83298A-A	Hi Na Po	{ 3 }	(98E-4)	[9B87]	-	T	-	800	7	AsT9	M3 V M4 V
1317	Khaihoaroa	B6377A5-9	Ho	{ 1 }	(966+1)	[B72B]	-	-	-	104	8	AsT4	G0 V
1319	Eaihuawiy'	B795659-8	Ag Ni	{ 1 }	(F55-5)	[3664]	-	RT	-	314	10	AsTv	G0 V
1413	Akholol	C310949-C	Hi In Na	{ 3 }	(78D+2)	[9C6C]	-	-	-	213	11	AsTv	K0 V K1 V M4 V
1414	Htoikheaeas	C584757-8	Ag Ri Sa	{ 1 }	(F6A+1)	[7829]	-	R	-	813	9	AsMw	G8 V K2 V
1415	Iyyehalisea	C4267A9-A	Pi Ho	{ 1 }	(F64+1)	[4839]	-	R	-	623	14	AsVc	G1 V
1512	Khiyau	E668000-0	Ba	{ -3 }	(500-5)	[0000]	-	-	-	014	13	AsXX	F1 V F3 V
1515	Iyheiweisaw	C830457-8	De Ni Po	{ -2 }	(532+3)	[2267]	-	-	-	112	10	AsVc	K8 V M0 V
1517	Ousyu	B30087C-A	Na Ph Pi Va Ho Da	{ 2 }	(475-2)	[A917]	-	T	A	100	7	AsSc	F6 V
1520	Uali	C667585-7	Ag Ga Ni Pr Co Tu	{ -1 }	(843-1)	[645C]	-	R	-	400	5	AsMw	K7 V
1617	Aohri	D540216-7	De He Lo Po	{ -3 }	(810-1)	[514C]	-	-	-	314	13	AsT4	F6 V F7 V
1618	Sikhalr	C502649-9	Ic Na Ni Va	{ -1 }	(950+1)	[4517]	-	-	-	214	13	AsMw	G8 V
1619	Tuiiyeierakh	C758738-8	Ag Co Tz	{ 0 }	(669+1)	[7779]	-	R	-	100	9	AsMw	M3 V M5 V
1712	Ewuihai	D592542-7	He Ni Ho	{ -3 }	(440+2)	[1245]	-	-	-	303	15	AsTv	G6 V K2 V K8 V M2 V
1714	Iriheihouh	D310113-9	Lo Tz	{ -2 }	(E00-4)	[1134]	-	-	-	304	14	AsMw	M3 V
1715	Tril	D987686-6	Ag Ni Ri	{ -1 }	(650-2)	[4515]	-	-	-	421	12	AsMw	G5 V
1717	Iysuarleah	E877886-6	Pa Ph Pi Co Tr	{ -2 }	(773+1)	[4651]	-	-	-	314	11	AsWc	G7 V M5 V
1719	Ulea	D650483-7	De Ni Po Co	{ -3 }	(630+4)	[6125]	-	-	-	313	12	AsWc	G6 V M7 V
1720	Soloilekha	D731854-8	Na Ph Po Co Tz	{ -2 }	(877+2)	[C618]	-	R	-	100	10	AsMw	M2 V M6 V
1811	Stueliyokhih	D410545-8	Ni Tz	{ -3 }	(543+2)	[3278]	-	-	-	103	12	AsTv	M2 V
1814	Heahiyirl	E69995A-8	Hi In	{ 0 }	(A87+4)	[B928]	-	-	-	200	7	AsWc	F0 V G8 V
1818	Yusyowou	E636486-7	Ni Tz	{ -3 }	(630+1)	[7147]	-	-	-	504	13	AsWc	M0 V M0 V M7 V
1820	Ehiheia	E9408A7-6	De He Ph Pi Po	{ -2 }	(575+1)	[7653]	-	-	-	214	14	AsT1	F8 V
1912	Hakoihaao	B665473-B	Ga Ni Pa	{ 2 }	(934+1)	[261G]	-	RT	-	203	11	AsSc	G7 V G7 V M6 V
1913	Ftyaeasailri	E539776-8	Sa	{ -2 }	(668+2)	[553A]	-	-	-	213	14	AsSc	G2 V
1915	Yarearlaheih	E500575-8	Ni Va Tz	{ -3 }	(G42+1)	[6256]	-	-	-	124	15	AsSc	M3 V
1916	Hleetei	E565683-5	Ag Ni Ri	{ -1 }	(655-2)	[9579]	-	-	-	111	6	AsWc	M1 V
1919	Keiaeakh	E943785-6	Pi Po Co Tu	{ -2 }	(862-1)	[B557]	-	-	-	422	15	AsT0	G7 V
2013	Ahkihi	B774A56-E	Hi In	{ 4 }	(G99+5)	[9D4D]	-	T	-	114	12	AsT4	F0 V G8 V
2019	Uisaaea	E842161-7	He Lo Po O:2218	{ -3 }	(900+4)	[1166]	-	-	-	300	3	AsMw	G8 V
2020	Tyehea'	E100343-7	Lo Va Lk Sa	{ -3 }	(920-3)	[1187]	-	-	-	503	13	AsT1	M2 V
2113	Ahiy	B7A45A6-C	Fl Ni Px	{ 1 }	(944+5)	[666C]	-	-	-	622	16	AsT6	K4 V M6 V
2114	Haoheisoi	B77A888-C	Ph Pi Wa Ho Tz	{ 2 }	(F7A-1)	[8A47]	-	-	-	103	11	AsVc	K5 V
2115	Hlukyalryela	B723553-D	Ni Po	{ 1 }	(A42-3)	[768E]	-	T	-	103	12	AsT4	K9 V
2116	Astaohe	X876000-0	Ba Fo	{ -3 }	(300-5)	[0000]	-	-	R	004	11	AsXX	G0 V M6 V
2120	Yu'eir	A84A6A5-C	Ni Wa	{ 1 }	(952+1)	[973F]	-	T	-	103	8	AsT0	F8 V G7 V
2211	Tehea	B889787-B	Ri Tz	{ 3 }	(66A-1)	[5A5A]	-	-	-	213	9	AsTv	M1 V
2215	Asyahahwo	B100753-C	Na Pi Va Ho	{ 2 }	(769-2)	[6917]	-	-	-	604	13	AsVc	G1 V G6 V
2217	Tlyaw	AA62594-C	Ni Pr	{ 1 }	(B43+1)	[567B]	-	R	-	904	13	AsMw	G4 V
2218	Wuioirow	A85A745-E	Wa Ho	{ 2 }	(86A-1)	[698F]	-	R	-	604	11	AsMw	G6 V
2219	Auakhaorakh	A77A483-A	Ni Wa Ho	{ 1 }	(A34-2)	[4538]	-	T	-	302	11	AsT2	G7 V
2315	Eleiluirlew	B584310-B	Lo	{ 1 }	(621+4)	[344C]	-	-	-	302	9	AsMw	K5 V
2316	Wyes	B425494-C	Ni	{ 1 }	(A34-3)	[555F]	-	-	-	104	12	AsT8	K6 V
2319	Teyayekiy	B625216-C	Lo	{ 1 }	(911-4)	[138G]	-	-	-	912	14	AsMw	A6 V
2320	Hlaaea	A889972-D	Hi Pr	{ 3 }	(98A+1)	[9C5F]	-	R	-	303	12	AsSc	K9 V
2412	Yeuihti	C695210-9	Lo Co Tu	{ -1 }	(B10+2)	[5319]	-	-	-	104	9	AsMw	K9 V
2413	Ai'e	X745000-0	Ba Tz Fo	{ -3 }	(500-5)	[0000]	-	-	R	004	7	AsXX	M0 V M6 V
2415	Aokawiw	B648846-A	Pa Ph Pi	{ 2 }	(A7A-4)	[BA27]	-	-	-	523	14	AsTv	K8 V M5 V
2416	Styo	C788440-9	Ni Pa	{ -1 }	(D33-1)	[8548]	-	R	-	113	14	AsWc	F6 V F7 V
2418	Realrow	B42377A-C	Na Pi Po	{ 3 }	(66A+1)	[4A3G]	-	RT	-	112	10	AsSc	G8 V K9 V
2514	Ftahaowei	B300451-A	Ni Va Co Tz	{ 1 }	(B36+1)	[3545]	-	R	-	102	7	AsMw	M3 V
2516	Oiweraftou	B676688-A	Ag Ni	{ 2 }	(E54+2)	[A888]	-	R	-	414	10	AsMw	M3 V
2517	Iykhtyeyahao	B568154-C	Lo Co	{ 1 }	(801+1)	[3257]	-	T	-	403	12	AsTv	G0 V G1 V
2611	Oilryelra	B786240-B	Ga Lo	{ 1 }	(A11-1)	[1356]	-	-	-	804	15	AsMw	F8 V
2612	Easowyerloo	B85A676-B	Ni Wa	{ 1 }	(856+2)	[574D]	-	T	-	103	11	AsSc	G1 V BD
2613	Iyrihou	B752637-A	Ni Po Co Sa	{ 1 }	(653-4)	[876A]	-	-	-	402	14	AsMw	G0 V K4 V
2615	Hweleakoa	B532585-C	Ni Po	{ 1 }	(C43+2)	[368D]	-	R	-	504	8	AsWc	G3 IV K5 V
2616	Failaoraos	B766283-B	Ga Lo Ho Tr	{ 1 }	(711+2)	[436C]	-	-	-	504	11	AsT8	G3 V K9 V
2618	Khakhekhehwa	B863140-B	Lo	{ 1 }	(B01+2)	[321B]	-	R	-	524	12	AsVc	G0 V
2711	Hreaweuei	B300314-C	Lo Va Lk	{ 1 }	(A21-4)	[6477]	-	-	-	601	7	AsXX	M2 V M3 V M3 V
2713	Ehea	B8B5543-C	Fl Ni Tz	{ 1 }	(847-5)	[769C]	-	-	-	104	15	AsTv	M0 V
2717	Waea	B851243-9	Lo Po Fr	{ 0 }	(910-3)	[2269]	-	-	-	612	14	AsTv	M1 V M1 V
2718	Eihya	B402A72-C	Hi Ic In Na Va	{ 5 }	(D9C+2)	[AA77]	-	RT	-	120	6	AsSc	G9 V K5 V
