Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
0509	Ayeloal	D100288-7	Lo Va Tz	{ -3 }	(710-2)	[113A]	-	R	-	823	13	AsWc	M0 V M7 V
0510	Auryoheafal	B777785-A	Ag Pi	{ 3 }	(A6D+2)	[9A2E]	-	T	-	221	16	AsT5	F0 V
0608	Feakhtaihfyekh	X64245A-5	He Ni Po Fo	{ -3 }	(930+1)	[5138]	-	R	R	303	7	AsWc	F4 V
0705	Yekhiyw	E531265-7	Lo Po Tz O:0707	{ -3 }	(610-2)	[1175]	-	-	-	603	13	AsSc	G8 V M3 V
0707	Ikararl	B961A79-E	Hi	{ 3 }	(A9A+2)	[8D3C]	-	-	-	103	14	AsSc	G8 V
0709	Oikheiea	C897975-A	Hi In	{ 3 }	(B88+2)	[8C6F]	-	T	-	622	15	AsSc	F7 V
0802	Hfoiw	C863389-9	Lo	{ -1 }	(D20+1)	[734B]	-	T	-	103	9	AsT4	F2 V K8 V
0804	Yuhlaihaus	C410573-8	Ni Co	{ -2 }	(C44+1)	[2333]	-	R	-	104	10	AsSc	K3 V K6 V
0902	Soua	A630388-E	De Lo Po Ho Sa	{ 1 }	(921+2)	[546C]	-	-	-	624	13	AsT5	F0 V
0903	Ikhoa'	A10057A-E	Ni Va Lk Sa	{ 2 }	(F43-1)	[769F]	-	RT	-	522	11	AsSc	M7 V
0904	Iaorar	B410983-C	Hi In Na Co Sa	{ 4 }	(F8A+1)	[5D37]	-	T	-	133	15	AsT0	F6 V K7 V
0906	Tai'iea	B200575-D	Ni Va Co Tz	{ 2 }	(C44+1)	[763C]	-	RT	-	102	8	AsSc	M7 V
0909	Wyael	C3A888A-A	Fl Ph Tz	{ 1 }	(D7C+5)	[596F]	-	R	-	104	7	AsMw	M1 V M2 V
1001	Kikuakhteas	B666586-A	Ag Ga Ni Pr	{ 2 }	(C47-1)	[474A]	-	R	-	202	13	AsWc	G8 V M1 V
1003	Hkeahoaharl	EA85694-6	Ag Ni Ri	{ -1 }	(450+1)	[9518]	-	-	-	611	11	AsVc	G9 V
1009	Khteriykh	A400697-E	Na Ni Va	{ 1 }	(854+1)	[778E]	-	R	-	811	10	AsTv	G1 V M7 V
1102	Auleikhe	C568487-9	Ni Pa	{ -1 }	(D30-4)	[8346]	-	R	-	122	12	AsVc	K7 V
1103	Eoi	C100455-8	Ni Va Co Tz	{ -2 }	(C34+2)	[1217]	-	-	-	113	9	AsT1	M1 V M5 V
1105	Hkeiei	A200545-B	Ni Va Co Tz	{ 1 }	(A44+1)	[36A8]	-	R	-	202	9	AsTv	M8 V M9 V
1107	Eawei	C4AA64A-A	Fl Ni	{ 0 }	(956+2)	[3668]	-	-	-	202	8	AsTv	K7 V
1108	Uwao	D500585-7	Ni Va	{ -3 }	(541+1)	[3268]	-	-	-	300	11	AsWc	F7 V
1109	Aeyaea	B310796-C	Na Pi	{ 2 }	(A6B+1)	[995D]	-	-	-	104	13	AsMw	F6 V M9 V
1203	Teaiya	E896878-6	Pa Ph Pi	{ -2 }	(775+1)	[875B]	-	-	-	132	16	AsSc	K0 V K5 V
1207	Ehaoe	C7A7557-B	Fl Ni	{ 0 }	(A46+1)	[A51F]	-	R	-	720	11	AsVc	F8 IV
1209	Ktewaisarli	C578494-8	Ni Pa	{ -2 }	(B31-3)	[426B]	-	-	-	403	10	AsT9	G0 V G8 V
1303	Ei'aokheaar	B668217-A	Lo Sa	{ 1 }	(C11+1)	[638A]	-	-	-	603	11	AsMw	G9 V
1401	Asuasiy	C521945-A	He Hi In Na Po	{ 3 }	(78A+1)	[7C55]	-	R	-	210	10	AsMw	K0 V K7 V
1405	Esaow	C400755-B	Na Pi Va	{ 1 }	(768-4)	[686C]	-	R	-	301	11	AsMw	G2 V M1 V
1408	Tlakhel	C4A2365-9	Fl He Lo Tz O:1109	{ -1 }	(E20+1)	[325E]	-	-	-	533	16	AsMw	M1 V M4 V
1410	Keikheakhah	X99A68C-5	Ni Wa Fo	{ -3 }	(650+5)	[953A]	-	-	R	400	9	AsT6	K2 V
1504	Oahu	X5004A5-7	Ni Va Co Fo	{ -3 }	(233-1)	[2167]	-	-	R	412	6	AsVc	M0 V M0 V
1505	Iyhawiy	D200367-9	Lo Va Co Tz O:1105	{ -2 }	(E20-3)	[4127]	-	-	-	822	10	AsTv	M7 V
1506	Oikah	B100375-A	Lo Va Co Tz	{ 1 }	(921+1)	[546E]	-	-	-	124	15	AsSc	M8 V
1601	Heyo	D867677-6	Ag Ga Ni Ri Co Tu	{ -1 }	(855-1)	[577A]	-	-	-	630	11	AsSc	K2 V
1605	Ealreai	D310457-A	Ni Tz	{ -1 }	(635-4)	[533C]	-	-	-	502	14	AsTv	M8 V M8 V
1606	Oir	C766656-8	Ag Ga Ni Ri	{ 0 }	(656-3)	[7636]	-	-	-	711	7	AsTv	K9 V
1701	Aowirl	E200679-6	Na Ni Va Tz	{ -3 }	(650+2)	[3329]	-	-	-	201	11	AsSc	M2 V
1704	Haiesiyw	E5A457A-8	Fl Ni	{ -3 }	(743+1)	[13A6]	-	-	-	120	14	AsSc	K4 V
1706	Htiyea	A531643-C	Na Ni Po	{ 1 }	(B53-1)	[676F]	-	-	-	101	13	AsTv	G0 V M4 V
1804	Seaahtas	X644883-5	Pa Ph Pi Fo	{ -2 }	(A79+1)	[96A9]	-	R	R	930	11	AsWc	F3 V M4 V
1808	Earai'isea	A4A4387-A	Fl Lo Px	{ 1 }	(921+3)	[434A]	-	R	-	302	12	AsVc	A5 V
1809	Weualr	B200266-D	Lo Va O:1909	{ 1 }	(811+1)	[634A]	-	-	-	403	11	AsT3	K1 V
1902	Yuuaas	D4003A6-7	Lo Va	{ -3 }	(620+4)	[516B]	-	-	-	400	4	AsT8	A3 V 
1908	Oahraulow	C4A7887-A	Fl Ph Ho Tz	{ 1 }	(A78+3)	[3965]	-	-	-	102	12	AsWc	K8 V
1909	Ahuli	A876854-D	Pa Ph Pi	{ 2 }	(979+3)	[BA4F]	-	T	-	812	15	AsT3	G3 V K9 V
1910	Khaoeh	A69636A-C	Lo Sa O:1909	{ 1 }	(E21-5)	[543C]	-	-	-	324	14	AsT3	K3 V M7 V
2002	Khtoufih	B1003A8-B	Lo Va Co Tz	{ 1 }	(A21+1)	[347C]	-	T	-	310	5	AsT4	M9 V
2007	Kayokhe	C66724A-9	Ga Lo	{ -1 }	(310-3)	[22AA]	-	-	-	401	10	AsTv	K0 V M7 V
2010	Styooihter	A97A5A5-D	Ni Wa Ho Tz	{ 1 }	(C47+1)	[368E]	-	R	-	321	11	AsVc	K8 V M0 V
2101	Eayeiyreilr	B5305A9-C	De Ni Po	{ 1 }	(647-2)	[468A]	-	-	-	601	13	AsVc	K1 V
2104	Aui	B000476-A	As Ni Va	{ 1 }	(A34-1)	[754C]	-	-	-	102	11	AsSc	M1 V
2105	Khteareualroi	B8C9787-C	Fl	{ 2 }	(D67+4)	[598G]	-	-	-	233	13	AsTv	K8 V
2106	Hyorarl	C86885A-9	Pa Ph Ri	{ 1 }	(B76-4)	[5A29]	-	R	-	501	7	AsWc	K1 V
2107	Aolreahiykh	A4A6879-E	Fl Ph	{ 2 }	(B77-1)	[6A2C]	-	T	-	104	11	AsSc	G8 V K2 V
2108	Hoie'	C3109AB-9	Hi In Na Co Tz Da	{ 2 }	(884+1)	[7B3A]	-	-	A	613	14	AsVc	M0 V M4 V
2109	Hreiy	C54497B-A	Hi In	{ 4 }	(B8C+3)	[5C5E]	-	RT	-	501	6	AsSc	K1 V
2209	Faohkiy	DAC4695-9	Fl Ni Ho Tz	{ -2 }	(C53+1)	[555C]	-	-	-	831	12	AsVc	K4 V M8 V
2303	Oakhyarl	C100684-A	Na Ni Va	{ 0 }	(951-4)	[765A]	-	R	-	321	11	AsVc	F2 V M5 V
2304	Teityehi	B200595-9	Ni Va Tz	{ 0 }	(A43+1)	[9537]	-	-	-	104	12	AsVc	M5 V
2306	Yaahar	B200697-9	Na Ni Va Ho Tz	{ 1 }	(753+1)	[6657]	-	RT	-	632	16	AsTv	K3 V
2307	Uirlisah	C4A57A9-A	Fl Lk Sa	{ 1 }	(669-3)	[687B]	-	T	-	202	12	AsT6	G5 V
2402	Asuiwyoh	A200695-A	Na Ni Va	{ 1 }	(856+1)	[974C]	-	R	-	200	5	AsWc	G7 V
2404	Tailo	E720788-6	De He Na Pi Po Co	{ -2 }	(560-4)	[6594]	-	-	-	102	11	AsT1	G8 V
2407	Khasehahaih	E645675-6	Ag Ni Ho Tr	{ -2 }	(950-5)	[7568]	-	-	-	402	7	AsSc	G5 V M2 V
2408	Terouh	X874743-5	Ag Pi Fo	{ -1 }	(C68+1)	[9759]	-	-	R	224	11	AsTv	G1 V
2410	Iyryehea	C400548-A	Ni Va	{ 0 }	(B46+1)	[154A]	-	R	-	420	7	AsTv	M1 V D
2501	Hlihuil	E4A4683-8	Fl Ni Ho Lk Sa	{ -3 }	(B51+1)	[4418]	-	-	-	524	19	AsTv	F0 V
2502	Yoheaah	C31069A-A	Na Ni Co Tz	{ 0 }	(F56+1)	[B65A]	-	R	-	131	14	AsMw	M4 V
2503	Hkyeleateakhais	BAB68A7-B	Fl Ph Ho	{ 2 }	(C7B-2)	[BA7G]	-	-	-	133	10	AsVc	G6 V
2507	Eiekao	B7B8987-D	Fl Hi In	{ 4 }	(D8D-5)	[AD4B]	-	-	-	731	10	AsMw	F3 V
2605	Tyeiy	B854115-9	Lo	{ 0 }	(600+2)	[118B]	-	-	-	602	11	AsMw	F1 V
2606	Alraikao	E764858-7	Pa Ph Ri	{ -1 }	(879-2)	[49A8]	-	-	-	612	11	AsWc	K3 V
2607	Ouwe	E3A7872-8	Fl Ph	{ -2 }	(D76-2)	[C72C]	-		-	104	8	AsSc	K4 V
2608	Iykha	D8CA58A-A	Fl Ni Tz	{ -1 }	(544+1)	[645E]	-		-	202	13	AsWc	M7 V
2708	Astuwa	D89AA79-9	Hi In Wa	{ 1 }	(C9B-3)	[DB99]	-		-	423	9	AsSc	G6 V M9 V
2805	Oueatliyhra'	B576575-A	Ag Ni Co	{ 3 }	(F47-2)	[575A]	-	RT	-	813	12	AsSc	G3 V M5 V
2901	Hlearleakh	B3A7785-C	Fl Ho	{ 2 }	(E68-5)	[798F]	-	R	-	230	13	AsMw	G1 V M5 V
2902	Khtaktas	B4A5888-C	Fl Ph Co	{ 2 }	(B79-1)	[7A7E]	-	T	-	504	11	AsT2	K1 V
2904	Khoaktauhrorl	E400476-6	Ni Va Ho Sa	{ -3 }	(730-1)	[117A]	-		-	302	9	AsSc	F0 V
2910	Hiaheirl	B879974-C	Hi In	{ 4 }	(E89+4)	[8D2B]	-		-	814	14	AsSc	G5 V K2 V
3006	Uiya	A988947-E	Hi Pr	{ 4 }	(G8E-2)	[DC5G]	-	RT	-	204	10	AsTv	K4 V
3009	Yuo	A4A6373-A	Fl Lo Co Tz	{ 1 }	(F21+2)	[7357]	-	R	-	224	14	AsSc	M0 V M1 V
3102	Iylalra	D630899-7	De Na Ph Po Lk Sa	{ -2 }	(C76-1)	[8678]	-		-	612	15	AsMw	F1 V M6 V
3104	Hroiaotuihta	A310675-E	Na Ni Co	{ 1 }	(A56-1)	[778C]	-	T	-	603	13	AsSc	K9 V
3107	Uiyu'eoh	B3A8989-C	Fl Hi In Ho	{ 4 }	(88C+1)	[7D7E]	-	R	-	612	9	AsVc	F9 V
3109	Ftulraw	C510166-7	Lo Co Tz O:3107	{ -2 }	(700+1)	[1165]	-		-	322	10	AsVc	M1 V
3110	Khoiktoakhe	C899496-8	Ni	{ -2 }	(831-1)	[1296]	-		-	703	11	AsT4	K5 V M6 V
3201	Auaiy	C666265-8	Ga Lo Fr O:Stai-0240	{ -2 }	(C10+2)	[2146]	-		-	134	17	AsT2	M0 V
3202	Toihkea	E7B6A7A-9	Fl Hi In Sa	{ 1 }	(796+2)	[9B78]	-		-	312	6	AsSc	K1 V M2 V M9 V
3204	A'iyoi	C77673A-8	Ag Pi Co Tu	{ 0 }	(969-3)	[696C]	-	R	-	701	14	AsMw	G4 V M4 V
3205	Hkewahorl	C764368-6	Lo Ho Tr O:3107	{ -2 }	(420+1)	[1125]	-		-	310	6	AsVc	G3 V M6 V
3206	Akhei	C410659-B	Na Ni	{ 0 }	(456+1)	[566B]	-	R	-	102	7	AsWc	G1 V
3208	Sealrakhehkeil	C577368-9	Lo O:3107	{ -1 }	(D20+1)	[138A]	-		-	231	12	AsVc	F5 V M6 V
3209	Hrokha	E400753-9	Na Pi Va	{ -1 }	(868+1)	[979E]	-		-	101	12	AsMw	G7 V M1 V
0111	Eawua	C86548C-9	Ga Ni Pa Da	{ -1 }	(B35-2)	[643C]	-		A	102	11	AsVc	K9 V
0114	Eaiaye	D688318-5	Lo Co	{ -3 }	(620+3)	[21A7]	-		-	534	18	AsT0	G2 V M5 V
0115	Hretiteakh	C30097B-B	Hi In Na Va Co Tz	{ 3 }	(B8E-2)	[8C1G]	-		-	202	11	AsSc	M9 V
0119	Aweikh	C310973-C	Hi In Na Lk Sa	{ 3 }	(C8B+4)	[AC1C]	-		-	212	13	AsSc	K6 V
0211	Aoruirohao	A200596-C	Ni Va Sa	{ 1 }	(543+2)	[A65E]	-	R	-	401	12	AsMw	M5 V
0212	Weawuirlelr	D200148-6	Lo Va	{ -3 }	(500+5)	[1136]	-		-	502	11	AsTv	K8 V M7 V
0218	Hfaukha	C9785A7-9	Ag Ni Tz	{ 0 }	(B43+1)	[668A]	-	T	-	620	7	AsT8	M1 V M8 V
0314	Oileiy	DA65983-8	Hi Pr Ho Tz	{ -1 }	(98B-3)	[8A6B]	-	T	-	314	9	AsT0	K2 V
0315	Uiaktiy	B551394-9	Lo Po Co	{ 0 }	(720-2)	[134D]	-	T	-	130	14	AsT6	F4 V M5 V
0320	Eareheal	C775698-8	Ag Ni Tz	{ -1 }	(953+3)	[674D]	-	T	-	202	10	AsT6	G4 V
0411	Ourlya	A6A548C-B	Fl Ni Tz Da	{ 1 }	(835+3)	[3569]	-	R	A	102	8	AsVc	M7 V
0413	Khaoiaoeah	D310167-6	Lo Tz O:0613	{ -3 }	(C00-1)	[1118]	-		-	501	10	AsVc	M7 V
0418	Hkehi	C300213-8	Lo Va Co	{ -2 }	(710-3)	[214A]	-		-	403	15	AsSc	K0 V
0515	Uaharleal	B9A4533-B	Fl Ni Fr	{ 1 }	(946+1)	[164C]	-	R	-	401	10	AsMw	M0 V M8 V
0518	Weseeaw	B953977-C	Hi Po	{ 3 }	(88D+4)	[6C5F]	-	T	-	310	9	AsSc	G9 V
0613	Aselahruil	A4A9999-E	Fl Hi In Ho Tz	{ 4 }	(A8D-3)	[9D7D]	-	R	-	203	8	AsVc	K9 V
0617	Khohiktiyai	B643166-B	Lo Po O:0518	{ 1 }	(A01+3)	[127C]	-		-	403	10	AsSc	F9 V
0619	Tlauriys	D7869AA-8	Ga Hi Pr Da	{ -1 }	(A87-4)	[8AAD]	-		A	601	7	AsVc	G1 V M7 V
0711	Khteahehau	E799488-8	Ni Sa	{ -3 }	(B30-2)	[5248]	-		-	103	14	AsMw	A4 V
0718	Ifteaoukh	C544687-8	Ag Ni	{ -1 }	(954+2)	[9649]	-	R	-	211	11	AsVc	G1 V
0719	Hfyaryehoikhe	B100887-D	Na Ph Pi Va Co	{ 2 }	(87A-1)	[BA5E]	-		-	702	13	AsTv	G8 V
0812	Saiwileirl	C98A59C-A	Ni Pr Wa Tz Da	{ 0 }	(944-3)	[457D]	-		A	521	11	AsTv	M3 V
0813	Oauhyoo	A9B7479-B	Fl Ni	{ 1 }	(G35+3)	[856A]	-	R	-	534	18	AsSc	G9 V
0815	Eaaihal	C697488-9	Ni Pa	{ -1 }	(732-2)	[5339]	-		-	900	3	AsVc	G0 V M2 V
0819	Eahaukheaa	CAB9264-6	Fl Lo O:0719	{ -2 }	(810-1)	[1148]	-		-	503	9	AsTv	F3 V
0820	Yoil	D200747-8	Na Pi Va Co Tz	{ -2 }	(864-4)	[9759]	-		-	802	14	AsWc	F6 V M1 V
0916	Khtawui	E778478-5	Ni Pa Co	{ -3 }	(631+4)	[2148]	-		-	400	9	AsSc	G5 V M7 V
0919	Areah	BAA8164-9	Fl Lo Ho Tz O:0719	{ 0 }	(900+4)	[1117]	-		-	131	13	AsTv	K3 V
0920	Yarloil	E630587-8	De Ni Po Lk Sa	{ -3 }	(C40-3)	[1369]	-		-	700	5	AsT6	M0 V M3 V
1011	Waaliyrleis	D410213-6	Lo Ho Sa	{ -3 }	(510+2)	[1175]	-		-	102	14	AsSc	F5 V
1016	Reahye	A686859-D	Ga Pa Ph Ri	{ 3 }	(B77-2)	[AB8D]	-	R	-	122	17	AsVc	G1 V
1113	Yafye	D4A8587-9	Fl Ni Tz	{ -2 }	(C42-2)	[533A]	-		-	123	10	AsT1	M1 V
1117	Tlewosei	C410386-6	Lo Tz	{ -2 }	(320-2)	[3157]	-		-	810	10	AsWc	M4 V M8 V
1212	Ehalr	C566598-9	Ag Ni Pr	{ 0 }	(E46-1)	[262C]	-	R	-	833	11	AsMw	F2 V M6 V M8 V
1215	Eaiyiyw	B654597-B	Ag Ni	{ 2 }	(A46+1)	[573G]	-	R	-	423	10	AsVc	K4 V M7 V
1220	Oiktee	C89A776-A	Pi Wa	{ 1 }	(963-1)	[687F]	-		-	100	7	AsSc	K0 V
1313	Teoiye	D200264-6	Lo Va Tz O:1514	{ -3 }	(910-1)	[1166]	-		-	402	6	AsSc	M7 V
1316	Htokhta	A100585-D	Ni Va Ho	{ 1 }	(D45-1)	[762F]	-		-	232	15	AsWc	F7 V
1319	Eiterawaolr	E797A78-7	Hi In Co Tu	{ 0 }	(794+1)	[CA8B]	-		-	233	10	AsSc	G4 V M4 V
1412	A'oul	A740367-B	De He Lo Po O:1514	{ 1 }	(J21+1)	[544D]	-		-	833	10	AsSc	G8 V
1413	Layu'	B400367-B	Lo Va Co Tz O:1514	{ 1 }	(921+2)	[246B]	-	R	-	102	11	AsSc	M0 V
1414	Eikhetral	C300679-A	Na Ni Va Co	{ 0 }	(C53+1)	[969A]	-	T	-	122	14	AsSc	F4 V M5 V
1415	Airoilyer	B5A9165-9	Fl Lo Fr Lk Sa O:1514	{ 0 }	(H00+1)	[117A]	-		-	223	8	AsSc	M6 V
1420	Oaeah	B677776-A	Ag Pi	{ 3 }	(869-3)	[AA59]	-		-	231	14	AsSc	K9 V M6 V
1511	Aihaoaeaw	E300747-7	Na Pi Va	{ -2 }	(C62+1)	[A519]	-		-	502	12	AsTv	K5 V M3 V
1514	Kteihaulyeh	A87757A-C	Ag Ni	{ 2 }	(E44+1)	[778A]	-		-	523	13	AsSc	G2 V
1611	Asoui	E666394-7	Ga Lo Ho Tr	{ -3 }	(920-3)	[2166]	-		-	102	10	AsVc	G4 V M2 V
1612	Kaika	A552833-C	Ph Po Co	{ 2 }	(97E+1)	[CA7C]	-	R	-	111	11	AsMw	K3 V
1615	Aliwiykh	C000453-A	As Ni Va Co	{ 1 }	(934+1)	[543D]	-	RT	-	604	10	AsTv	M5 V M7 V
1619	Ihiyh	C65936C-8	Lo O:1420	{ -2 }	(920+3)	[4176]	-		-	803	10	AsSc	G4 V M2 V
1620	Aileahyow	C597685-8	Ag Ni	{ -1 }	(C54-4)	[A72D]	-		-	101	5	AsT9	K5 V
1712	Eisa	C7B7849-9	Fl Ph Co Lk Sa	{ 0 }	(C77-1)	[995E]	-		-	714	18	AsVc	G8 V M1 V
1715	Oairai	B400643-B	Na Ni Va Ho	{ 1 }	(F52+3)	[475C]	-	R	-	132	14	AsTv	G2 V
1716	Yaikhiyei	B4A5367-9	Fl Lo Px Fr	{ 0 }	(920-1)	[4349]	-		-	302	9	AsTv	M9 V
1718	Ektaoih	A300368-E	Lo Va Co Lk Sa O:1918	{ 1 }	(B21-2)	[547A]	-		-	502	5	AsSc	K6 V M7 V
1812	Stiwirl	C76836A-9	Lo Tz O:1912	{ -1 }	(320+4)	[537C]	-		-	110	9	AsSc	M2 V
1817	Tyuhaoiy	E6466A6-6	Ag Ni	{ -2 }	(A51-5)	[7539]	-		-	604	15	AsVc	M1 V
1818	Iysaikh	D310A85-C	Hi In Na	{ 2 }	(C96+3)	[6C1D]	-		-	304	12	AsWc	G7 V 
1912	Tlaeiha	B554A75-C	Hi Fr	{ 3 }	(C99-4)	[9D2A]	-	R	-	100	6	AsSc	M8 V
1918	Towarl	C4A6978-A	Fl Hi In	{ 3 }	(68D+3)	[8C6E]	-		-	400	10	AsSc	K6 V
1920	Hasteakhyehea	E565684-5	Ag Ni Ri	{ -1 }	(850-3)	[9539]	-		-	112	12	AsT5	K1 V M1 V
2011	Arleeah	C55316C-6	Lo Po O:1912	{ -2 }	(800+3)	[1189]	-		-	521	13	AsSc	G3 V
2014	Ku'al	X610000-0	Ba Co Tz Fo	{ -3 }	(700-5)	[0000]	-		R	001	11	AsXX	M1 V
2016	Ahfarleh	D553677-6	Ni Po	{ -3 }	(350+5)	[A46B]	-		-	801	8	AsSc	K1 V
2019	Aaokhais	C630687-9	De Na Ni Po Tz	{ -1 }	(B51+2)	[666C]	-	R	-	131	16	AsMw	M9 V
2112	Hteahoieh	C7A9783-9	Fl Fr	{ 0 }	(868+4)	[673A]	-	R	-	202	10	AsWc	M6 V
2211	Khikhtuiwarleah	D68A384-9	Lo Wa Co	{ -2 }	(720-3)	[1278]	-		-	604	9	AsVc	F9 V
2218	Ihtailaohirl	B585486-9	Ni Pa Co	{ 0 }	(934+3)	[641A]	-	R	-	202	7	AsVc	K2 V
2311	Hriylau	C644315-6	Lo	{ -2 }	(620+1)	[311B]	-		-	201	12	AsSc	F8 V G4 V
2411	Htiaoi	B100686-C	Na Ni Va Tz	{ 1 }	(C56-4)	[7719]	-	T	-	103	8	AsT4	F6 V K3 V M3 V
2413	Kahiyeir	X8A4000-0	Ba Fl Tz Fo	{ -3 }	(800-5)	[0000]	-		R	022	13	AsXX	M1 V M3 V
2419	Waearloia	B775238-B	Lo Ho Tr	{ 1 }	(D11+2)	[131G]	-	R	-	102	8	AsMw	G0 V
2420	Eaheayo'	B100494-9	Ni Va Ho	{ 0 }	(736-1)	[9466]	-		-	600	9	AsMw	G9 V M5 V
2519	Iao	D65454B-7	Ag Ni	{ -2 }	(C42+4)	[957A]	-	R	-	611	8	AsMw	G3 V
2520	Eales	C674556-7	Ag Ni Co Tu Sa	{ -1 }	(943+1)	[6463]	-	R	-	532	13	AsMw	G9 V K7 V
2611	Tiiauh	E000959-9	As Hi In Na Va	{ 1 }	(88A+2)	[6AAC]	-		-	902	13	AsWc	G2 V
2612	Yokhtiy	C559659-9	Ni Ho	{ -1 }	(953+2)	[255A]	-		-	130	12	AsMw	G6 V M3 V
2617	Earyae	A7A7584-D	Fl Ni Sa	{ 1 }	(D42-2)	[261G]	-		-	434	13	AsWc	K3 V
2618	Khtea	B86621B-A	Ga Lo	{ 1 }	(B11+2)	[134C]	-		-	902	9	AsT2	F1 V
2711	Yoa	C573497-9	Ni Co	{ -1 }	(F34-2)	[432C]	-		-	133	12	AsWc	G8 V M2 V
2813	Khteie	C873647-8	Ni	{ -2 }	(A54+1)	[761C]	-		-	112	10	AsTv	G3 V M4 V
2817	Oieas	A200587-E	Ni Va Tz	{ 1 }	(A44+2)	[464B]	-	R	-	402	12	AsMw	M7 V
2818	Seheharl	B310496-B	Ni Ho Tz	{ 1 }	(G35+3)	[1527]	-	T	-	533	16	AsT2	K2 V
2914	Eleia	C400787-A	Na Pi Va Ho	{ 1 }	(665+1)	[286B]	-	R	-	111	8	AsWc	G8 V M3 V
2916	Failatyeui	B9A5385-8	Fl Lo Tz	{ 0 }	(A20+1)	[1214]	-	RT	-	222	14	AsTv	M3 V
3012	Oiliyl	C4A158C-B	Fl He Ni Da	{ 0 }	(642+2)	[757D]	-		A	503	15	AsT1	K3 V M1 V
3017	Oiaia	E676212-4	Lo	{ -3 }	(810+1)	[5174]	-		-	123	17	AsVc	K6 V
3111	Ewihuikh	C521474-A	He Ni Po Co	{ 0 }	(834-2)	[241B]	-		-	411	7	AsSc	K7 V
3114	Khoioilaw	C4A8448-9	Fl Ni Tz	{ -1 }	(832+1)	[6359]	-	R	-	301	8	AsMw	M2 V M4 V
3115	Ohe	E979367-8	Lo O:3215	{ -3 }	(D20-3)	[3116]	-		-	313	14	AsT7	F0 V
3118	I'ao	E20035A-7	Lo Va Tz	{ -3 }	(420-1)	[3166]	-		-	200	7	AsMw	M5 V M8 V
3119	Urorl	B6997A5-B	Pi	{ 2 }	(767+1)	[694D]	-	R	-	902	12	AsVc	F6 V
3215	Kearaul	A89A5A7-A	Ni Tz Wa	{ 1 }	(844+1)	[262A]	-	T	-	901	7	AsT7	K5 V M8 V
3220	Kiy	E58355A-5	Ni Pr Ho	{ -3 }	(A40-3)	[4258]	-		-	602	9	AsT3	G3 V
0121	Liywih	A754695-B	Ag Ni Sa	{ 2 }	(856+2)	[7827]	-	R	-	401	7	AsWc	G0 V
0122	Troi'	E200659-8	Na Ni Va	{ -3 }	(B50+3)	[6354]	-		-	133	14	AsTv	K2 V
0124	Oia'a	C520187-A	De He Lo Po	{ 0 }	(B00-3)	[112B]	-		-	222	10	AsT6	G1 V
0128	Aoiy	D10049A-6	Ni Va Co	{ -3 }	(731-4)	[5148]	-		-	614	9	AsWc	K0 V
