# From Yahoo Kaa G!'kul working group by Mike McKeown
# josh 2009-05-11: Updated copy provided
# josh 2009-06-11: Added spaces between Z and BPG
# josh 2012-03-19: Fixed Gov/Law levels for Kk worlds:
# -'xikrar       2310 C66856Q-A    Ag                  123 Kk F0 V M2 V
# +'xikrar       2310 C66853A-A    Ag                  123 Kk F0 V M2 V
# -Guut          2116 B54857Q-A                        003 Kk K6 V M3 V
# +Guut          2116 B54853A-A                        003 Kk K6 V M3 V
# -Kulaarr       2319 EA8A47Q-9    Wa                  123 Kk M1 V
# +Kulaarr       2319 EA8A43A-9    Wa                  123 Kk M1 V
# -Guurr!'rr     2131 D4836KR-A  O Ni Ri               603 Kk M6 V
# +Guurr!'rr     2131 D48369A-A  O Ni Ri               603 Kk M6 V
# josh 2020-10-25: Replaced Lishun Suugugki with SELK
#
# Chris Griffen obtained the updated UWPs and statistics and ran them through the T5ify
# tool at https://travellermap.com/res/t5ss/t5ify.html using the T5 Tab delimited option.
# Updated the stellar data, removing all non-white dwarves (e.g., stars qualified as
# F3 D and similar), and adding white dwarves to the following systems to establish
# a similar ratio to the systems of other established Traveller sectors:
# 0134	Ide	  E5A0436-6		He Ni		625	Cr	F8 III D
# 0915	Enlesodi  B639344-C		Lo		602	Up	K1 III M4 V D
# 1134	Bastion	  C0008CF-8		As Va Ph Na Pi	825	NaXX	F6 II M4 V D
# 2036	Royrehk	  B527766-B		Pi O:1939	100	Hv	K9 II D
# 2601	Tharar	  B435746-9				500	Lx	F0 II K8 V D
# 3017	Kuur	  B40021A-9	K	Va Lo		203	Kk	K6 III D
#
# Changed all alliegances of NaAs to NaXX per Joshua Bell's instruction that those are
# erroneous. No independent Aslan worlds should be present in the sector.
#
# Based on Leroy Guatney's work at
#
# http://home.earthlink.net/~ngc5139/FDA/

Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
0425	Osho	A1308CD-D	N	De Ph Na Po		300	NaXX	M1 V M8 V	{ 2 }	(976+0)	[3A8B]		9
0427	Utre	B310836-A	N	Ph Na Pi		504	NaXX	K6 V M2 V	{ 2 }	(C76-1)	[6A1C]		16
0430	Gronitcan	A4309CD-D	N	De Hi Na Po		603	Cr	M0 V	{ 3 }	(E8C+1)	[9C2D]		7
0436	Getin	C1009AB-8		Va Hi Na In		623	Cr	K5 V	{ 1 }	(E8C+0)	[EA98]		11
0438	Inpe	C8A6566-5		Fl Ni O:0735		500	Cr	M4 V	{ -2 }	(A42-3)	[7347]		10
0501	Sheo	A333546-F	N	Ni Po		414	NaXX	G0 V	{ 1 }	(E45-5)	[364D]		14
0504	Wawhont	C6A4333-8		Fl Lo		624	Up	F2 V G2 V	{ -2 }	(D21-1)	[1178]		14
0505	Gesa	E3306A9-7		De Ni Na Po		313	Up	M7 V	{ -3 }	(850+3)	[6335]		12
0507	Emisoue	B436667-8		Ni O:0907		200	Up	M1 V	{ -1 }	(B55+0)	[5587]		5
0508	Tedoex	D4738AD-3		Ph Pi		103	Up	K3 V	{ -2 }	(476+0)	[B664]		14
0510	Sowe	E887763-6		Ga Ag Ri Mr		410	NaXX	A3 V	{ 0 }	(868+0)	[7768]		9
0511	Mondave	E889668-3		Ni Ri Mr		414	NaXX	K2 V M3 V	{ -2 }	(C50+0)	[8486]		12
0515	Beao	E331000-0		Ba Po		011	Mp	K8 V	{ -3 }	(800+0)	[0000]		11
0522	Larstir	C784665-4		Ni Ag Ri O:0223		511	NaXX	M5 V	{ 0 }	(552-3)	[9615]		6
0523	Tramcortrand	A54A9BF-F		Wa Hi In		400	NaXX	K7 V K8 V	{ 4 }	(58C+2)	[7DAD]		10
0524	Shelohelegh	C9A3103-8		Fl Lo		404	NaXX	M0 V M6 V	{ -2 }	(B01-5)	[1188]		12
0529	Odthallgos	C501235-A		Ic Va Lo		600	Cr	M2 V M9 V	{ 0 }	(A11-3)	[123A]		8
0531	Fibonoide	X32759B-1		Ni		802	Cr	M9 V M2 V	{ -3 }	(242+2)	[2221]		11
0535	Shandasexo	C563635-5		Ni Ri		300	Cr	G2 V K2 V	{ -1 }	(B55+0)	[4544]		5
0537	Onou	E596000-0		Ba		023	NaXX	A8 V	{ -3 }	(400-3)	[0000]		12
0539	Triror	B210346-D		Lo		504	NaXX	K3 V	{ 1 }	(821+4)	[444J]		10
0540	Farget	C654255-8		Lo		100	NaXX	M8 V	{ -2 }	(511+4)	[1125]		3
0601	Aceeciss	X771863-0		He Ph Pi Mr	R	801	NaXX	K0 V	{ -2 }	(873+2)	[8641]		9
0602	Bagathio	C596640-7		Ni Ag		401	NaXX	M7 V F9 V	{ -1 }	(354-2)	[954B]		10
0603	Caworo	B424338-C		Lo		823	Up	G5 V F9 V	{ 1 }	(C21-1)	[445A]		12
0607	Exlen	E574210-5		Lo		224	Up	G8 V M0 V	{ -3 }	(911-3)	[6138]		17
0609	Endaati	E230755-5		De Na Po		810	Up	A4 V	{ -2 }	(666+1)	[9516]		7
0611	Elge	C675243-6		Lo		701	Up	M0 V M3 V	{ -2 }	(711-2)	[1186]		10
0616	Honcin	E95949C-5		Ni		503	NaXX	K0 V M2 V	{ -3 }	(532+5)	[3157]		8
0618	Kesa	C466784-5		Ag Ri		423	NaXX	M6 V	{ 1 }	(B68-2)	[8871]		16
0621	Chengibin	B598484-6	N	Ni Pa		304	NaXX	G6 V	{ -1 }	(634+3)	[3347]		11
0622	Etcadonsi	C461AB8-C		Hi		700	NaXX	M1 V	{ 2 }	(499+3)	[5C3C]		6
0626	Encho	B8B37CB-6	NS	Fl		103	NaXX	M3 V M9 V	{ 1 }	(66B+2)	[5894]		12
0627	Bobevanen	C874434-7		Ni Pa		524	NaXX	G8 V	{ -2 }	(432-2)	[5264]		12
0629	Etou	C100698-7		Va Ni Na		514	Cr	A1 V G2 V	{ -2 }	(A50+4)	[6489]		10
0630	Thondgonkas	C98A473-A		Wa Ni		323	Cr	M7 V M0 V	{ 0 }	(D32-4)	[445E]		11
0632	Irstonfusi	E4509CC-4		De Hi Po		300	Cr	M3 V M0 V	{ -1 }	(786+0)	[C848]		9
0635	Odoregha	D6A4887-6		Fl Ph		301	Cr	M4 V	{ -2 }	(C74-1)	[8647]		7
0638	Nana	D998579-5		Ni Ag		502	NaXX	M7 V	{ -2 }	(840-1)	[7376]		7
0639	Ldona	D768745-6		Ag Ri		301	HvFd	M0 V	{ 0 }	(86A+0)	[8772]		10
0701	Staves	C545346-6		Lo		201	NaXX	M9 V	{ -2 }	(521+2)	[6154]		10
0704	Letaxeinesan	C553335-6		Lo Po		700	Up	K8 V	{ -2 }	(A21+1)	[8182]		10
0706	Thaacane	B755753-7		Ga Ag		324	Up	F1 V K1 V	{ 1 }	(866+4)	[687B]		13
0708	Benattun	B320613-B	NS	De He Ni Na Po		534	Up	G7 V	{ 2 }	(H57-1)	[782A]		18
0710	Fonagiack	B79A67B-8		Wa Ni		203	Up	M3 V M0 V	{ -1 }	(B50+2)	[7554]		8
0712	Doi	A210511-C		Ni		702	Up	A5 V	{ 1 }	(846-2)	[564C]		15
0714	Fopetowan	A5757AA-C	N	Ag Pi		411	Up	K3 V	{ 3 }	(E6A-3)	[2A69]		15
0716	Malodaet	C496213-9		Lo		401	NaXX	M1 V M2 V	{ -1 }	(411+1)	[31A8]		9
0717	Kekenan	E567487-7		Ni Pa		204	NaXX	G0 V	{ -3 }	(830-2)	[1167]		14
0719	Loutet	E485677-2		Ni Ag Ri		304	NaXX	M8 V	{ -1 }	(655-2)	[1542]		9
0722	Whondafouly	A78A786-E		Wa Ri		600	NaXX	M3 V K2 V	{ 3 }	(966-4)	[4A8K]		10
0724	Vessa	D356511-7		Ni Ag		223	Cr	F2 V	{ -2 }	(440+0)	[5346]		14
0725	Frotharwo	A662686-C		Ni Ri		301	Cr	M4 V	{ 2 }	(854+0)	[282A]		12
0727	Ono	EAB5558-4		Fl Ni		521	Cr	M7 V	{ -3 }	(C40-1)	[2247]		12
0728	Anen	B1008C9-D	N	Va Ph Na Pi		411	Cr	K5 V	{ 2 }	(A77+0)	[9A69]		10
0731	Yiotac	D968773-6		Ag Ri		700	Cr	K2 V M7 V	{ 0 }	(A65+0)	[6736]		11
0732	Lifraht	X334311-5		Lo	R	300	Cr	M5 V	{ -3 }	(921-4)	[3151]		8
0733	Ouldfed	B776321-B		Lo		923	Cr	F8 V K6 V	{ 1 }	(C21+1)	[643C]		17
0734	Yorse	EAA7789-7		Fl		300	Cr	G4 V M7 V	{ -2 }	(461-3)	[C545]		4
0735	Brieri	B221A88-D		Hi Na In Po		102	Cr	K1 V	{ 4 }	(D99+0)	[9E7B]		10
0738	Rodihs	A574855-B	K	Ph Pa Pi		900	HvFd	M9 V G9 V	{ 2 }	(578-4)	[6A97]		6
0740	Naner	E898502-4		Ni Ag		601	HvFd	M6 V	{ -2 }	(A41+1)	[5375]		11
0801	Sheteraho	E66AA89-7		Wa Hi		304	NaXX	M0 V	{ -1 }	(899+3)	[5958]		12
0803	Aipatu	C437763-7		Mr		500	NaXX	M8 V	{ -1 }	(C65+3)	[7637]		9
0806	Abat	A865655-D		Ga Ni Ag Ri		100	Up	G6 V	{ 3 }	(B54+0)	[B93E]		6
0810	Onebou	C53757A-8		Ni		114	Up	M5 V	{ -2 }	(C40-3)	[1357]		17
0812	Cani	A97A301-C	N	Wa Lo		214	Up	K2 V M3 V	{ 1 }	(C21+4)	[548C]		13
0813	Miwa	A664778-A	N	Ag Ri		300	Up	M4 V M0 V	{ 4 }	(B6B+5)	[7B48]		10
0814	Ahta	B557658-6		Ni Ag		823	Up	A2 V	{ 0 }	(756+0)	[9654]		10
0817	Folorbars	A620522-C	N	De He Ni Po		724	NaXX	F4 V	{ 1 }	(E47-2)	[865E]		14
0819	Lehtgun	B998243-7		Lo		100	NaXX	K9 V	{ -1 }	(511-2)	[4175]		7
0822	Etatondens	C656796-8		Ga Ag		400	NaXX	M7 V	{ 0 }	(868+5)	[774C]		6
0823	Tharo	E766500-3		Ga Ni Ag Pr		400	NaXX	K6 V	{ -2 }	(743+2)	[5391]		11
0826	Dyrjah	D678698-6		Ni Ag		111	Cr	G8 V M2 V	{ -2 }	(850-2)	[5478]		12
0827	Irsat	A664620-A		Ni Ag Ri		934	Cr	G0 V	{ 3 }	(H58+0)	[9956]		14
0830	Iro	C463402-6		Ni		610	Cr	K6 V	{ -2 }	(831+1)	[1234]		8
0833	Yeip	C300224-B	S	Va Lo		400	Cr	M1 V M2 V	{ 0 }	(811-2)	[2266]		9
0836	Brewan	CAA8530-6		Fl Ni		523	NaXX	G1 V K4 V	{ -2 }	(640+5)	[7369]		16
0837	Thaahawe	B494787-7		Ag Pi		620	NaXX	K5 V	{ 1 }	(666-1)	[6839]		8
0839	Bilyum	D445564-8		Ni Ag O:0738		724	HvFd	A9 V K9 V	{ -2 }	(E44+2)	[2377]		19
0840	Werse	E444726-3		Ag Pi (minor)	A	601	HvFd	G5 V M8 V	{ -1 }	(A66+4)	[9651]		7
0903	F'Gose	E457314-4		Lo		300	NaXX	M7 V	{ -3 }	(A21-5)	[2167]		6
0905	Chifasele	B5538A9-A	NS	Ph Po		901	Up	G0 V M6 V	{ 3 }	(678-1)	[8B8B]		9
0906	Aratir	E7A8246-6		Fl Lo		403	Up	F4 V M2 V	{ -3 }	(311-3)	[1113]		12
0907	Ate	A9D7201-F		Lo		823	Up	M3 V	{ 1 }	(C11+0)	[234J]		13
0910	Foukorlende	D9C6452-8		Fl Ni		204	Up	M3 V M6 V	{ -3 }	(D33-5)	[1157]		14
0913	Essa	D734689-5		Ni		900	NaXX	G5 V	{ -3 }	(652+0)	[8355]		5
0914	Shader	C555766-4		Ag O:0907		200	NaXX	A7 V M4 V	{ 0 }	(B69-1)	[9713]		5
0915	Enlesodi	B639344-C		Lo		602	Up	K1 III M4 V D	{ 1 }	(821-1)	[248E]		9
0917	Perkind	B202885-9		Ic Va Ph Na Pi		502	NaXX	M6 V M3 V	{ 1 }	(578+1)	[A92B]		8
0919	Eda	D451873-3		Ph Po		501	NaXX	G6 V M9 V M0 V	{ -2 }	(B73-2)	[B648]		10
0920	Oxennanaeng	E734432-6		Ni		103	NaXX	M2 V	{ -3 }	(730+3)	[3156]		9
0922	Todat	A100100-F		Va Lo		911	NaXX	F4 IV K3 V	{ 1 }	(701+1)	[126E]		10
0923	Etasamor	B11077B-C		Na Pi		502	NaXX	K4 III M5 V M3 V	{ 2 }	(A6A+0)	[991E]		9
0924	Pedwouxshere	B522301-D	N	He Lo Po		720	NaXX	K8 II	{ 1 }	(A21-2)	[14AD]		15
0925	Pecang	C400673-A		Va Ni Na		503	Cr	K3 V K9 V	{ 0 }	(855+2)	[665C]		10
0927	Shifotler	C00068A-6		As Va Ni Na		403	Cr	F6 V K7 V	{ -2 }	(451+1)	[8427]		8
0930	Ien	A747620-7		Ni Ag		904	Cr	A5 V	{ 0 }	(353+5)	[7629]		11
0931	Regal	A974A86-C	N	Hi In		412	Cr	K4 V	{ 4 }	(A9G-3)	[5E6E]		13
0934	Kolak	B899745-A		Pi		600	NaXX	K3 V M8 V	{ 2 }	(567+1)	[399A]		12
0935	Phlirn	C340432-5		De He Ni Po		522	NaXX	G5 V	{ -2 }	(532-1)	[82A6]		16
0937	Nexipor	C633405-7	M	Ni Po		901	HvFd	K1 V M7 V	{ -2 }	(530+0)	[5244]		8
0938	Kelpin	D238662-7		Ni (minor) O:0738	A	224	HvFd	M8 III M8 V	{ -3 }	(851-1)	[5378]		15
0939	Axiferal	C536211-5		Lo		524	HvFd	A5 IV	{ -2 }	(C11+0)	[1156]		9
1004	Aurkitu	C767564-5		Ga Ni Ag Pr Mr		324	Up	A0 V M5 V	{ -1 }	(B41-1)	[4448]		14
1009	Ossleng	B695730-7	NS	Ag Pi		723	Up	M6 V	{ 2 }	(56B+0)	[7929]		11
1011	Ildi	B120840-C		De Ph Na Pi Po		403	Up	A1 V G5 V G5 V	{ 2 }	(876+1)	[7A9B]		13
1012	Pliake	C525337-7		Lo		514	Up	G7 V K5 V	{ -2 }	(521+1)	[1176]		12
1017	Luto	B31387A-8		Ic Ph Na Pi		400	Yc	M1 V K4 V	{ 0 }	(77A+4)	[683D]		13
1018	Ragre	D210697-3		Ni Na		304	Yc	G6 V	{ -3 }	(850-3)	[7366]		13
1019	Vomins	E361000-0		Ba		020	Yc	M9 V M5 V	{ -3 }	(B00+2)	[0000]		9
1022	Awfexou	C445789-7		Ag Pi		313	NaXX	M1 V M4 V	{ 0 }	(568+4)	[9724]		14
1025	Caghe	B541410-7		He Ni Po		302	Cr	M7 V	{ -1 }	(330+2)	[436A]		14
1029	Frie	C596536-8		Ni Ag		223	Cr	M2 V	{ -1 }	(A44-3)	[3455]		14
1030	Shee	E675666-3		Ni Ag O:1330		902	Cr	M8 V	{ -2 }	(752-1)	[6441]		14
1031	Squire	C979363-6		Lo O:0931		810	Cr	K6 V	{ -2 }	(621-2)	[2143]		14
1036	Lufoof	C8C5853-5		Fl Ph	A	412	HvFd	G9 V	{ -1 }	(A79+0)	[7775]		12
1038	Oxspere	X648627-2		Ni Ag (minor)	R	502	HvFd	F9 V	{ -2 }	(B50-5)	[7412]		8
1039	Paf	E567746-5		Ag Ri		502	HvFd	K6 V K2 V	{ 0 }	(864-1)	[7794]		9
1101	Ostrouspen	E8C3000-0		Fl Ba		010	NaXX	G4 V	{ -3 }	(500+4)	[0000]		7
1103	Erissotrine	E66A000-0		Wa Ba		024	NaXX	G7 V	{ -3 }	(600+0)	[0000]		16
1106	Aced	B5118BD-8	NS	Ic Ph Na Pi		120	Up	G4 V	{ 1 }	(977-4)	[894A]		5
1107	Shareendo	B212200-9	NS	Ic Lo		521	Up	F2 V K2 V	{ 1 }	(711+1)	[1379]		10
1108	Thengo	B5586AB-7		Ni Ag		300	Up	M6 V	{ 0 }	(751+0)	[6656]		9
1111	Assohe	C62A636-9		Ni		800	Up	F6 V M2 V	{ -1 }	(851+3)	[9558]		12
1112	Sifi	C886552-7		Ga Ni Ag Pr		700	Up	M0 V	{ -1 }	(640+3)	[A467]		9
1114	Euse	E300210-7		Va Lo		602	Up	M8 V	{ -3 }	(B11-3)	[3169]		6
1118	Bemore	E421656-8		He Ni Na Po		525	Yc	M2 V M3 V	{ -3 }	(G50-1)	[8368]		16
1120	Coreeedo	A679A7B-C		Hi In		113	Yc	M1 V	{ 4 }	(E99+0)	[9E4D]		12
1121	Trowona	E539A86-A		Hi		703	Yc	M6 V	{ 1 }	(D93+1)	[CB5A]		9
1122	Taer	C255649-9		Ni Ag		401	Yc	M0 V	{ 0 }	(A51+0)	[9618]		11
1123	Frilete	C534125-9		Lo		900	Yc	K1 III M9 V	{ -1 }	(401-5)	[2137]		10
1124	Hidtan	A627341-9	NS	Lo		403	NaXX	K3 V	{ 1 }	(C21+1)	[546C]		16
1127	Erewari	C875596-9		Ni Ag		603	Cr	M3 V M1 V	{ 0 }	(944+1)	[653D]		12
1129	Esou	C553400-7		Ni Po		700	Cr	K7 V M7 V	{ -2 }	(230-3)	[8277]		5
1133	Dusk	D589569-5		Ni Pr Mr		600	NaXX	G7 V	{ -3 }	(940+5)	[4225]		9
1134	Bastion	C0008CF-8		As Va Ph Na Pi		825	NaXX	F6 II M4 V D	{ -1 }	(F76-1)	[B766]		17
1136	Onnur	E510732-7		Na Pi		700	HvFd	F3 V M3 V	{ -2 }	(A64-1)	[9536]		11
1140	Micomicon	B966753-A		Ag Ri		721	HvFd	G5 V M8 V	{ 4 }	(96F+1)	[7B2D]		10
1201	Bimod	X000000-0		As Va Ba	R	013	NaXX	F0 V	{ -3 }	(400-2)	[0000]		16
1204	Ourshorin	B423888-8		Ph Na Pi Po		301	Up	M9 V	{ 0 }	(B78+1)	[A887]		9
1208	Coe	C210355-8		Lo		412	NaXX	G4 V K4 V	{ -2 }	(E21+1)	[119B]		10
1210	Hoare	A421659-D	N	He Ni Na Po		600	Up	F7 V	{ 1 }	(853-2)	[6769]		11
1211	Tatoroua	B6439CH-7		Hi In Po		600	NaXX	K3 V	{ 2 }	(888-1)	[CB8B]		10
1212	Youapipre	C100463-C		Va Ni O:0907		503	NaXX	F2 V	{ 0 }	(B35-1)	[247E]		9
1216	Tarthe	A000763-E	N	As Va Na Pi O:1220		600	Yc	M1 V	{ 2 }	(869+2)	[898D]		6
