Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W
0505	Ox'mar	B7976RK-E	K	Ni Ag		325	Kk	K3 V M7 V	{ 2 }	(F57+1)	[684D]		17
0507	Rr'gata	E100000-0		Va Ba		015	Kk	G3 V	{ -3 }	(400-1)	[0000]		13
0508	Gnalkita	B7394QK-C		Ni		202	Kk	G3 V	{ 1 }	(A35+1)	[555B]		6
0509	Kruan'	D4211PK-9		He Lo Po		502	Kk	K7 III K1 V K4 V	{ -2 }	(800-2)	[115A]		10
0512	Lak'tka	D5456RK-B	K	Ni Ag		303	Kk	M7 V	{ 0 }	(A54+1)	[565C]		9
0513	Kangghin	C4264QK-C	O	Ni		423	Kk	M7 V	{ 0 }	(B35+1)	[445C]		10
0514	Uux'ne	D6757RK-D	O	Ag Pi		623	Kk	K6 V K9 V M8 V	{ 1 }	(C68+1)	[685D]		15
0516	Kteepta	D5965QK-A	K	Ni Ag		521	Kk	K3 IV	{ 0 }	(B46+1)	[454B]		13
0519	Ambeer	B5669RK-F		Hi Pr		724	Kk	K4 V	{ 3 }	(F8B+1)	[7C4F]		14
0521	Ika Ekta	C9A25QK-B	K	Fl He Ni		103	Kk	M2 V M0 V	{ 0 }	(944+1)	[654A]		11
0522	Ruklii	A651ARK-F	K	Hi Po		324	Kk	M2 V M8 V	{ 3 }	(E9A+2)	[9D4F]		18
0529	Gzanak'	E540000-0		De He Ba Po Di(Menetha)		010	Kk	G2 V D	{ -3 }	(800-1)	[0000]		6
0530	Karannogr	C79A775-6	K	Wa Pi (Castenen)		814	Kk	M2 V	{ -1 }	(664-1)	[5667]		14
0533	R'anu	D5538RK-C	O	Ph Po		703	Kk	M1 V	{ 0 }	(B77+1)	[785C]		7
0539	Tuhkangki	D5325QK-A	K	Ni Po		423	Kk	K0 V D	{ -1 }	(D43+1)	[544A]		18
0540	Hkurrri	E8C4000-0		Fl Ba		013	Kk	A7 V D	{ -3 }	(500+1)	[0000]		14
0601	Kuubghiir	B6828RK-F		Ph Ri		124	Kk	G2 V K3 V M2 V	{ 3 }	(E7A+1)	[6B5G]		17
0605	Kaagar	E9647RK-A		Ag Ri		712	Kk	M7 V BD M5 V	{ 2 }	(B68+1)	[7949]		10
0607	Atuulaa	C5586RK-C	K	Ni Ag		303	Kk	K0 V	{ 1 }	(A55+2)	[675B]		16
0608	Ghugneed	C5604QK-B	K	De Ni		524	Kk	M9 V	{ 0 }	(D34+1)	[446C]		14
0612	Raku Aram	E9974QK-9	K	Ni Pa		423	Kk	M2 V M7 V	{ -2 }	(B31+1)	[425A]		13
0613	Gzeeoo	D5253QK-A	K	Lo		123	Kk	G8 V	{ -1 }	(B20-1)	[425A]		12
0617	Kuluka	B5549RK-F	O	Hi		324	Kk	M3 V BD	{ 3 }	(F8B+1)	[8C6E]		14
0619	R'uughuu	E530000-0	K	De Ba Po		000	Kk	M8 V	{ -3 }	(500+1)	[0000]		8
0622	Ughaxat	E400000-0		Va Ba		013	Kk	M5 V	{ -3 }	(800+1)	[0000]		12
0623	Kagnamka	E120000-0		De Ba Po		024	Kk	M3 V	{ -3 }	(500-2)	[0000]		13
0625	Tu'kkaax	DAB81PK-9	K	Fl Lo		702	Kk	M9 V	{ -2 }	(600-2)	[2138]		10
0627	Ghuuea	A4447RK-E		Ag Pi		204	Kk	G5 V	{ 3 }	(A6A+2)	[9A1F]		10
0628	Rakulii	C8D44QK-C	K	Ni		634	Kk	G3 III M2 V	{ 0 }	(E34-3)	[445A]		19
0630	R!kikrir	A6916QK-F	O	He Ni		403	Kk	A3 V G8 V	{ 1 }	(955-2)	[776D]		15
0633	Ixuki	E1224QK-9	O	Ni Po		620	Kk	G0 V M8 V	{ -2 }	(831-4)	[4237]		6
0635	Krurringkar	A000858-C	K	As Va Ph Na Pi Giru5 Tilp5		833	Kk	G0 III M7 V	{ 2 }	(D7A+1)	[AA5A]		11
0636	Ee'krghar	EAC1000-0	K	Fl He Ba		011	Kk	G3 IV M6 V	{ -3 }	(500-4)	[0000]		13
0640	Gharra'	B84A3QK-D		Wa Lo		124	Kk	F0 V	{ 1 }	(C21+1)	[443G]		15
0702	Keghoar	E649000-0	K	Ba		000	Kk	M0 V	{ -3 }	(600-1)	[0000]		6
0704	Irrkua	C5002PK-9	K	Va Lo		915	Kk	F8 V F3 V	{ -1 }	(A10+4)	[1148]		14
0705	Triitkooax	C999556-A	K	Ni Giru5 Tilp5		224	Kk	K8 V	{ 0 }	(D43+4)	[5569]		14
0708	Gniilgruta	C9D83QK-B	O	Lo		803	Kk	F5 V G9 V G0 V	{ 0 }	(A20+2)	[3339]		8
0710	Ketgraa	C7527RK-C	K	Po		313	Kk	A4 V A5 V	{ 1 }	(B67-1)	[88AA]		14
0713	Tuk'ngrag	C000758-A	K	As Va Na Pi Giru5 Tilp5		723	Kk	G0 V M3 V	{ 1 }	(C67-1)	[8867]		18
0714	Kirkugu	C5956RK-D	O	Ni Ag		204	Kk	M3 V M1 V BD	{ 1 }	(D52-1)	[9749]		8
0715	Langungren	E9C1000-0	K	Fl He Ba		022	Kk	G3 V M6 V	{ -3 }	(500-3)	[0000]		10
0716	Larrignu	A0004QK-E	O	As Va Ni		512	Kk	K1 IV	{ 1 }	(834+1)	[8569]		11
0722	Xt'xooee	E202000-0		Ic Va Ba		023	Kk	M8 V	{ -3 }	(400-1)	[0000]		11
0723	Rakekal	C5135QK-A	K	Ic Ni		101	Kk	M1 V M8 V	{ 0 }	(C43-3)	[3569]		10
0725	Uanggneek	A6688RK-F	K	Ph Pa Ri		210	Kk	K3 V	{ 3 }	(879+3)	[4B9E]		12
0727	Keet!gru	E5346RK-A	K	Ni		624	Kk	K6 V	{ -1 }	(852+1)	[354B]		16
0730	Muurrgraghi	B6357RK-E	K			723	Kk	G4 V G7 V	{ 2 }	(E67-1)	[896C]		17
0731	Gak'ka	D6785QK-9	K	Ni Ag		100	Kk	G4 IV G4 V	{ -1 }	(845+5)	[4467]		5
0732	Krarratrat	B3214QK-C		He Ni Po		313	Kk	M7 V	{ 1 }	(834+2)	[5568]		13
0733	Toorragaa	A552ARK-F	K	Hi Po		712	Kk	A6 V F9 V	{ 3 }	(C9F-3)	[8D9E]		12
0735	Xa!prar	E430000-0		De Ba Po		003	Kk	A8 V F6 V	{ -3 }	(600-1)	[0000]		12
0738	Ghargragi	C6485QK-B	K	Ni Ag		923	Kk	M5 V BD M9 V	{ 1 }	(D44+2)	[468B]		12
0802	Kraak'lu	E100000-0	K	Va Ba		012	Kk	M4 V M1 V	{ -3 }	(500-1)	[0000]		9
0806	Tinuukax	E3775QK-9	K	Ni Ag		112	Kk	M9 V	{ -1 }	(A42+2)	[8469]		12
0808	Rakeir	C7859RK-E		Ga Hi Pr		101	Kk	G1 V	{ 2 }	(A88-1)	[9B5F]		14
0809	Eearroo	D8868RK-D	K	Ga Ph Pa Ri		825	Kk	F0 V	{ 1 }	(B77-1)	[6B8F]		18
0813	Ankiighka	C6688RK-D	K	Ph Pa Ri		314	Kk	M8 V M1 V	{ 2 }	(E7A+1)	[9A79]		9
0814	Neetraa	B3668RK-F	K	Ph Pa Ri		923	Kk	F9 V M8 V	{ 3 }	(C76-4)	[ABAE]		15
0816	Ahkarang	B6795QK-D	K	Ni		321	Kk	K9 V	{ 1 }	(D42-3)	[662D]		9
0819	Gnapale	E511000-0		Ic Ba		012	Kk	A3 V K8 V D	{ -3 }	(700+1)	[0000]		12
0821	Eukrtrirr	E77A2PK-6	K	Wa Lo		713	Kk	K7 V M3 V	{ -3 }	(A10-2)	[2148]		12
0822	Gh'kaaa	B8766RK-E		Ni Ag		114	Kk	K8 V	{ 2 }	(H53+3)	[384F]		12
0823	Rirgneeee	D6567RK-B	O	Ga Ag		122	Kk	M3 V	{ 1 }	(B67-2)	[287C]		16
0824	Timbeexktarr	E6473QK-9	K	Lo		404	Kk	K1 V	{ -2 }	(E20+3)	[1159]		14
0825	Iatrang	A5355QK-F	K	Ni		703	Kk	F7 V	{ 1 }	(746+3)	[365H]		12
0828	R'xuunar	C5736RK-E	K	Ni		213	Kk	M6 V	{ 0 }	(956+1)	[362D]		17
0829	Eetigrna	AA5A5QK-F		Oc Ni		402	Kk	M6 V	{ 1 }	(944+1)	[366B]		12
0830	Atraarkee	B8878RK-F	K	Ga Ph Pa Ri		524	Kk	K2 V	{ 3 }	(B76-2)	[6B8E]		12
0831	Kruugnarr	E110000-0	K	Ba		000	Kk	M9 V M9 V	{ -3 }	(400+1)	[0000]		9
0835	Ran'mbii	E100000-0	K	Va Ba		023	Kk	M1 V	{ -3 }	(700+2)	[0000]		16
0840	Krurughur	B6495QK-D	O	Ni		423	Kk	G0 III	{ 1 }	(B46+2)	[564A]		10
0901	Gnanuuxka	B6678RK-F	O	Ga Ph Pa Ri		203	Kk	G9 IV	{ 3 }	(67B+1)	[AB9D]		12
0902	Rugheak	C6475QK-B	O	Ni Ag		314	Kk	F4 V	{ 1 }	(H45+1)	[565B]		14
0903	Ak'e	E000000-0		As Va Ba		022	Kk	M1 V	{ -3 }	(700+3)	[0000]		16
0908	Raauxxr'	C6775QK-A	O	Ni Ag		823	Kk	K0 V	{ 1 }	(843-3)	[564C]		14
0911	G't'rrakr	E798000-0	K	Ba		014	Kk	G8 V	{ -3 }	(800+3)	[0000]		18
0912	Argerka	CA993QK-A	O	Lo		400	Kk	M4 V BD	{ 0 }	(820-4)	[538A]		10
0913	Ghamegneg	B9986RK-D	K	Ni Ag		810	Kk	K4 IV	{ 2 }	(756+3)	[2839]		12
0914	Kuxuag	C5312PK-8	K	Lo Po		722	Kk	M0 V	{ -2 }	(910+1)	[513C]		9
0916	Rakignee	E410000-0	K	Ba		024	Kk	G8 V M1 V	{ -3 }	(700+1)	[0000]		16
0917	Tibikkir	B5405QK-C	K	De He Ni Po		414	Kk	G3 V G9 IV	{ 1 }	(B46-1)	[365B]		13
0919	K'gr'bar	E570000-0	K	De He Ba		033	Kk	F1 V K8 V	{ -3 }	(800+2)	[0000]		13
0921	Agnurrgh'	E7A0000-0	K	He Ba		013	Kk	K2 V M2 V M3 V M8 V	{ -3 }	(500+2)	[0000]		13
0923	Guruiit	E8A42PK-9		Fl Lo		721	Kk	M6 V	{ -2 }	(A10+1)	[214B]		10
0924	Gh!kraux	A655ARK-F	K	Ga Hi		712	Kk	M9 V M1 V	{ 3 }	(C98+1)	[BD4E]		11
0927	Xrookuurrmu	C5775QK-A		Ni Ag		502	Kk	K4 V	{ 1 }	(D46+4)	[865C]		8
0929	Gnaangla	C6736RK-D	K	Ni		214	Kk	K9 V K9 V M3 V M4 V	{ 0 }	(F54-4)	[B67G]		15
0932	K'xgarrga	E100000-0		Va Ba		014	Kk	K1 V M8 V	{ -3 }	(400+1)	[0000]		12
0934	Kooarrk'	D5547RK-B	K	Ag		202	Kk	M2 V	{ 1 }	(C68-3)	[587B]		9
0935	Iil'rrra	A7748RK-E	K	Ph Pa Pi		124	Kk	G4 V	{ 2 }	(C7B-1)	[8A69]		14
0937	Kalarar	E7A0000-0		He Ba		000	Kk	M9 V M3 V	{ -3 }	(A00-5)	[0000]		5
0938	Paaarghexk	B2013QK-B	K	Ic Va Lo		225	Kk	M2 V	{ 1 }	(D21+1)	[6458]		17
0939	Ktokikoor	A5956RK-F	K	Ni Ag		512	Kk	K0 V	{ 2 }	(957-1)	[785E]		6
1001	Auxna	A6659RK-E	K	Ga Hi Pr		323	Kk	M1 V	{ 3 }	(H8C-4)	[7C2F]		11
1002	Buurukrmar	B6758RK-D	O	Ph Pa Pi		214	Kk	K4 V	{ 2 }	(C77+3)	[BA6F]		14
1003	Kraalarka	A663ARK-F		Hi		112	Kk	M2 V M9 V BD	{ 3 }	(A97-1)	[AD5H]		13
1004	Gheronung	C5335QK-A		Ni Po		900	Kk	M0 V BD	{ 0 }	(541+3)	[2538]		7
1005	Ruubalo	C5494QK-B		Ni		314	Kk	K6 V	{ 0 }	(A36-3)	[946D]		9
1006	Ukreeri	B6437RK-E	K	Pi Po		311	Kk	G5 IV	{ 2 }	(869+4)	[991A]		10
1007	Mahkenggem	C4124QK-B	K	Ic Ni		423	Kk	K5 V	{ 0 }	(E31+2)	[342A]		11
1009	Karaghong	C5243QK-A	K	Lo		902	Kk	M9 V	{ 0 }	(820+1)	[334B]		8
1011	Taltakar	C7446RK-C	O	Ni Ag		232	Kk	G8 V	{ 1 }	(A54+1)	[7767]		9
1012	Arrukin	C4816RK-B	K	Ni Ri		824	Kk	G9 V G3 IV	{ 1 }	(D54-2)	[376D]		11
1013	Kuxragha	E000000-0		As Va Ba		000	Kk	M7 V M9 V	{ -3 }	(A00+1)	[0000]		6
1016	Rakuug'	C000557-B		As Va Ni Giru8 Hagh2		422	Kk	G6 V	{ 0 }	(A46+2)	[855F]		14
1019	Egrakka	D98A4QK-A	K	Wa Ni		614	Kk	M8 V	{ -1 }	(831+3)	[535C]		11
1021	T'kooa Naai	B8687RK-D	K	Ag Ri		534	Kk	G5 V M2 V M0 V M7 V	{ 4 }	(G6E+1)	[7B6D]		13
1022	Kraghui	C9A35QK-A	K	Fl Ni		400	Kk	G5 V G0 V	{ 0 }	(242+1)	[8547]		10
1023	Arrhkiirgzar	A6667RK-D	K	Ga Ag Ri		700	Kk	G8 V	{ 4 }	(567+2)	[7B3D]		10
1024	Ghanggitkaa	E200000-0	K	Va Ba		000	Kk	M3 V M4 V	{ -3 }	(600+1)	[0000]		7
1027	Roogrleekur	A6659RK-E		Ga Hi Pr		314	Kk	K6 V	{ 3 }	(C8A+1)	[7C4K]		13
1030	Urarir	A5475QK-C	K	Ni Ag		213	Kk	K6 V M4 V	{ 2 }	(F44-1)	[473D]		15
1031	Taa!!lta	E000000-0	K	As Va Ba		010	Kk	G8 V D M2 V	{ -3 }	(500-2)	[0000]		9
1032	Ghinauu	A785ARK-F	K	Ga Hi		613	Kk	K1 V K5 V M8 V	{ 3 }	(G99+1)	[AD5D]		11
1101	Kr'ratna	C100000-0	K	Va Ba		004	Kk	K8 V M9 V	{ -2 }	(600-3)	[0000]		15
1104	Ot'pang	A8688RK-E	K	Ph Pa Ri		122	Kk	K2 III	{ 3 }	(E7B-2)	[8B2D]		13
1106	Rikino Nuat	B000558-C	K	As Va Ni Giru5 Tilp5	A	424	KC	M0 V M3 V M6 V	{ 1 }	(C44+1)	[766D]		15
1107	Kak!!gna	C6695QK-B	K	Ni Pr		510	Kk	M7 V	{ 0 }	(743-2)	[356F]		6
1109	Raktitukr	E7A25QK-9		Fl He Ni		713	Kk	G5 V	{ -2 }	(C44+1)	[8338]		7
1112	Kruakagh	B8838RK-D	K	Ph Ri		820	Kk	M2 V M3 V	{ 3 }	(A7A-4)	[6B5D]		7
1116	Uurtuhkir	C8776RK-A	O	Ni Ag		302	Kk	K2 V M1 V	{ 1 }	(955+1)	[8776]		8
1117	Kaamai	CA886RK-B	K	Ni Ag Ri		802	Kk	F2 V G7 V	{ 2 }	(C54+1)	[1867]		11
1121	Ak!gax	E5A3000-0		Fl Ba		023	Kk	K9 V	{ -3 }	(200-4)	[0000]		12
1122	Rikaruum	D4576RK-B	K	Ni Ag		203	Kk	G6 V	{ 0 }	(A54-1)	[5689]		12
1123	Tagh'ke	B8887RK-D	K	Ag Ri		624	Kk	K3 V M6 V	{ 4 }	(D6E+2)	[3B4B]		12
1125	Kixrarak	A556ARK-F	K	Hi		224	Kk	M5 V	{ 3 }	(D9D+1)	[AD4E]		9
1126	Ixadra	D5363QK-A	O	Lo		315	Kk	K4 V M1 V	{ -1 }	(F20-3)	[325A]		10
1127	Aagigul	C5567RK-B	K	Ag		402	Kk	M7 V	{ 2 }	(868+3)	[995D]		8
1129	Kaabeetakr	B5404QK-E	K	De He Ni Po		722	Kk	G0 V M4 V M0 V	{ 1 }	(D35+1)	[554C]		10
1130	Tarrghuki	E8A44QK-9		Fl Ni		504	Kk	M2 V	{ -2 }	(D30-3)	[3259]		13
1131	Hkarkraa	A5629RK-F		Hi Pr		223	Kk	K1 IV	{ 3 }	(A8B+1)	[9C6G]		14
1137	Xarn'ra	B5445QK-D	K	Ni Ag		814	Kk	A8 II	{ 2 }	(C44+3)	[A73D]		11
1140	Kuuarku	C6695QK-A		Ni Pr		910	Kk	A2 V	{ 0 }	(A41-3)	[354A]		5
1203	Mbuu'ra	B5426RK-D	K	He Ni Po		614	Kk	K6 V	{ 1 }	(C52-1)	[675D]		15
1207	Urkeei	C88A6RK-C	O	Wa Ni Ri		213	Kk	M3 V	{ 1 }	(E52+1)	[B71G]		15
1211	Hk'kkaat	B554ARK-F	K	Hi		202	Kk	F0 V G0 IV	{ 3 }	(A9B-2)	[9D6J]		14
1212	Arradla	C9568RK-D	K	Ph Pa		522	Kk	G7 IV K1 V M3 V	{ 1 }	(A7A+4)	[797D]		14
1215	Anina	C6515QK-A	K	Ni Po		700	Kk	M3 V M5 V M5 V	{ 0 }	(845+1)	[156A]		12
1217	Tiulg!	E7A35QK-B	K	Fl Ni		334	Kk	M3 V M0 V	{ -1 }	(G45+3)	[544C]		18
1219	Narakrra	C3746RK-B	K	Ni Ag		124	Kk	F8 III	{ 1 }	(F57+1)	[975C]		18
1222	Aghaa Kuo'	B4829RK-F		Hi Pr		413	Kk	M8 V	{ 3 }	(D89+1)	[8C6F]		12
1223	Taruka	C5559RK-D	K	Hi		722	Kk	M8 V M7 V	{ 2 }	(A8B+2)	[9BAJ]		11
1225	Ar'rla	E6383QK-8	K	Lo		823	Kk	M4 V M9 V M6 V	{ -3 }	(D20+2)	[2158]		17
1228	Engkarre	C4344QK-C	K	Ni		400	Kk	M2 V M0 V	{ 0 }	(635+2)	[146B]		7
1230	Kux'kta	B264ARK-E		Hi		312	Kk	M0 V BD	{ 3 }	(D99+1)	[6D5D]		11
1232	Baameek	C6578RK-B	K	Ga Ph Pa		414	Kk	K6 V	{ 1 }	(979-2)	[794G]		11
1237	Nagh'a Naai	B5466RK-C	K	Ni Ag		600	Kk	K5 V	{ 2 }	(A57-3)	[A82F]		6
