Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
2406	Laireaha	C7B1586-8	Fl He Ni Px Co Tz	{ -2 }	(D41+3)	[2375]	-	-	-	302	7	AsMw	M3 V
2408	Aiseahatrya	C644347-9	Lo Co Tu	{ -1 }	(620-2)	[1255]	-	-	-	231	13	AsMw	K5 V
2501	Khtuaeiriea	C510253-9	Lo Tz	{ -1 }	(410-1)	[213B]	-	R	-	500	10	AsWc	M1 V
2506	E'ariyw	C5426A9-8	He Ni Po Ho Tz	{ -2 }	(854+5)	[9475]	-	-	-	110	5	AsVc	K6 V M4 V M9 V
2508	Ktaliywaw	C889283-A	Lo Ho	{ 0 }	(510-2)	[3287]	-	-	-	300	5	AsT2	G2 V G8 V K8 V
2604	Haolaawoirl	C844675-8	Ag Ni Tz	{ -1 }	(C52+4)	[4539]	-	-	-	204	13	AsSc	M1 V
2606	Aehyawe	C758652-9	Ag Ni	{ 0 }	(951-3)	[1637]	-	T	-	210	10	AsTv	K8 V
2608	Uihoa'	C868472-8	Ni Pa	{ -2 }	(730+1)	[627A]	-	R	-	100	5	AsSc	G4 V G4 V
2610	Ktahreihel	C76A1A5-B	Lo Wa Ho	{ 0 }	(A00-1)	[216C]	-	R	-	110	13	AsVc	G1 V
2710	Htasei	C8D5687-9	Ni	{ -1 }	(751-2)	[3548]	-	R	-	403	6	AsVc	G3 V
2804	Oifoiaokhta	C533A7B-B	Hi Na Po Tz	{ 2 }	(C97-1)	[AC5F]	-	-	-	104	13	AsSc	M1 V
2807	Yewo	C20089C-A	Na Ph Pi Va Lk Sa Da	{ 1 }	(A77+1)	[A95A]	-	R	A	203	9	AsWc	G2 V
2809	Tiyyoowe	C653855-9	Ph Po Ho Tr	{ 0 }	(37C-1)	[684C]	-	-	-	400	7	AsMw	G4 V
2810	Khoahreis	C656874-8	Ga Pa Ph Co Tu	{ -1 }	(973+1)	[678C]	-	-	-	300	8	AsSc	G0 V
2901	Stao'ayoroi'	A512435-D	Ic Ni Co Tz	{ 1 }	(B33+1)	[654C]	-	-	-	823	13	AsMw	M0 V M4 V
2902	Oihtieal	A573A77-E	Hi In Ho Lk Sa	{ 4 }	(59D+1)	[CE6A]	-	T	-	302	10	AsT3	G9 V
2904	Oeatleahei	C300685-A	Na Ni Va	{ 0 }	(B56-1)	[56AB]	-	R	-	403	10	AsVc	K6 V
2905	Oustesalr	C10087C-B	Na Ph Pi Va	{ 1 }	(57C+3)	[6958]	-	R	-	803	13	AsSc	G2 V
2908	Aooheau	D54168D-6	He Ni Po Da	{ -3 }	(751+1)	[2369]	-	-	A	813	13	AsWc	G9 V BD
3001	Aowaheoa	C9C2645-9	Fl He Ni	{ -1 }	(B54+2)	[656A]	-	R	-	314	13	AsMw	G7 V
3002	Khtyelryer	AA7A532-D	Ni Oc Co	{ 1 }	(A45-1)	[666F]	-	R	-	621	10	AsMw	G0 V
3003	Eakhikhtyur	C765783-8	Ag Ga Ri Co Tu	{ 1 }	(C6A+3)	[4859]	-	R	-	514	12	AsWc	G5 V
3006	Riylewaa	A644448-A	Ni Pa Co Tu	{ 1 }	(E33+1)	[2566]	-	R	-	103	8	AsTv	K7 V
3010	Ftialrye	C647A84-A	Hi In Ho Tr	{ 3 }	(C9D+1)	[6D8C]	-	R	-	504	14	AsWc	G5 V K2 V M5 V
3101	Fekhekhao	A79989C-C	Ph Pi Da	{ 2 }	(B78-3)	[8A5C]	-	R	A	102	10	AsMw	K1 V
3107	Weahtye	D543261-7	Lo Po Ho Sa O:3209	{ -3 }	(810+1)	[636B]	-	R	-	403	11	AsMw	G1 V
3202	Ahtei	A767949-E	Ga Hi Pr	{ 3 }	(788+1)	[CC4F]	-	R	-	110	8	AsVc	K5 V
3204	Hraiaya	A4385AC-B	Ni Fo	{ 1 }	(742-1)	[365B]	-	T	R	700	6	AsT3	K7 V M5 V
3207	Itayo	C667350-A	Ga Lo Sa	{ 0 }	(720+1)	[145B]	-	T	-	902	11	AsT0	K8 V K8 V
3209	Khehakhisaos	A657798-C	Ag Ga	{ 3 }	(D67-1)	[7A7D]	-	R	-	310	8	AsMw	G1 V
3210	Khouai	C555361-9	Lo Ho O:3209	{ -1 }	(E20+1)	[3278]	-	-	-	322	13	AsMw	G3 V K6 V
0111	Hreaha	E40198A-A	Hi Ic In Na Va	{ 2 }	(A89-4)	[4B6D]	-	-	-	413	15	AsVc	G6 V
0113	Auhi	B6A5583-C	Fl Ni Fr	{ 1 }	(F43+2)	[164G]	-	T	-	322	10	AsT6	M2 V
0117	Traulawo	B986478-9	Ni Pa	{ 1 }	(A34+1)	[4547]	-	RT	-	504	13	AsSc	F4 V M7 V
0118	Etlyah	A5A2888-B	Fl He Ph	{ 2 }	(77A-2)	[BA19]	-	-	-	603	9	AsWc	G8 V K3 V K1 V
0120	Hke'eliyiyrl	B437355-D	Lo	{ 1 }	(A21-2)	[348H]	-	-	-	103	13	AsVc	G0 V G0 V K4 V
0211	Hlaeahis	B552383-9	Lo Po Ho	{ 0 }	(B20-1)	[33AE]	-	R	-	714	13	AsWc	G4 V BD
0212	Kaoiy	E300599-9	Ni Va Tz	{ -2 }	(E41+3)	[5375]	-	-	-	224	14	AsWc	M2 V M9 V
0213	Htyoes	B200373-9	Lo Va Tz	{ 1 }	(521-1)	[4479]	-	RT	-	110	10	AsSc	M3 V
0216	Eiwoiio'	B745673-A	Ag Ni Co Tu	{ 2 }	(954+3)	[2889]	-	T	-	103	14	AsSc	K2 V
0217	Tasaui	B8B5688-9	Fl Ni Px	{ 0 }	(B53+1)	[467D]	-	-	-	211	8	AsTv	K8 V M9 V
0220	Alyaloas	B617483-9	Ic Ni Tz	{ 0 }	(A32-3)	[1449]	-	T	-	604	12	AsT9	M3 V M3 V
0312	Aktesahyu	E867483-7	Ga Ni Pa	{ -3 }	(833+4)	[8125]	-	-	-	102	13	AsVc	G5 V
0314	Airlaieh	B000133-C	As Lo Va Co	{ 1 }	(901+1)	[128B]	-	R	-	820	11	AsMw	M1 V
0315	Auo	B887594-B	Ag Ga Ni Pr	{ 2 }	(647-4)	[4728]	-	R	-	200	6	AsMw	G3 V
0316	Ekhte	B724554-A	Ni Tz	{ 1 }	(C43+2)	[3659]	-	-	-	322	12	AsT4	M2 V M8 V
0317	Iysyos	BA9A99C-D	Hi In Oc Da	{ 4 }	(88C+1)	[7D7B]	-	-	A	812	11	AsTv	F1 V
0417	Ahoauala	B301453-9	Ic Ni Va Co Tz	{ 0 }	(536-4)	[4467]	-	R	-	301	9	AsWc	M2 V M9 V
0418	Teilealaikh	B752556-9	Ni Po	{ 0 }	(943-3)	[2585]	-	-	-	402	7	AsWc	F9 V G1 V G3 V
0420	Ahre	B510366-C	Lo Tz O:0719	{ 1 }	(821+1)	[141B]	-	-	-	404	8	AsMw	M3 V
0512	Iyeihel	E8B368C-7	Fl Ni Da	{ -3 }	(551+1)	[636A]	-	-	A	203	13	AsTv	F3 V G7 V
0515	Kteeaaye	C42387B-A	Na Ph Pi Po	{ 2 }	(C7A-2)	[9A4B]	-	RT	-	102	12	AsSc	K1 V K7 V
0611	Ahaohulear	B840788-A	De He Pi Po Co	{ 2 }	(A6A-2)	[7945]	-	-	-	420	13	AsMw	F6 V
0614	Wiaoar	B889435-B	Ni Fr	{ 1 }	(834+5)	[455A]	-	-	-	214	8	AsMw	M1 V
0616	Weouaia'	B988A89-C	Hi	{ 3 }	(B99-3)	[8D9A]	-	T	-	600	10	AsT9	F9 V G4 V
0711	Afte	B53498D-D	Hi Fo	{ 3 }	(B89+3)	[DC2G]	-	-	R	112	15	AsMw	G9 V K0 V K0 V
0716	Eauihuia	C201884-A	Ic Na Ph Pi Va Tz	{ 1 }	(G78-2)	[3948]	-	R	-	124	11	AsTv	M2 V
0717	Eayoaureirai	B562844-A	Ph Ri	{ 3 }	(675+2)	[9B3B]	-	R	-	410	8	AsTv	K4 V
0719	Stahwyae	C100A88-A	Hi In Na Va Lk Sa	{ 3 }	(899-2)	[8D2D]	-	-	-	502	13	AsMw	G7 V
0720	Htitrih	C750394-9	De Lo Po Ho	{ -1 }	(720-3)	[423A]	-	-	-	220	11	AsTv	G4 V
0811	Oihekhterl	B6A4286-B	Fl Lo Tz	{ 1 }	(711+1)	[1397]	-	T	-	110	6	AsT8	M0 V M4 V
0812	Tliyhe	A61087C-D	Na Ph Pi Da	{ 2 }	(978-4)	[361B]	-	-	A	104	10	AsSc	G4 V
0814	Ahkuilroaw	C613A7C-D	Hi Ic In Na Fo	{ 3 }	(99E+4)	[CD5E]	-	T	R	103	11	AsSc	K4 V M2 V
0819	Eaakheh	C546586-9	Ag Ni Ho Tz	{ 0 }	(C43-2)	[4528]	-	-	-	923	11	AsWc	K4 V
0820	Ra'o	C6A1474-A	Fl He Ni Tz	{ 0 }	(B32-1)	[6489]	-	R	-	624	17	AsSc	M3 V
0912	Yawaoaoil	A677683-C	Ag Ni	{ 2 }	(B57-4)	[B89E]	-	T	-	414	18	AsT2	M3 V
0913	Eakhuaisea	A310549-A	Ni	{ 1 }	(742+2)	[5656]	-	R	-	403	10	AsVc	M0 V BD M4 V
0914	Eisa'yokohea	D98938A-8	Lo Co	{ -3 }	(920+1)	[141D]	-	R	-	402	8	AsVc	K0 V
0916	Aleh	A87AA7C-D	Hi In Wa Da	{ 5 }	(A9C+4)	[CF4C]	-	RT	A	800	9	AsSc	F5 V D
0918	Tliyeh	A434849-E	Ph	{ 2 }	(D7B-2)	[9A5H]	-	T	-	304	11	AsT9	K0 V
0919	Hreih	AAF389E-D	Ph Sa Fo	{ 2 }	(D78-3)	[3A1J]	-	T	R	324	12	AsT9	G3 V G3 V K7 V
0920	Hteakhtya'ea	A647638-C	Ag Ni Lk Sa	{ 2 }	(G54-1)	[588B]	-	R	-	104	13	AsMw	G9 V
1012	Ekeaoaiftea	D5274A7-8	Ni Co Tz	{ -3 }	(933+1)	[655A]	-	-	-	311	6	AsVc	M2 V
1016	Awei	A560A7C-E	De Hi Ho Tz Da	{ 4 }	(C9D-4)	[9E5A]	-	RT	A	324	14	AsSc	K0 V M8 V
1114	Yalrekteikha	A8A3479-C	Fl Ni Px Fr Sa	{ 1 }	(E34-2)	[455D]	-	T	-	103	8	AsSc	M0 V M1 V
1115	Eair	A867879-C	Ga Pa Ph Ri	{ 3 }	(B7A-2)	[4B8D]	-	R	-	503	12	AsSc	K1 V
1117	Htaeayerliha	A7A1657-B	Fl He Ni Px Sa	{ 1 }	(852-2)	[973C]	-	-	-	202	8	AsWc	G9 V
1118	Earleeah	C748545-9	Ag Ni Co	{ 0 }	(746-2)	[6788]	-	T	-	102	11	AsT2	K0 V
1119	Eiw	A598114-D	Lo	{ 1 }	(B01+1)	[127G]	-	R	-	402	13	AsT0	G6 V
1214	Yuateilrirl	A42258B-B	He Ni Po	{ 1 }	(943+1)	[763B]	-	R	-	113	9	AsMw	K5 V
1311	Weahaoahtai	D553161-7	Lo Po O:1410	{ -3 }	(A00+1)	[122C]	-	-	-	410	9	AsSc	K8 V M2 V
1312	Syuuiahwi'ya	C654383-9	Lo	{ -1 }	(620-2)	[128A]	-	-	-	101	9	AsVc	G7 V
1315	Eiwiy	A510689-A	Na Ni Ho Tz	{ 1 }	(C57-4)	[6797]	-	R	-	604	10	AsVc	K5 V
1316	Fea'awaihe	B595316-B	Lo Sa	{ 1 }	(721+3)	[144E]	-	R	-	301	8	AsSc	G5 V
1411	Iaou	C400886-A	Na Ph Pi Va Co Tz	{ 1 }	(E7B-1)	[A95B]	-	R	-	622	10	AsMw	M2 V M5 V
1415	Eaualekhar	C977A99-B	Hi In	{ 3 }	(E98+1)	[AD7B]	-	-	-	104	11	AsVc	G2 V K6 V
1417	Aohwyaouahre	C304788-A	Ic Pi Va Ho Tz	{ 1 }	(D6B+1)	[68A7]	-	-	-	502	10	AsMw	K5 V
1420	Alruar	C00069A-8	As Na Ni Va	{ -2 }	(854-4)	[A437]	-	T	-	604	15	AsTv	M2 V
1511	Uaououeil	C310183-A	Lo	{ 0 }	(A00-3)	[315C]	-	-	-	303	9	AsWc	M3 V
1514	Htahal	D59688A-6	Pa Ph Pi Sa	{ -2 }	(777+1)	[8638]	-	-	-	104	16	AsT5	K6 V
1519	Ea'e	C67A161-B	Lo Wa Co O:1417	{ 0 }	(600-2)	[1118]	-	-	-	300	10	AsMw	G8 V
1618	Oaaiyeliw	C410599-B	Ni Tz	{ 0 }	(542+1)	[855D]	-	-	-	101	5	AsT3	M0 V M8 V
1619	Seafeala	C562787-8	Ri Co Sa	{ 0 }	(A6B+3)	[574A]	-	R	-	104	14	AsVc	K9 V
1713	Khyerliykha	C687597-9	Ag Ga Ni Pr Fr Lk Sa	{ 0 }	(B44-3)	[353A]	-	-	-	203	10	AsT3	M0 V
1714	Eihoheoa	C859556-7	Ni	{ -2 }	(843-1)	[7337]	-	R	-	303	8	AsVc	G6 V
1716	Kealoilui	D665449-7	Ga Ni Pa	{ -3 }	(831-1)	[339A]	-	R	-	114	16	AsWc	F6 V G9 V
1719	Faaorl	B94A161-D	Lo Wa O:1920	{ 1 }	(C01-1)	[122D]	-	-	-	923	15	AsTv	K1 V M2 V
1812	Lai'auwal	C200473-B	Ni Va Co Sa	{ 0 }	(835-5)	[441B]	-	-	-	202	6	AsSc	K7 V M3 V M7 V
1814	Erelrouhouho	A942977-A	He Hi In Po Co Tz	{ 4 }	(98C-2)	[BC8B]	-	-	-	303	14	AsSc	M3 V
1916	Yeuaealeari	C742586-7	He Ni Po Ho Tz	{ -2 }	(844-3)	[1343]	-	-	-	402	12	AsTv	K8 V
1917	Iyluahal	C66298C-A	Hi Pr Co Da	{ 2 }	(B88-3)	[AB75]	-	R	A	304	10	AsVc	F4 V
1920	Lalareiw	B300894-C	Na Ph Pi Va Co Lk Sa	{ 2 }	(978-4)	[9A5B]	-	R	-	104	15	AsTv	G3 V K8 V
2020	Hkatla	B8A5786-B	Fl Co Tz	{ 2 }	(767-3)	[6929]	-	-	-	102	9	AsTv	M0 V
2111	Treahui	B637976-B	Hi	{ 4 }	(889+4)	[CD4B]	-	RT	-	604	15	AsSc	G9 V K1 V
2112	Ifteieawarla	B847787-A	Ag Pi	{ 3 }	(866+1)	[7A2A]	-	-	-	601	6	AsMw	G9 V
2114	Oukhyaeyeoil	B200683-A	Na Ni Va Co Sa	{ 1 }	(F55-2)	[476C]	-	R	-	604	8	AsVc	K2 V M3 V M8 V
2116	Htihohe	B879494-9	Ni	{ 0 }	(936+2)	[843D]	-	T	-	202	11	AsT1	F6 V
2118	Taisirlaurl	D957484-7	Ni Pa Co Tu Tz	{ -3 }	(530+1)	[229C]	-	-	-	403	9	AsTv	M2 V M5 V
2215	Aiftoiruhwai	B422210-C	He Lo Po Co Tz	{ 1 }	(D11-2)	[431C]	-	-	-	104	7	AsVc	M0 V M0 V
2216	Oilrea	C566988-A	Hi Pr Co	{ 2 }	(98B+2)	[8B18]	-	-	-	200	6	AsWc	G6 V
2219	Asahairlal	E664261-7	Lo Co Tu Tz O:2020	{ -3 }	(810-4)	[1177]	-	-	-	111	12	AsTv	M1 V
