Hex	Name	UWP	Remarks	{Ix}	(Ex)	[Cx]	N	B	Z	PBG	W	A	Stellar
3216	Eiyerlilea	D530684-7	De Na Ni Po Tz	{ -3 }	(551-2)	[935C]	-	-	-	100	11	AsMw	M1 V
0226		X646000-0	Ba	{ -3 }	(500-5)	[0000]	-	-	-	012	6	AsXX	G4 V
0330	Yalukhye	C644267-9	Lo O:0332	{ -1 }	(C10+1)	[3134]	-	-	-	510	7	AsVc	M1 V
0727	Tlyo	D898976-8	Hi In	{ 0 }	(D86+2)	[9969]	-	-	-	304	15	AsSc	K5 V
0730	Aieae	C681585-8	Ni Pr Ho Tz	{ -2 }	(844+3)	[2334]	-	-	-	204	12	AsMw	K4 V
1129	Wariwasorl	C875377-8	Lo	{ -2 }	(820+2)	[1178]	-	-	-	113	7	AsSc	M3 V
1528	Hweiuihiyrla	A581898-C	Ph Ri Tz	{ 3 }	(C78-2)	[5B4C]	-	R	-	104	7	AsMw	M2 V
1726	Lea	C573979-A	Hi In	{ 3 }	(A8A+1)	[5C7D]	-	R	-	103	15	AsSc	K4 V
1829	Aryewarlua	D734743-7		{ -2 }	(268-1)	[9578]	-	R	-	103	13	AsVc	K0 V
1930	Haaoa	C89A99E-C	Hi In Wa Fo	{ 3 }	(88D-3)	[8C4B]	-	R	R	105	18	AsTv	G6 V M3 V
2028	Wiyhkaoea	E557213-7	Lo	{ -3 }	(810-4)	[2143]	-	-	-	200	9	AsMw	F4 V K2 V
2029	Yoreeah	C6582A5-8	Lo	{ -2 }	(A10+1)	[114A]	-	-	-	502	11	AsT0	G0 V
2126	Yahaleyeaw	C411494-B	Ic Ni Fr	{ 0 }	(631+5)	[4438]	-	R	-	200	6	AsVc	M3 V M8 V
2127	Oraoafe	C544753-9	Ag Pi	{ 1 }	(869-3)	[9876]	-	-	-	802	8	AsWc	G5 V G5 V G6 V
2222	Ouleie	E9D9472-6	Ni	{ -3 }	(730+1)	[6196]	-	-	-	403	16	AsSc	A9 V D
2226	Yafirih	C558000-0	Ba	{ -2 }	(700-5)	[0000]	-	-	-	003	12	AsXX	M3 V M8 V M9 V
2228	Eaeae	E526535-6	Ni	{ -3 }	(740+1)	[8236]	-	-	-	400	8	AsMw	M3 V
2229	Ftiyailyasei	E84298A-8	He Hi In Po Tz	{ 0 }	(G88-5)	[C957]	-	-	-	205	16	AsT6	M2 V
2324	Tautoiyawa	D9A4786-7	Fl	{ -2 }	(566+1)	[7546]	-	-	-	103	10	AsVc	F5 V F5 V
2325	Ehlel	E100654-A	Na Ni Va	{ -1 }	(753+2)	[458B]	-	-	-	300	13	AsVc	M2 V
2327	Asaweasea	C57665A-9	Ag Ni	{ 0 }	(954-2)	[2658]	-	R	-	120	11	AsMw	K0 V
2329	Orokhehyakh	E000794-9	As Na Pi Va	{ -1 }	(868-5)	[A629]	-	-	-	302	9	AsT8	M2 V
2429	Ftakaileitai	E830361-8	De Lo Po Tz O:2529	{ -3 }	(920-3)	[7146]	-	-	-	303	11	AsVc	M1 V
2522	Laosihea	C420A7A-D	De He Hi In Na Po	{ 3 }	(89C-1)	[7D48]	-	-	-	510	5	AsSc	K8 V
2523	Ita'ahea	C648655-9	Ag Ni	{ 0 }	(J55+1)	[5638]	-	-	-	525	16	AsT8	K0 V
2527	Tryewaw	B546314-B	Lo	{ 1 }	(921+5)	[144A]	-	-	-	311	10	AsMw	M1 V
2528	Iyatehi	D96A361-9	Lo Wa O:2527	{ -2 }	(E20+1)	[318A]	-	-	-	413	13	AsMw	K2 V K6 V
2529	Rawiy	D751694-6	Ni Po	{ -3 }	(453+1)	[3352]	-	R	-	214	17	AsVc	G2 V D
2623	Ayawuiiyha	B585364-B	Lo Co O:2725	{ 1 }	(621-2)	[144C]	-	-	-	510	6	AsMw	K8 V
2624	Styaea	B546688-A	Ag Ni	{ 2 }	(457+1)	[384B]	-	R	-	300	5	AsWc	K0 V K8 V M2 V
2630	Eisalealiyl	C200889-A	Na Ph Pi Va Lk	{ 1 }	(H7B+1)	[A958]	-	-	-	824	10	AsWc	M1 V
2723	Aleei	C595331-9	Lo	{ -1 }	(720+2)	[2218]	-	-	-	303	12	AsT4	K7 V M2 V
2725	Eahas	C644132-8	Lo	{ -2 }	(B00-2)	[1159]	-	R	-	202	12	AsMw	G2 V
2822	Uaui	C545644-7	Ag Ni	{ -1 }	(353-2)	[A579]	-	T	-	210	8	AsTv	K8 V
2829	Yalreal	C64795A-A	Hi In	{ 3 }	(C8E-4)	[AC5C]	-	-	-	213	8	AsTv	G9 V
2925	Eaoieaail	C626977-B	Hi In	{ 3 }	(889+1)	[EC4A]	-	-	-	604	13	AsSc	F2 V G2 V G6 V
2927	Itletye	CAA6361-A	Fl Lo O:3126	{ 0 }	(720+1)	[3375]	-	-	-	401	13	AsMw	F2 V G5 V D
2929	Ealrawea	C586183-8	Lo	{ -2 }	(800+1)	[1176]	-	R	-	503	8	AsWc	M2 V BD
3023	Tyeuaihiya	C794361-9	Lo O:3223	{ -1 }	(B20+1)	[5258]	-	-	-	602	10	AsMw	M1 V
3024	Oheatlaoa	C763654-9	Ni Ri	{ 0 }	(C53-1)	[8628]	-	-	-	124	11	AsTv	K5 V M4 V
3029	Eahtoalrei	C542484-8	He Ni Po Tz	{ -2 }	(B30-3)	[4227]	-	-	-	613	7	AsWc	M1 V M3 V
3030	Hkyekeah	C52A583-9	Ni Tz	{ -1 }	(A44-4)	[6426]	-	-	-	105	12	AsWc	M0 V
3125	Kheyaao	C6541A5-9	Lo	{ -1 }	(700-1)	[116D]	-	T	-	204	11	AsT1	G4 V BD
3126	Alraweoih	C688453-7	Ni Pa	{ -2 }	(B32+1)	[8246]	-	R	-	224	10	AsMw	K7 V M7 V M8 V
3221	Eyarlo	C100310-C	Lo Va Sa	{ 0 }	(820-4)	[234F]	-	-	-	201	10	AsSc	G5 V
3223	Elreaouahlea	B582456-C	Ni	{ 1 }	(836+1)	[654E]	-	R	-	420	9	AsMw	K3 V M6 V
3225	Alrailyei	C667772-8	Ag Ga Ri	{ 1 }	(A68-2)	[7838]	-	-	-	103	13	AsSc	G5 V G9 V
0132	Teahyoei	B973583-B	Ni Tz	{ 1 }	(A46+5)	[262B]	-	-	-	602	15	AsVc	M0 V
0133	Eiiykh	D301474-7	Ic Ni Va	{ -3 }	(631+1)	[5177]	-	-	-	311	13	AsSc	A8 V
0135	Syulrelrehei	C546783-8	Ag Pi	{ 0 }	(F6A-1)	[573A]	-	-	-	214	12	AsWc	G4 V
0137	Oi	D400977-A	Hi In Na Va Co Lk	{ 2 }	(989+1)	[5B68]	-	-	-	105	10	AsSc	K7 V
0138	Ahyelekh	D845000-0	Ba	{ -3 }	(A00-5)	[0000]	-	-	-	015	16	AsXX	K5 V
0237	Elrosa	D689132-8	Lo Tz	{ -3 }	(C00-1)	[1116]	-	-	-	404	17	AsT9	M1 V
0238	Uhea'iai	D742776-6	He Pi Po Tz	{ -2 }	(863+1)	[B572]	-	-	-	101	12	AsSc	M3 V
0239	Khasaheiktew	D573494-7	Ni Tz	{ -3 }	(A32+1)	[8156]	-	-	-	600	12	AsVc	M1 V
0332	Ohteaea	EAA8876-7	Fl Ph Fr	{ -2 }	(771+2)	[9646]	-	-	-	104	12	AsSc	M1 V
0334	Aktalr	C733356-A	Lo Po Px Ho Tz	{ 0 }	(C20+3)	[4356]	-	-	-	104	10	AsMw	K5 V M6 V
0337	Laoe'	D657586-7	Ag Ga Ni	{ -2 }	(440+1)	[5377]	-	T	-	604	12	AsT0	G5 V K0 V
0338	Hkaihal	D575214-7	Lo	{ -3 }	(310-2)	[1154]	-	-	-	924	17	AsMw	G3 V
0339	Olrao	D548689-6	Ag Ni	{ -2 }	(A51+2)	[8489]	-	-	-	413	13	AsWc	G9 V K3 V
0340	Eihea	D720589-8	De He Ni Po Tz	{ -3 }	(D40+1)	[525A]	-	-	-	423	12	AsVc	M3 V M5 V
0438	Khyasoireeye	E564774-6	Ag Ri	{ 0 }	(569+2)	[7749]	-	-	-	111	8	AsSc	G9 V K6 V
0532	Sealeyoweh	E410573-7	Ni Ho	{ -3 }	(443+3)	[9267]	-	-	-	324	11	AsSc	F4 V
0534	Kea	E656678-6	Ag Ga Ni	{ -2 }	(250-3)	[8457]	-	-	-	101	11	AsSc	G5 V
0535	Kikh	E684985-8	Hi Pr	{ -1 }	(685+5)	[C874]	-	-	-	420	9	AsVc	K8 V M1 V
0537	Aeasye	E8675A5-7	Ag Ga Ni Pr	{ -2 }	(A41-3)	[8348]	-	-	-	403	14	AsVc	G6 V
0539	Ahkyawih	CAA1575-A	Fl He Ni	{ 0 }	(G43+1)	[551C]	-	R	-	113	11	AsSc	F6 V
0540	Hlaiyoaikhoh	C96A8A7-9	Ph Ri Wa	{ 1 }	(A78+2)	[6945]	-	R	-	113	8	AsVc	K0 V M9 V
0640	Yakhea	E773A5A-A	Hi In	{ 2 }	(B99-2)	[AC7E]	-	-	-	110	7	AsTv	M0 V M0 V
0735	Lyohew	E652131-7	Lo Po	{ -3 }	(300+2)	[3173]	-	-	-	403	16	AsT3	A4 V F4 V
0737	Ui	E511483-7	Ic Ni Sa	{ -3 }	(630-4)	[7159]	-	-	-	203	10	AsT0	M0 V
0739	Eouftaeafaih	E759676-7	Ni	{ -3 }	(A53-2)	[8389]	-	-	-	110	5	AsSc	K9 V
0840	Elas	E88A195-5	Lo Wa	{ -3 }	(400-4)	[1154]	-	-	-	504	17	AsTv	M2 V
0932	Wa'ye'e	A656113-D	Ga Lo Tr	{ 1 }	(C01+2)	[325C]	-	-	-	623	15	AsMw	G9 V K5 V
0934	Iy'ehoireri	A54885A-C	Pa Ph Pi	{ 2 }	(97B+3)	[3A4F]	-	R	-	103	7	AsVc	G3 V
0935	Iy'a	B860155-A	De Lo	{ 1 }	(901-4)	[329D]	-	-	-	613	13	AsWc	M0 V M4 V
0940	Khiykal	C54465A-9	Ag Ni	{ 0 }	(956+1)	[965A]	-	R	-	100	7	AsWc	G2 V K3 V
1031	Ahfewaeatas	A734475-A	Ni	{ 2 }	(A35+1)	[265C]	-	RT	-	403	15	AsSc	K3 V
1032	Tlyesos	A761584-D	Ni Pr	{ 1 }	(746+2)	[5658]	-	R	-	103	15	AsVc	K4 V
1035	Ilrai	BAA4898-B	Fl Ph Fr	{ 2 }	(A75-5)	[8A7C]	-	-	-	603	14	AsVc	M1 V
1131	Aaoh	A7C1798-D	Fl He Tz	{ 2 }	(C64+1)	[B97C]	-	R	-	914	15	AsVc	M2 V
1134	Tloireei	A685587-C	Ag Ga Ni Pr	{ 2 }	(C47-1)	[174C]	-	R	-	123	13	AsWc	G3 V K4 V
1137	Tuitreaaaih	A584645-A	Ag Ni Ri	{ 3 }	(C56+1)	[693A]	-	-	-	204	10	AsT8	G5 V
1139	Houhahayolar	C0008AA-9	As Na Ph Pi Va Pz	{ 0 }	(774+3)	[7844]	-	-	A	100	13	AsT9	M1 V
1234	Ftiykhtuiao	E100853-9	Na Ph Pi Va Co Sa	{ -1 }	(A76+1)	[5769]	-	-	-	114	10	AsMw	K4 V
1236	Ka	E685683-5	Ag Ga Ni Ri	{ -1 }	(955+3)	[8547]	-	-	-	213	12	AsWc	K4 V
1237	Yawahte	E659A77-A	Hi	{ 1 }	(D99+3)	[DB4E]	-	-	-	205	13	AsSc	G1 V
1240	Tarluaea	C100455-B	Ni Va Sa	{ 0 }	(B31+1)	[344D]	-	-	-	114	18	AsT4	M3 III
1333	Hreahtoa	A524313-E	Lo	{ 1 }	(B21+1)	[143H]	-	-	-	710	7	AsT3	G8 V
1336	Eweh	C96A132-B	Lo Wa Co	{ 0 }	(800+2)	[116E]	-	-	-	222	16	AsT5	K1 V M0 V
1338	Foaatlois	C865361-9	Ga Lo O:1339	{ -1 }	(B20-2)	[5249]	-	-	-	613	12	AsMw	G0 V M4 V
1339	Koaao	C000551-A	As Ni Va	{ 0 }	(D41-1)	[558E]	-	T	-	514	12	AsMw	M0 V
1340	Feilr	C420162-B	De He Lo Po Tz O:1339	{ 0 }	(H00+1)	[111C]	-	-	-	114	11	AsMw	M0 V
1433	Railr	C86AA5A-A	Hi Wa	{ 2 }	(D99-4)	[DC68]	-	T	-	405	13	AsT8	G1 V K6 V
1532	Ouyer	A848687-C	Ag Ni	{ 2 }	(754+1)	[588A]	-	-	-	200	10	AsWc	K7 V M3 V
1533	Kheiftu	B6863A6-8	Ga Lo	{ -1 }	(D20+2)	[5277]	-	-	-	212	15	AsVc	M0 V
1536	Erouliysoiei	C726747-9	Pi	{ 0 }	(E69+1)	[376B]	-	-	-	125	16	AsT8	K6 V K6 V
1538	Aiahtoa'yu	C89A684-7	Ni Wa Tz	{ -2 }	(752+3)	[6449]	-	-	-	913	11	AsTv	M0 V M6 V
1633	Siy	B657689-A	Ag Ga Ni	{ 2 }	(B57-4)	[785A]	-	T	-	303	10	AsTv	K7 V
1634	Wiheieaseaw	A740784-C	De He Pi Po	{ 2 }	(A69-3)	[B95F]	-	R	-	610	5	AsVc	F2 V G2 V
1638	Eisi'aresi	C7B4342-8	Fl Lo	{ -2 }	(B20+3)	[6119]	-	-	-	522	15	AsWc	M0 V M1 V
1731	E'or	E62488B-7	Ph Pi	{ -2 }	(671+1)	[9656]	-	-	-	112	11	AsVc	F3 V
1733	Taheihoihei	E798889-6	Pa Ph Pi	{ -2 }	(376+1)	[6656]	-	-	-	105	12	AsWc	K3 V
1832	Kheaifeseaya	C94387C-8	Ph Pi Po	{ 0 }	(C79+2)	[7844]	-	RT	-	224	12	AsSc	K1 V M3 V
1833	Ehtaoh	E87A444-7	Ni Wa	{ -3 }	(B30-1)	[8175]	-	-	-	113	9	AsTv	G0 V BD
1837	Teleleikea	A7A5210-E	Fl Lo	{ 1 }	(711+2)	[636D]	-	-	-	602	6	AsT8	M1 V
1839	Hkaohti	A584489-D	Ni Pa	{ 1 }	(C34+3)	[454D]	-	R	-	305	12	AsWc	M0 V
1840	Aulrelreir	B5979BA-C	Hi In	{ 4 }	(88D+1)	[5D3F]	-	T	-	304	13	AsT8	K3 V
1936	Aohkeilyur	E424876-7	Ph Pi	{ -2 }	(676-2)	[A66A]	-	-	-	103	6	AsSc	K4 V M6 V
1939	Etui	B310599-9	Ni Lk	{ 0 }	(745-2)	[257A]	-	-	-	101	10	AsTv	G9 V K5 V D
1940	Yuhya'	B55375A-B	Po	{ 2 }	(965-2)	[894C]	-	T	-	202	10	AsTv	K3 V
2035	Aeiroaeaiykh	E655542-5	Ag Ga Ni	{ -2 }	(840+5)	[6323]	-	-	-	100	9	AsVc	K5 V
2131	Liyolailou	E8A068B-7	He Ni Ho Tz	{ -3 }	(750-5)	[6378]	-	-	-	124	17	AsMw	K8 V M4 V M9 V
2132	Hryuwoukhei	E310387-9	Lo Co Sa	{ -2 }	(920-1)	[1158]	-	-	-	422	13	AsT5	K5 V K6 V
2134	Eaoar	E878A7A-A	Hi In	{ 2 }	(D97-2)	[BC2A]	-	-	-	304	13	AsSc	K5 V M0 V M7 V
2137	Ei'eilreas	C878776-8	Ag Pi	{ 0 }	(C65+3)	[6788]	-	-	-	403	9	AsSc	G1 V
2140	Eil	B425478-C	Ni Px	{ 2 }	(934+1)	[861C]	-	RT	-	120	6	AsSc	M1 V M2 V
2235	Heiei	E782874-6	Ph Ri	{ -1 }	(274+1)	[D776]	-	-	-	404	16	AsSc	G0 V
2236	Akhtahtosa'	C94A483-B	Ni Wa	{ 0 }	(D31+1)	[345A]	-	R	-	614	13	AsMw	G9 V K4 V K5 V
2239	Aiyhwi	B310000-0	Ba Tz	{ -1 }	(600-5)	[0000]	-	-	-	000	5	AsXX	M0 V
2332	Iyhao	E647694-6	Ag Ni	{ -2 }	(750+1)	[64A8]	-	-	-	502	10	AsVc	K9 V M8 V D
2337	Hihesai	C8A3A8A-D	Fl Hi In Tz	{ 3 }	(998-3)	[8D4D]	-	R	-	100	6	AsTv	M1 V M6 V
2340	Kyohfiywaue	B84795A-D	Hi In Da	{ 4 }	(A87+1)	[7D5C]	-	T	A	603	14	AsT8	A3 V F0 V
2435	Yu	E684451-7	Ni Pa	{ -3 }	(B32-1)	[511C]	-	-	-	420	11	AsMw	M1 V
2436	Feftea	E610774-7	Na Pi	{ -2 }	(760-2)	[8538]	-	-	-	604	16	AsSc	G4 V
2439	Oueaaoye	C9E2695-9	Ni	{ -1 }	(453+3)	[554B]	-	R	-	100	4	AsWc	B8 V A1 V A1 V
2440	Earlerlarorl	C9A4337-A	Fl Lo Px	{ 0 }	(820+1)	[7375]	-	-	-	702	12	AsMw	M0 V
2533	Fetyaye	A656747-C	Ag Ga	{ 3 }	(B67+3)	[AA27]	-	-	-	601	9	AsVc	K9 V M3 V
2534	Aoloufaya	A773445-A	Ni Tz	{ 1 }	(734-1)	[855D]	-	R	-	603	12	AsVc	M2 V
2631	Oelawaal	B85179E-A	Po Tz Fo	{ 2 }	(C69+5)	[4949]	-	R	R	405	14	AsTv	M0 V
2632	Eaheasakhao'	B6922A7-A	He Lo Tz	{ 1 }	(C11-1)	[636D]	-	T	-	203	9	AsT3	M1 V M2 V M6 V
2732	Ayewyoh	A200799-E	Na Pi Va Sa	{ 2 }	(A6C+1)	[89AH]	-	-	-	402	6	AsTv	F6 V G8 V
2740	Iy	A411385-D	Ic Lo Fr Sa	{ 1 }	(621+3)	[744D]	-	T	-	602	12	AsMw	M1 V
2834	Elahuirl	C740213-9	De He Lo Po	{ -1 }	(910-3)	[715B]	-	-	-	812	10	AsMw	F7 V G1 V
2835	Ktikh	C522454-B	He Ni Po	{ 0 }	(A36+1)	[4496]	-	-	-	803	8	AsMw	A8 V
2932	Lauhiahakh	A751583-B	Ni Po Ho Tz	{ 1 }	(D45+1)	[666E]	-	-	-	415	15	AsWc	K6 V M0 V
2937	Uas	C210577-B	Ni	{ 0 }	(742+5)	[755E]	-	-	-	100	8	AsSc	K4 V K9 V
2938	Wuih	A532486-D	Ni Po Tz Px	{ 1 }	(A37-1)	[454A]	-	-	-	603	13	AsVc	M3 V
2940	Eihoikhahau	A63995A-E	Hi Da	{ 3 }	(D88-4)	[9C8G]	-	T	A	304	11	AsTv	K7 V
3031	Khteayelei	A7657AA-C	Ag Ga Ri Da	{ 4 }	(A6E-2)	[8B6E]	-	T	A	120	6	AsT2	G7 V K1 V
3032	Eilra'iyhokh	B424000-0	Ba Co Lk	{ -1 }	(600-5)	[0000]	-	-	-	002	11	AsXX	K0 V M7 V
3034	Ahrulaya	AA84588-A	Ag Ni Pr	{ 2 }	(843-3)	[475A]	-	-	-	202	10	AsTv	G6 V
3131	Aiiywerlo	B639484-9	Ni	{ 0 }	(634-1)	[443B]	-	T	-	102	7	AsT0	F2 V F3 V F3 V
3132	Hteaheayukh	B6B1786-B	Fl He Tz	{ 2 }	(C68-3)	[899B]	-	-	-	510	7	AsWc	M2 V
3135	Syawah	B696443-B	Ni Pa	{ 1 }	(H33-2)	[155A]	-	R	-	325	14	AsVc	M0 V
3139	Eakhea	A774574-B	Ag Ni	{ 3 }	(A44-1)	[8857]	-	RT	-	903	10	AsSc	G1 V
3231	Hrerl	B668233-B	Lo Tz	{ 1 }	(911+1)	[1347]	-	-	-	212	10	AsMw	M2 V M4 V
3233	Aoleao	A87A798-E	Pi Wa Tz	{ 2 }	(668-3)	[696G]	-	R	-	700	11	AsWc	M0 V
3234	Talaaaoho	A56678A-C	Ag Ri	{ 4 }	(96C+2)	[2B6A]	-	R	-	100	11	AsWc	G9 V M5 V
3237	Aiyea	A66555A-A	Ag Ga Ni Pr	{ 2 }	(G44+1)	[373C]	-	R	-	635	16	AsMw	G8 V
3238	Khtoe	A747252-E	Lo	{ 1 }	(E11-1)	[136J]	-	R	-	102	11	AsVc	M3 V
